Title	Year	Journal	Targeted organisms	Technical target	Methods	Topics
Grabseqs: Simple Downloading of Reads and Metadata from Multiple Next-generation Sequencing Data Repositories	2020	Bioinformatics		Annotation	(Meta)genomics, Metagenomics	Health & Disease
A Sustained Immune Response Supports Long-Term Antiviral Immune Priming in the Pacific Oyster, Crassostrea gigas	2020	mBio	Virus, Pathogen	Functional analysis, AMR	(Meta)transcriptomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Temporospatial distribution and transcriptional profile of retinal microglia in the oxygen‐induced retinopathy mouse model	2020	Glia	Virus	Functional analysis		Ecosystem Dynamics & Biodiversity, Health & Disease
Seasonal changes in the bacterial community structure of three eutrophicated urban lakes in Mexico city, with emphasis on Microcystis spp.	2020	Toxicon : official journal of the International Society on Toxinology	Bacteria, Microbiome	Community (taxonomy) profiling		Ecosystem Dynamics & Biodiversity
Advanced Safety and Genetic Stability in Mice of a Novel DNA-Launched Venezuelan Equine Encephalitis Virus Vaccine with Rearranged Structural Genes	2020	Vaccines	Virus			Ecosystem Dynamics & Biodiversity, Health & Disease
Bacteriophage-Insensitive Mutants of Antimicrobial-Resistant Salmonella Enterica are Altered in their Tetracycline Resistance and Virulence in Caco-2 Intestinal Cells	2020	International Journal of Molecular Sciences	Bacteria, Virus, Pathogen	Isolate, Interactome, AMR	(Meta)genomics	Health & Disease
Draft Genome Sequence of Pseudarthrobacter phenanthrenivorans Strain MHSD1, a Bacterial Endophyte Isolated From the Medicinal Plant Pellaea calomelanos	2020	Evolutionary Bioinformatics Online	Bacteria	Isolate, Annotation	(Meta)genomics	Ecosystem Dynamics & Biodiversity
Whole Genome Sequencing Differentiates Presumptive Extended Spectrum Beta-Lactamase Producing Escherichia coli along Segments of the One Health Continuum	2020	Microorganisms		Isolate, AMR, Comparative analysis	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Optimization of Preservation Methods Allows Deeper Insights into Changes of Raw Milk Microbiota	2020	Microorganisms	Microbiome	Community (taxonomy) profiling	Metabarcoding	Ecosystem Dynamics & Biodiversity
First Report of Aleurocanthus spiniferus on Ailanthus altissima: Profiling of the Insect Microbiome and MicroRNAs	2020	Insects	Bacteria, Virus, Microbiome		(Meta)transcriptomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Biogeographic patterns of microbial association networks in paddy soil within Eastern China	2020	Soil Biology & Biochemistry				Ecosystem Dynamics & Biodiversity
Leptospira yasudae sp. nov. and Leptospira stimsonii sp. nov., two new species of the pathogenic group isolated from environmental sources.	2020	International journal of systematic and evolutionary microbiology	Microbiome, Pathogen	Isolate, Community (taxonomy) profiling	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Improved reference genome of the arboviral vector Aedes albopictus	2020	Genome Biology	Virus	MAGs	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
The Predicted RNA-Binding Protein ETR-1/CELF1 Acts in Muscles To Regulate Neuroblast Migration in Caenorhabditis elegans	2020	G3: Genes|Genomes|Genetics		Interactome	Metabarcoding, (Meta)genomics	Ecosystem Dynamics & Biodiversity
Revisiting the expression signature of pks15/1 unveils regulatory patterns controlling phenolphtiocerol and phenolglycolipid production in pathogenic mycobacteria	2020	PLoS ONE	Bacteria, Pathogen	Variant	(Meta)transcriptomics	Ecosystem Dynamics & Biodiversity, Health & Disease
The African Swine Fever Virus Transcriptome	2020	Journal of Virology	Virus	Functional analysis	(Meta)genomics, (Meta)transcriptomics	Health & Disease
Influenza Classification Suite: An automated Galaxy workflow for rapid influenza sequence analysis	2020	Influenza and Other Respiratory Viruses	Virus			Health & Disease
Changes in the transcriptional fingerprint of satellite glial cells following peripheral nerve injury	2020	Glia	Virus	Functional analysis		Ecosystem Dynamics & Biodiversity, Health & Disease
Identification of RNA 3´ ends and termination sites in Haloferax volcanii	2020	RNA Biology	Archaea	Annotation	(Meta)genomics	
MicroRNA exporter HuR clears the internalized pathogens by promoting pro‐inflammatory response in infected macrophages	2020	EMBO Molecular Medicine	Virus, Pathogen	Functional analysis, AMR		Ecosystem Dynamics & Biodiversity, Health & Disease
Application of whole-genome sequencing in a case study of renal tuberculosis in a child	2020	BMC Infectious Diseases	Bacteria, Pathogen	Isolate	(Meta)genomics	Health & Disease
Population genetic structure and predominance of cyclical parthenogenesis in the bird cherry‐oat aphid Rhopalosiphum padi in England	2020	Evolutionary Applications	Virus	Community (taxonomy) profiling		Ecosystem Dynamics & Biodiversity
Further genomic characterization of pineapple mealybug wilt-associated viruses using high-throughput sequencing	2020	Tropical Plant Pathology	Virus		(Meta)genomics	
Isolation and Whole-Genome Sequencing of 12 Mushroom-Associated Bacterial Strains: an Inquiry-Based Laboratory Exercise in a Genomics Course at the Rochester Institute of Technology	2020	Microbiology Resource Announcements	Bacteria		(Meta)genomics	
Complete Genome Sequences of Pseudomonas alkylphenolica Neo and Variovorax sp. Strain CSUSB, Obtained in Undergraduate Microbiology Courses Using a Hybrid Assembly Approach	2020	Microbiology Resource Announcements	Bacteria	Isolate, MAGs	(Meta)genomics	Ecosystem Dynamics & Biodiversity
A 25-Year-Old Sample Contributes the Complete Genome Sequence of Avian Coronavirus Vaccine Strain ArkDPI, Reisolated from Commercial Broilers in the United States	2020	Microbiology Resource Announcements	Virus	Isolate	(Meta)genomics	
Complete Genome Sequence of Avian Coronavirus Strain GA08 (GI-27 Lineage)	2020	Microbiology Resource Announcements	Virus, Pathogen	Isolate	(Meta)genomics	Health & Disease
Comparison of the Transcriptome Response within the Swine Tracheobronchial Lymphnode Following Infection with PRRSV, PCV-2 or IAV-S	2020	Pathogens	Virus, Pathogen		(Meta)transcriptomics	Health & Disease
Unique k-mers as Strain-Specific Barcodes for Phylogenetic Analysis and Natural Microbiome Profiling	2020	International Journal of Molecular Sciences	Microbiome	Community (taxonomy) profiling, Comparative analysis	(Meta)genomics, Metagenomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Data mining of metagenomes to find novel enzymes: a non-computationally intensive method	2020	3 Biotech			(Meta)genomics, Metagenomics	
Comprehensive structure-function characterization of DNMT3B and DNMT3A reveals distinctive de novo DNA methylation mechanisms	2020	Nature Communications	Pathogen	Functional analysis	(Meta)genomics	Health & Disease
Boreal Forest Multifunctionality Is Promoted by Low Soil Organic Matter Content and High Regional Bacterial Biodiversity in Northeastern Canada	2020	Forests	Bacteria, Microbiome	Community (taxonomy) profiling, Functional analysis		Ecosystem Dynamics & Biodiversity
Horizontal gene transfer in the human and skin commensal Malassezia: a bacterially-derived flavohemoglobin is required for NO resistance and host interaction	2020	bioRxiv	Bacteria, Microbiome, Pathogen	Functional analysis, Interactome, AMR, Comparative analysis	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Phage Resistance in Multidrug-Resistant Klebsiella pneumoniae ST258 Evolves via Diverse Mutations That Culminate in Impaired Adsorption	2020	mBio	Bacteria, Virus	Isolate, Functional analysis, AMR, MAGs		Health & Disease
Combinatorial selection in amoebal hosts drives the evolution of the human pathogen Legionella pneumophila	2020	Nature Microbiology	Pathogen			Health & Disease
Comparison of Commercial Kits for Recovery and Analysis of Bacterial DNA From Fingerprints	2020	Journal of Forensic Sciences	Bacteria, Microbiome	Isolate	(Meta)genomics	Ecosystem Dynamics & Biodiversity
VINYL: Variant prIoritizatioN bY survivaL analysis	2020	bioRxiv	Pathogen	Functional analysis, Annotation, Variant	(Meta)genomics	Health & Disease
NG-Tax 2.0: A Semantic Framework for High-Throughput Amplicon Analysis	2020	Frontiers in Genetics	Bacteria, Archaea, Eukaryote, Microbiome	Community (taxonomy) profiling, Variant, Comparative analysis	Metabarcoding	
MicroRNA and mRNA interactions coordinate the immune response in non-lethal heat stressed Litopenaeus vannamei against AHPND-causing Vibrio parahaemolyticus	2020	Scientific Reports		Interactome, AMR	(Meta)transcriptomics	Health & Disease
Expanded Phylogenetic Diversity and Metabolic Flexibility of Microbial Mercury Methylation	2020	bioRxiv	Bacteria, Archaea	Isolate, Community (taxonomy) profiling, Functional analysis, AMR, MAGs	(Meta)genomics, Metagenomics, (Meta)transcriptomics, Metatranscriptomics	Ecosystem Dynamics & Biodiversity
Bacterial diversity and functional metagenomics expounding the diversity of xenobiotics, stress, defense and CRISPR gene ontology providing eco-efficiency to Himalayan Hot Springs	2020	Functional & Integrative Genomics	Bacteria	Community (taxonomy) profiling, Functional analysis	(Meta)genomics, Metagenomics	Ecosystem Dynamics & Biodiversity
Complete Genome Sequence of Stenotrophomonas Phage Mendera	2020	Microbiology Resource Announcements	Bacteria, Virus, Pathogen	Annotation	(Meta)genomics	Health & Disease
Complete Genome Sequence of Stenotrophomonas maltophilia Myophage Moby	2020	Microbiology Resource Announcements	Bacteria, Virus, Pathogen	AMR	(Meta)genomics	Health & Disease
Complete Genome Sequence of Serratia marcescens Podophage Pila	2020	Microbiology Resource Announcements	Bacteria, Virus	AMR	(Meta)genomics	Health & Disease
Complete Genome Sequence of Serratia marcescens Siphophage Slocum	2020	Microbiology Resource Announcements	Virus, Pathogen	Annotation	(Meta)genomics	Health & Disease
Complete Genome Sequence of Serratia Phage Muldoon	2020	Microbiology Resource Announcements	Bacteria, Virus	Annotation	(Meta)genomics	Health & Disease
Draft Genome Sequences of 12 Leuconostoc carnosum Strains Isolated from Cooked Ham Packaged in a Modified Atmosphere and from Fresh Sausages	2020	Microbiology Resource Announcements	Bacteria	Isolate	(Meta)genomics	
Complete Genome Sequence of Myophage Ec_Makalu_002, Which Infects Uropathogenic Escherichia coli	2020	Microbiology Resource Announcements	Virus, Pathogen	Isolate	(Meta)genomics	Health & Disease
Stress keratin 17 enhances papillomavirus infection-induced disease by downregulating T cell recruitment	2020	PLoS Pathogens	Virus	Interactome		Health & Disease
Live bird markets as evolutionary epicentres of H9N2 low pathogenicity avian influenza viruses in Korea	2020	Emerging Microbes & Infections	Virus, Pathogen	Isolate, Community (taxonomy) profiling		Ecosystem Dynamics & Biodiversity, Health & Disease
Microglia response following acute demyelination is heterogeneous and limits infiltrating macrophage dispersion	2020	Science Advances	Virus	Interactome		Ecosystem Dynamics & Biodiversity, Health & Disease
Lasting Gammaproteobacteria profile changes characterized hematological cancer patients who developed oral mucositis following conditioning therapy	2020	Journal of Oral Microbiology	Bacteria, Microbiome	Isolate, Community (taxonomy) profiling	Metabarcoding	Ecosystem Dynamics & Biodiversity, Health & Disease
Adipocyte ADAM17 plays a limited role in metabolic inflammation	2020	Adipocyte	Virus			Ecosystem Dynamics & Biodiversity, Health & Disease
Transcriptomic profiles reveal differences between the right and left ventricle in normoxia and hypoxia	2020	Physiological Reports	Virus	Functional analysis, AMR	(Meta)transcriptomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Ultradeep Microbial Communities at 4.4 km within Crystalline Bedrock: Implications for Habitability in a Planetary Context	2020	Life	Bacteria, Microbiome	Community (taxonomy) profiling, Functional analysis	Metabarcoding, (Meta)genomics, Metagenomics	Ecosystem Dynamics & Biodiversity
Impacts of Soil Microbiome Variations on Root Colonization by Fungi and Bacteria and on the Metabolome of Populus tremula × alba	2020	Phytobiomes Journal	Bacteria, Microbiome	Community (taxonomy) profiling, Functional analysis, Interactome	Metabarcoding, (Meta)proteomics, Metabolomics	Ecosystem Dynamics & Biodiversity
Complete Genome Sequences of 11 Newcastle Disease Virus Isolates of Subgenotype VII.2 from Indonesia	2020	Microbiology Resource Announcements	Virus	Isolate	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Active poly‐GA vaccination prevents microglia activation and motor deficits in a C9orf72 mouse model	2019	EMBO Molecular Medicine	Virus	Functional analysis	(Meta)transcriptomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Attenuated Lactococcus lactis and Surface Bacteria as Tools for Conditioning the Microbiota and Driving the Ripening of Semisoft Caciotta Cheese	2019	Applied and Environmental Microbiology	Bacteria, Microbiome	Community (taxonomy) profiling, MAGs		Ecosystem Dynamics & Biodiversity
A Novel Mycovirus Evokes Transcriptional Rewiring in the Fungus Malassezia and Stimulates Beta Interferon Production in Macrophages	2019	mBio	Virus, Microbiome, Pathogen		(Meta)transcriptomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Genome mining of the citrus pathogen Elsinoë fawcettii; prediction and prioritisation of candidate effectors, cell wall degrading enzymes and secondary metabolite gene clusters	2019	PLoS ONE	Pathogen	Interactome, MAGs	(Meta)genomics, (Meta)proteomics, Metabolomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Increased performance of DNA metabarcoding of macroinvertebrates by taxonomic sorting	2019	PLoS ONE	Microbiome	Community (taxonomy) profiling	Metabarcoding	Ecosystem Dynamics & Biodiversity
A piperic acid CoA ligase produces a putative precursor of piperine, the pungent principle from black pepper fruits.	2019	The Plant journal : for cell and molecular biology	Virus	Functional analysis		
Ear mite infection is associated with altered microbial communities in genetically depauperate Santa Catalina Island foxes (Urocyon littoralis catalinae)	2019	Molecular Ecology	Bacteria, Microbiome, Pathogen	Community (taxonomy) profiling, AMR	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Estimation of Fungal Diversity and Identification of Major Abiotic Drivers Influencing Fungal Richness and Communities in Northern Temperate and Boreal Quebec Forests	2019	Forests	Microbiome	Community (taxonomy) profiling, Functional analysis, MAGs		Ecosystem Dynamics & Biodiversity
Isolation of microglia-derived extracellular vesicles: towards miRNA signatures and neuroprotection	2019	Journal of Nanobiotechnology	Virus	Isolate, Functional analysis	(Meta)proteomics	Ecosystem Dynamics & Biodiversity
Oral Microbiota Development in Early Childhood	2019	Scientific Reports	Bacteria, Microbiome	Community (taxonomy) profiling		Ecosystem Dynamics & Biodiversity, Health & Disease
Genome-wide analysis of the H3K27me3 epigenome and transcriptome in Brassica rapa	2019	GigaScience	Microbiome	Comparative analysis	(Meta)genomics, (Meta)transcriptomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Monocytes undergo multi-step differentiation in mice during oral infection by Toxoplasma gondii	2019	Communications Biology	Pathogen	Functional analysis		Health & Disease
Are bacteria responsible for aroma deterioration upon storage of the black truffle Tuber aestivum: A microbiome and volatilome study.	2019	Food microbiology	Bacteria, Microbiome			
The Catenulida flatworm can express genes from its microbiome or from the DNA it ingests	2019	Scientific Reports	Bacteria, Microbiome			Ecosystem Dynamics & Biodiversity
Draft genome sequences of five Calonectria species from Eucalyptus plantations in China, Celoporthe dispersa, Sporothrix phasma and Alectoria sarmentosa	2019	IMA Fungus		Community (taxonomy) profiling	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Systematic processing of ribosomal RNA gene amplicon sequencing data	2019	GigaScience		Community (taxonomy) profiling, Variant	Metabarcoding	Ecosystem Dynamics & Biodiversity
Identification of RNA 3’ ends and termination sites in Haloferax volcanii	2019	bioRxiv	Archaea	Annotation	(Meta)genomics	
Genomic sequence variability of an Italian Zucchini yellow mosaic virus isolate	2019	European Journal of Plant Pathology	Virus	Isolate	(Meta)genomics	
Actinomyces Produces Defensin-Like Bacteriocins (Actifensins) with a Highly Degenerate Structure and Broad Antimicrobial Activity	2019	Journal of Bacteriology	Bacteria, Eukaryote, Pathogen	Community (taxonomy) profiling, AMR, SNP	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Development of PAR-CLIP to analyze RNA-protein interactions in prokaryotes	2019	bioRxiv	Bacteria, Eukaryote	Interactome	(Meta)genomics	Health & Disease
Comparative genomics reveals a novel genetic organization of the sad cluster in the sulfonamide-degrader ‘Candidatus Leucobacter sulfamidivorax’ strain GP	2019	BMC Genomics	Bacteria, Microbiome	Isolate, Community (taxonomy) profiling, Functional analysis, MAGs, Comparative analysis	Metabarcoding, (Meta)genomics, Metagenomics	Ecosystem Dynamics & Biodiversity
A combinatorial approach to query the PknG interactome of Mycobacterium tuberculosis	2019		Bacteria			
Temporal Transcriptome and Promoter Architecture of the African Swine Fever Virus	2019	bioRxiv	Virus		(Meta)transcriptomics	Health & Disease
Full-coverage native RNA sequencing of HIV-1 viruses	2019	bioRxiv	Virus	Isolate, MAGs, Variant	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Whole-genome sequencing identifies highly related Pseudomonas aeruginosa strains in multiple washbasin U-bends at several locations in one hospital: evidence for trafficking of potential pathogens via wastewater pipes.	2019	The Journal of hospital infection	Pathogen		(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
A sectioning and database enrichment approach for improved peptide spectrum matching in large, genome-guided protein sequence databases	2019	bioRxiv			(Meta)genomics, (Meta)transcriptomics, (Meta)proteomics, Metaproteomics	
MEGARes 2.0: a database for classification of antimicrobial drug, biocide and metal resistance determinants in metagenomic sequence data	2019	Nucleic Acids Research		AMR, Annotation	(Meta)genomics, Metagenomics	Health & Disease
Lactobacillus helveticus R0052 alleviates liver injury by modulating gut microbiome and metabolome in d-galactosamine-treated rats	2019	Applied Microbiology and Biotechnology	Microbiome		Metabolomics	
An evolutionary insight into emerging Ebolavirus strains isolated in Africa	2019	Journal of Medical Virology	Virus	Isolate, Community (taxonomy) profiling	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Transcriptomic analysis among sub-clinically ill cattle following Bovine Respiratory Disease vaccine protocol and challenge with Bovine Viral Diarrhea Virus	2019		Virus		(Meta)transcriptomics	Health & Disease
Shotgun metagenomics reveals both taxonomic and tryptophan pathway differences of gut microbiota in major depressive disorder patients	2019	Psychological Medicine	Bacteria, Microbiome, Pathogen	Community (taxonomy) profiling, Gene identification / Biomarker	(Meta)genomics, Metagenomics	Health & Disease
Genetic structure at national and regional scale in a long-distance dispersing pest organism, the bird cherry–oat aphid Rhopalosiphum padi	2019	bioRxiv	Virus	Community (taxonomy) profiling		Ecosystem Dynamics & Biodiversity
Staphylococcus arlettae Genomics: Novel Insights on Candidate Antibiotic Resistance and Virulence Genes in an Emerging Opportunistic Pathogen	2019	Microorganisms	Bacteria, Pathogen	Isolate, AMR, Annotation	(Meta)genomics	Health & Disease
Draft Genome Sequence of Enterobacter hormaechei Strain MHSD6, a Plant Endophyte Isolated from Medicinal Plant Pellaea calomelanos	2019	Microbiology Resource Announcements	Bacteria	Isolate	(Meta)genomics	Ecosystem Dynamics & Biodiversity
Complete Genome Sequence of Klebsiella pneumoniae Siphophage Seifer	2019	Microbiology Resource Announcements	Virus, Pathogen	Isolate, AMR	(Meta)genomics	Health & Disease
Agua Salud alphavirus defines a novel lineage of insect-specific alphaviruses discovered in the New World	2019	The Journal of General Virology	Virus	Isolate	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Development of a Next Generation DNA Sequencing-based Multi Detection Assay for detecting and identifying Leishmania parasites, blood sources, plant meals and intestinal microbiome in phlebotomine sand flies.	2019	Acta tropica	Microbiome			Ecosystem Dynamics & Biodiversity
Pathogenicity and genomic changes of a 2016 European H5N8 highly pathogenic avian influenza virus (clade 2.3.4.4) in experimentally infected mallards and chickens.	2019	Virology	Virus, Pathogen		(Meta)genomics	Health & Disease
Expression of A New Endogenous Retrovirus-Associated Transcript in Hodgkin Lymphoma Cells	2019	International Journal of Molecular Sciences	Virus		(Meta)genomics	
Impact of Vitamin D Deficit on the Rat Gut Microbiome	2019	Nutrients	Bacteria, Microbiome	Community (taxonomy) profiling	Metabarcoding	Ecosystem Dynamics & Biodiversity, Health & Disease
Use of a counterselectable transposon to create markerless knockouts from a 18,432-clone ordered M. bovis BCG mutant resource	2019	bioRxiv	Bacteria	AMR	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Characterization of antibiotic resistance genes in the species of the rumen microbiota	2019	Nature Communications	Bacteria, Archaea, Microbiome	AMR	(Meta)genomics, (Meta)transcriptomics, Metatranscriptomics	Health & Disease
Wheat gene Sr60 encodes a protein with two putative kinase domains that confers resistance to stem rust.	2019	The New phytologist	Pathogen	AMR	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Mutations of R882 change flanking sequence preferences of the DNA methyltransferase DNMT3A and cellular methylation patterns	2019	Nucleic Acids Research	Pathogen		(Meta)genomics	Health & Disease
Control of RNA viruses in mosquito cells through the acquisition of vDNA and endogenous viral elements	2019	eLife	Virus, Pathogen		(Meta)genomics	Health & Disease
Of microbes and mange: consistent changes in the skin microbiome of three canid species infected with Sarcoptes scabiei mites	2019	Parasites & Vectors	Bacteria, Microbiome, Pathogen	Community (taxonomy) profiling		Ecosystem Dynamics & Biodiversity, Health & Disease
Characterization of Salmonella Dublin isolated from bovine and human hosts	2019	BMC Microbiology		Isolate, Community (taxonomy) profiling, AMR, SNP, (M)LST	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
CSI NGS Portal: An Online Platform for Automated NGS Data Analysis and Sharing	2019	International Journal of Molecular Sciences			Metabarcoding	Health & Disease
Conditional knockout of RAD51-related genes in Leishmania major reveals a critical role for homologous recombination during genome replication	2019	PLoS Genetics	Eukaryote		(Meta)genomics	
Ultrastructural Characteristics of Gallbladder Epithelial Inclusions Mimicking Cystoisospora.	2019	American journal of clinical pathology	Eukaryote		Metabarcoding	Health & Disease
Apple chlorotic fruit spot viroid: a putative new pathogenic viroid on apple characterized by next-generation sequencing	2019	Archives of Virology	Pathogen		Metabarcoding, (Meta)genomics	Health & Disease
Interplay and Targetome of the Two Conserved Cyanobacterial sRNAs Yfr1 and Yfr2 in Prochlorococcus MED4	2019	Scientific Reports	Bacteria			Ecosystem Dynamics & Biodiversity
Complete Genome Sequence of Proteus mirabilis Siphophage Saba	2019	Microbiology Resource Announcements	Bacteria, Virus	Annotation	(Meta)genomics	Health & Disease
Complete Genome Sequence of Vibrio natriegens Phage Phriendly	2019	Microbiology Resource Announcements	Bacteria, Virus	Annotation	(Meta)genomics	Ecosystem Dynamics & Biodiversity
Complete Genome Sequence of Staphylococcus aureus Myophage Maine	2019	Microbiology Resource Announcements	Bacteria, Virus	AMR	(Meta)genomics	Health & Disease
Complete Genome Sequence of Escherichia coli Siphophage Shashou	2019	Microbiology Resource Announcements	Virus		(Meta)genomics	
Complete Genome Sequence of Xanthomonas Siphophage Samson	2019	Microbiology Resource Announcements	Bacteria, Virus	Isolate	(Meta)genomics	Ecosystem Dynamics & Biodiversity
Complete Genome Sequence of Stenotrophomonas Phage Pokken	2019	Microbiology Resource Announcements	Bacteria, Virus	AMR	(Meta)genomics	Health & Disease
Complete Genome Sequence of Escherichia coli Siphophage Snoke	2019	Microbiology Resource Announcements	Bacteria, Virus	Functional analysis	(Meta)genomics	
Complete Genome Sequence of Escherichia coli Phage Paul	2019	Microbiology Resource Announcements	Bacteria, Virus, Pathogen		(Meta)genomics	Health & Disease
Expansion of Imaginal Disc Growth Factor Gene Family in Diptera Reflects the Evolution of Novel Functions	2019	Insects		Functional analysis, AMR	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Architecture of antimicrobial skin defense.	2019	Cytokine & growth factor reviews		AMR		Health & Disease
Conservation of cell-intrinsic immune responses in diverse nonhuman primate species	2019	Life Science Alliance	Pathogen	Functional analysis, Annotation	(Meta)genomics, (Meta)transcriptomics	Health & Disease
Derepression of the smvA Efflux System Arises in Clinical Isolates of Proteus mirabilis and Reduces Susceptibility to Chlorhexidine and Other Biocides	2019	Antimicrobial Agents and Chemotherapy	Pathogen	Isolate, Functional analysis, AMR		Health & Disease
Complete Genome Sequence of Salmonella enterica Siphophage Shemara	2019	Microbiology Resource Announcements	Virus		(Meta)genomics	
Coding RNA Sequencing of Equine Endometrium during Maternal Recognition of Pregnancy	2019	Genes		Isolate, Variant	Metabarcoding, (Meta)transcriptomics	
Coronavirus Interferon Antagonists Differentially Modulate the Host Response during Replication in Macrophages	2019	bioRxiv	Virus			Ecosystem Dynamics & Biodiversity
The genome of Alcaligenes aquatilis strain BU33N: Insights into hydrocarbon degradation capacity	2019	PLoS ONE	Bacteria	Isolate, Community (taxonomy) profiling, AMR, Annotation	Metabarcoding, (Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
No evidence for viral small RNA production and antiviral function of Argonaute 2 in human cells	2019	Scientific Reports	Virus	Functional analysis		Health & Disease
Transposable element discovery and characterization of LTR-retrotransposon evolutionary lineages in the tropical fruit species Passiflora edulis	2019	Molecular Biology Reports	Microbiome			
Modulation of peptidoglycan synthesis by recycled cell wall tetrapeptides	2019	bioRxiv	Bacteria	MAGs		Ecosystem Dynamics & Biodiversity, Health & Disease
Phenotypic characterisation of regulatory T cells in dogs reveals signature transcripts conserved in humans and mice	2019	Scientific Reports	Pathogen	Isolate, Functional analysis	(Meta)transcriptomics	Health & Disease
The Antarctic mite, Alaskozetes antarcticus, shares bacterial microbiome community membership but not abundance between adults and tritonymphs	2019	Polar Biology	Bacteria, Microbiome	Community (taxonomy) profiling		
Large-Scale Analysis of the Mycoplasma bovis Genome Identified Non-essential, Adhesion- and Virulence-Related Genes	2019	Frontiers in Microbiology	Pathogen	Functional analysis, Interactome	(Meta)genomics	Health & Disease
Impact of a Nomadic Pastoral Lifestyle on the Gut Microbiome in the Fulani Living in Nigeria	2019	Frontiers in Microbiology	Microbiome, Pathogen	Community (taxonomy) profiling, Functional analysis	Metabarcoding	Ecosystem Dynamics & Biodiversity, Health & Disease
CcnA, a novel non-coding RNA regulating the bacterial cell cycle	2019	bioRxiv	Bacteria	Functional analysis, Interactome		
Mucin glycans attenuate the virulence of Pseudomonas aeruginosa in infection	2019	Nature microbiology	Bacteria, Microbiome	Isolate, Functional analysis, Interactome		Ecosystem Dynamics & Biodiversity, Health & Disease
Tracking infection dynamics at single-cell level reveals highly resolved expression programs of a large virus infecting algal blooms	2019	bioRxiv	Virus, Eukaryote, Microbiome, Pathogen	Community (taxonomy) profiling	(Meta)genomics, (Meta)transcriptomics	Ecosystem Dynamics & Biodiversity, Health & Disease
The Evolution of Reverse Gyrase Suggests a Nonhyperthermophilic Last Universal Common Ancestor	2019	Molecular Biology and Evolution	Bacteria, Archaea			Ecosystem Dynamics & Biodiversity
Complete Coding Sequence of a Chikungunya Virus Strain Imported into Slovenia from Thailand in Late 2018	2019	Microbiology Resource Announcements	Virus	Isolate	(Meta)genomics	Ecosystem Dynamics & Biodiversity, Health & Disease
Complete Genome Sequence of Salmonella enterica Myophage Matapan	2019	Microbiology Resource Announcements	Virus		(Meta)genomics	
Complete Genome Sequence of Escherichia coli Siphophage Sciku	2019	Microbiology Resource Announcements	Bacteria, Virus, Pathogen		(Meta)genomics	Health & Disease
Complete Genome Sequence of Serratia marcescens Myophage MyoSmar	2019	Microbiology Resource Announcements	Virus, Pathogen	Annotation	(Meta)genomics	Health & Disease
Complete Genome Sequence of Escherichia coli Podophage Penshu1	2019	Microbiology Resource Announcements	Bacteria, Virus	Community (taxonomy) profiling	(Meta)genomics	Ecosystem Dynamics & Biodiversity
Complete Genome Sequence of Klebsiella pneumoniae Phage Sweeny	2019	Microbiology Resource Announcements	Bacteria, Virus	Functional analysis, AMR	(Meta)genomics	Health & Disease
Complete Genome Sequence of Stenotrophomonas maltophilia Podophage Ponderosa	2019	Microbiology Resource Announcements	Bacteria, Virus, Pathogen	AMR	(Meta)genomics	Health & Disease
Complete Genome Sequence of Sin4, a Siphophage Infecting Carbapenemase-Producing Klebsiella pneumoniae	2019	Microbiology Resource Announcements	Virus, Pathogen	AMR	(Meta)genomics	Health & Disease
Complete Genome Sequence of Klebsiella pneumoniae Myophage Magnus	2019	Microbiology Resource Announcements	Bacteria, Virus, Pathogen	AMR, Annotation	(Meta)genomics	Health & Disease
Complete Genome Sequence of Xanthomonas Phage Pagan	2019	Microbiology Resource Announcements	Virus	Isolate, Functional analysis	(Meta)genomics	Health & Disease
Complete Genome Sequence of Escherichia coli Podophage Peacock	2019	Microbiology Resource Announcements	Bacteria, Virus	Annotation	(Meta)genomics	
