Suite ID	Tool IDs	Description	Suite first commit date	Homepage	Suite version	Suite conda package	Latest suite conda package version	Suite version status	ToolShed categories	EDAM operations	EDAM reduced operations	EDAM topics	EDAM reduced topics	Suite owner	Suite source	Suite parsed folder	bio.tool ID	bio.tool name	bio.tool description	biii ID	Number of tools on UseGalaxy.org (Main)	Number of tools on UseGalaxy.org.au	Number of tools on UseGalaxy.eu	Number of tools on UseGalaxy.fr	Number of tools on APOSTL	Number of tools on BioBix	Number of tools on CIRM-CFBP	Number of tools on ChemFlow	Number of tools on Coloc-stats	Number of tools on CorGAT	Number of tools on CropGalaxy	Number of tools on Dintor	Number of tools on FreeBioinfo	Number of tools on GASLINI	Number of tools on Galaxy@AuBi	Number of tools on Galaxy@Pasteur	Number of tools on GalaxyTrakr	Number of tools on Genomic Hyperbrowser	Number of tools on HyPhy HIV NGS Tools	Number of tools on IPK Galaxy Blast Suite	Number of tools on ImmPort Galaxy	Number of tools on InteractoMIX	Number of tools on Lebanese University Galaxy	Number of tools on MISSISSIPPI	Number of tools on Mandoiu Lab	Number of tools on MiModD NacreousMap	Number of tools on Oqtans	Number of tools on Palfinder	Number of tools on PepSimili	Number of tools on UseGalaxy.be	Number of tools on UseGalaxy.cz	Number of tools on UseGalaxy.no	Number of tools on Viral Variant Visualizer (VVV)	Suite users (last 5 years) (usegalaxy.eu)	Suite users (usegalaxy.eu)	Suite runs (last 5 years) (usegalaxy.eu)	Suite runs (usegalaxy.eu)	Suite users (last 5 years) (usegalaxy.org)	Suite users (usegalaxy.org)	Suite runs (last 5 years) (usegalaxy.org)	Suite runs (usegalaxy.org)	Suite users (last 5 years) (usegalaxy.org.au)	Suite users (usegalaxy.org.au)	Suite runs (last 5 years) (usegalaxy.org.au)	Suite runs (usegalaxy.org.au)	Suite users (last 5 years) (usegalaxy.fr)	Suite users (usegalaxy.fr)	Suite runs (last 5 years) (usegalaxy.fr)	Suite runs (usegalaxy.fr)	Suite runs on main servers	Suite runs (last 5 years) on main servers	Suite users on main servers	Suite users (last 5 years) on main servers	Related Workflows	Related Tutorials
msms_extractor	msms_extractor	Extract MS/MS scans from the mzML file(s) based on PSM report.	2019-10-23		1.0.0	proteowizard	3_0_9992	To update	Proteomics					galaxyp		https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/msms_extractor					0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	7	12	21	113	0	0	0	0	0	0	0	0	0	1	0	8	121	21	13	7	https://usegalaxy.eu/published/workflow?id=6b7b86756060659b, https://usegalaxy.eu/published/workflow?id=c750484145c9903b	
msp_merge	msp_merge		2022-05-05	https://github.com/RECETOX/galaxytools	0.1.0	matchms	0.31.0	To update	Metabolomics					recetox	https://github.com/RECETOX/galaxytools/tree/master/tools/msp_merge	https://github.com/RECETOX/galaxytools/tree/master/tools/msp_merge					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
msstatstmt	msstats	MSstats tool for analyzing mass spectrometry proteomic datasets	2020-07-25	https://github.com/MeenaChoi/MSstats	4.0.0	bioconductor-msstats	4.14.0	To update	Proteomics	Spectrum calculation, Tag-based peptide identification, Differential protein expression profiling	Spectrum calculation, Tag-based peptide identification, Differential protein expression profiling	Proteomics, Proteomics experiment, Protein expression	Proteomics, Proteomics experiment, Protein expression	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/msstats	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/msstats	msstatstmt	MSstatsTMT	Tools for detecting differentially abundant peptides and proteins in shotgun mass spectrometry-based proteomic experiments with tandem mass tag (TMT) labeling		1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	800	803	2969	3004	283	283	1456	1456	99	99	1605	1605	0	0	0	0	6065	6030	1185	1182	https://usegalaxy.org.au/published/workflow?id=1727d16fa4dec19c, https://workflowhub.eu/workflows/1426?version=1, https://workflowhub.eu/workflows/1458?version=1, https://workflowhub.eu/workflows/1462?version=1	proteomics/DIA_Analysis_MSstats, proteomics/maxquant-label-free, proteomics/maxquant-msstats-dda-lfq
msstatstmt	msstatstmt	MSstatsTMT protein significance analysis in shotgun mass spectrometry-based proteomic experiments with tandem mass tag (TMT) labeling	2021-01-20	http://msstats.org/msstatstmt/	2.0.0	bioconductor-msstatstmt	2.10.0	To update	Proteomics					galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/msstatstmt	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/msstatstmt					1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	113	113	844	844	10	10	47	47	18	18	693	693	0	0	0	0	1584	1584	141	141	https://usegalaxy.eu/published/workflow?id=755ede37d94dc456, https://usegalaxy.eu/published/workflow?id=8f3cafa3bc59ff82, https://usegalaxy.eu/published/workflow?id=d148459a4d4b91f1, https://usegalaxy.org.au/published/workflow?id=050a66ff6d4c2b53, https://usegalaxy.org/published/workflow?id=3f797bfb67130883, https://workflowhub.eu/workflows/1219?version=1, https://workflowhub.eu/workflows/1401?version=1, https://workflowhub.eu/workflows/1433?version=1, https://workflowhub.eu/workflows/1482?version=1	microbiome/clinical-mp-5-data-interpretation, proteomics/clinical-mp-5-data-interpretation, proteomics/maxquant-msstats-tmt
mt2mq	mt2mq	Tool to prepare metatranscriptomic outputs from ASaiM for Metaquantome	2020-06-23		1.1.0	r-tidyverse		To update	Proteomics					galaxyp		https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/mt2mq					0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	39	43	258	286	0	0	0	0	0	0	0	0	0	0	0	0	286	258	43	39		
mutational_patterns	mutational_patterns	Mutational patterns and signatures in base substitution catalogs	2020-09-13	http://artbio.fr	3.12.0	bioconductor-mutationalpatterns	3.16.0	To update	Variant Analysis					artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/mutational_patterns	https://github.com/ARTbio/tools-artbio/tree/main/tools/mutational_patterns					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
mz_to_sqlite	mz_to_sqlite	Creates a SQLite database for proteomics data	2015-06-01	https://github.com/galaxyproteomics/mzToSQLite	2.1.1+galaxy0	mztosqlite	2.1.1	To update	Proteomics	Conversion, Peptide database search	Conversion, Peptide database search	Proteomics, Biological databases	Proteomics, Biological databases	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/mz_to_sqlite	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/mz_to_sqlite	mztosqlite	mzToSQLite	Convert proteomics data files into a SQLite databaseExtract data from proteomics mzIdentML and mass spec scan files: mzML, MGF, etc and store in a SQLite database.The intended purpose is to provide a Galaxy dataset that can support an interactive Galaxy visualization plugin.		1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	136	146	868	959	17	17	83	83	18	18	336	336	0	0	0	0	1378	1287	181	171	https://usegalaxy.eu/published/workflow?id=03e52c8c71710cae, https://usegalaxy.eu/published/workflow?id=0aee7ffa5f6384bd, https://usegalaxy.eu/published/workflow?id=2a7e63d1cc583002, https://usegalaxy.eu/published/workflow?id=41d096891bada138, https://usegalaxy.eu/published/workflow?id=41e9882300fa2386, https://usegalaxy.eu/published/workflow?id=6e5f0d05c91876c2, https://usegalaxy.eu/published/workflow?id=8a85663218676b59, https://usegalaxy.eu/published/workflow?id=9a8b5e99ca9500e3, https://usegalaxy.eu/published/workflow?id=b89cf3cb6a25c999, https://usegalaxy.eu/published/workflow?id=eb54512829d8509c, https://usegalaxy.eu/published/workflow?id=edea08c943ff9c5e, https://usegalaxy.org.au/published/workflow?id=1b9bfe7ce484fdc2, https://workflowhub.eu/workflows/1429?version=1	proteomics/proteogenomics-dbsearch
mzml_validator	mzml_validator	mzML Validator checks if mzML file validates against XML Schema Definition of HUPO Proteomics Standard Initiative.	2023-01-12	https://github.com/RECETOX/galaxytools	0.1.0+galaxy2	lxml		To update	Metabolomics, Proteomics					recetox	https://github.com/RECETOX/galaxytools/tree/master/tools/mzml_validator	https://github.com/RECETOX/galaxytools/tree/master/tools/mzml_validator					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
mzspeclib	mzspeclib_convert, mzspeclib_describe, mzspeclib_validate	mzspeclib is a library and set of tools for handling, converting, and validating mass spectral libraries in a standardized format. This suite provides Galaxy wrappers for mzspeclib's core functionalities, including conversion and validation of spectral libraries.	2025-06-12	https://github.com/HUPO-PSI/mzspeclib-py	1.0.7	mzspeclib	1.0.7	Up-to-date	Proteomics, Metabolomics	Conversion, Format validation	Conversion, Format validation	Proteomics, Metabolomics	Proteomics, Metabolomics	recetox	https://github.com/RECETOX/galaxytools/tree/main/tools/mzspeclib	https://github.com/RECETOX/galaxytools/tree/master/tools/mzspeclib	mzspeclib	mzspeclib	A python reference implementation of the mzSpecLib spectral library format.		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
mztabm	mztabm_validate	Tools for handling mzTab-M files using various packages.	2025-07-01	https://github.com/lifs-tools/jmzTab-m	1.0.6	jmztab-m	1.0.6	Up-to-date	Metabolomics	Loading, Format validation, Formatting	Format validation, Formatting	Ontology and terminology, Metabolomics, Data submission, annotation and curation	Ontology and terminology, Metabolomics, Data submission, annotation and curation	recetox	https://github.com/RECETOX/galaxytools/tree/main/tools/mztabm	https://github.com/RECETOX/galaxytools/tree/master/tools/mztabm	jmztab-m	jmztab-m	Reference implementation for mzTab 2.0 for metabolomics		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
ncbi_blast_plus	blastxml_to_tabular, get_species_taxids, ncbi_blastdbcmd_info, ncbi_blastdbcmd_wrapper, ncbi_blastn_wrapper, ncbi_blastp_wrapper, ncbi_blastx_wrapper, ncbi_convert2blastmask_wrapper, ncbi_deltablast_wrapper, ncbi_dustmasker_wrapper, ncbi_makeblastdb, ncbi_makeprofiledb, ncbi_psiblast_wrapper, ncbi_rpsblast_wrapper, ncbi_rpstblastn_wrapper, ncbi_segmasker_wrapper, ncbi_tblastn_wrapper, ncbi_tblastx_wrapper	NCBI BLAST+	2013-09-23	https://blast.ncbi.nlm.nih.gov/	2.16.0	blast	2.17.0	To update	Sequence Analysis					devteam	https://github.com/peterjc/galaxy_blast/tree/master/tools/ncbi_blast_plus	https://github.com/peterjc/galaxy_blast/tree/master/tools/ncbi_blast_plus					16	16	16	16	0	0	0	0	0	0	0	0	0	0	16	16	16	0	0	0	0	0	0	16	0	0	0	0	16	16	16	15	0	4564	5012	608297	687163	5091	6262	690841	770815	1316	1731	262398	287817	159	164	12993	13154	1758949	1574529	13169	11130	https://usegalaxy.eu/published/workflow?id=00e246ea459b0991, https://usegalaxy.eu/published/workflow?id=012762cb4acb068b, https://usegalaxy.eu/published/workflow?id=013cc98f55b01d5d, https://usegalaxy.eu/published/workflow?id=01d42b604ab92d49, https://usegalaxy.eu/published/workflow?id=08f41680101a1a45, https://usegalaxy.eu/published/workflow?id=0ab3e47ebd3b520e, https://usegalaxy.eu/published/workflow?id=0aee7ffa5f6384bd, https://usegalaxy.eu/published/workflow?id=0b9071d5dfa38559, https://usegalaxy.eu/published/workflow?id=0f044c9f62773a88, https://usegalaxy.eu/published/workflow?id=10150b1a188f6d07, https://usegalaxy.eu/published/workflow?id=12a018217ee146ca, https://usegalaxy.eu/published/workflow?id=152223c8aed27357, https://usegalaxy.eu/published/workflow?id=17f73aba442315e6, https://usegalaxy.eu/published/workflow?id=1860e02bcb894a64, https://usegalaxy.eu/published/workflow?id=1b43449ed8481892, https://usegalaxy.eu/published/workflow?id=2497292e98937a5f, https://usegalaxy.eu/published/workflow?id=24eaa682897379c8, https://usegalaxy.eu/published/workflow?id=28af61ead68e0976, https://usegalaxy.eu/published/workflow?id=290bc4120c2c5078, https://usegalaxy.eu/published/workflow?id=2addb042071557e3, https://usegalaxy.eu/published/workflow?id=2c2f0b4312bae4f4, https://usegalaxy.eu/published/workflow?id=2cec6a39cd496f09, https://usegalaxy.eu/published/workflow?id=3069c17b52decab4, https://usegalaxy.eu/published/workflow?id=33312e5643279e8a, https://usegalaxy.eu/published/workflow?id=33a052f9a3d5551d, https://usegalaxy.eu/published/workflow?id=3a178ff6884a5d6d, https://usegalaxy.eu/published/workflow?id=3dec7c9b02c3d1ee, https://usegalaxy.eu/published/workflow?id=3e0246389fb70340, https://usegalaxy.eu/published/workflow?id=44189803f223acd1, https://usegalaxy.eu/published/workflow?id=4eb9dfe91fc2dc67, https://usegalaxy.eu/published/workflow?id=50d85103f2275d38, https://usegalaxy.eu/published/workflow?id=513389e1a8c6bba9, https://usegalaxy.eu/published/workflow?id=52cb9bacc26b013e, https://usegalaxy.eu/published/workflow?id=58db3e1996a8f093, https://usegalaxy.eu/published/workflow?id=5be158931abca947, https://usegalaxy.eu/published/workflow?id=6201ec86d380aef1, https://usegalaxy.eu/published/workflow?id=6d3332794ceca465, https://usegalaxy.eu/published/workflow?id=6da171871d4f3fd5, https://usegalaxy.eu/published/workflow?id=79eb28066236e836, https://usegalaxy.eu/published/workflow?id=7c80cd57b2de54d4, https://usegalaxy.eu/published/workflow?id=86465932556bc96c, https://usegalaxy.eu/published/workflow?id=8a14cda6140acab7, https://usegalaxy.eu/published/workflow?id=8c7e972020799d57, https://usegalaxy.eu/published/workflow?id=8d64614d1971065a, https://usegalaxy.eu/published/workflow?id=8f747dbff3216993, https://usegalaxy.eu/published/workflow?id=933ab5e7fe13a8e0, https://usegalaxy.eu/published/workflow?id=9588311136ac8794, https://usegalaxy.eu/published/workflow?id=974cc681d07ec788, https://usegalaxy.eu/published/workflow?id=9a60ecf98d4f8134, https://usegalaxy.eu/published/workflow?id=9a95556ec171d405, https://usegalaxy.eu/published/workflow?id=ab646c6ab6de7061, https://usegalaxy.eu/published/workflow?id=afad9a17a80bb26d, https://usegalaxy.eu/published/workflow?id=bebcbd6f0ffa55c5, https://usegalaxy.eu/published/workflow?id=c36560c74416fbbf, https://usegalaxy.eu/published/workflow?id=c4fc3adf8f7ff2bc, https://usegalaxy.eu/published/workflow?id=c55388a8fbfd7381, https://usegalaxy.eu/published/workflow?id=c7f34c67c9054234, https://usegalaxy.eu/published/workflow?id=d07fe8b5a045c176, https://usegalaxy.eu/published/workflow?id=d22dac11eba8c5a3, https://usegalaxy.eu/published/workflow?id=df7d9943423549df, https://usegalaxy.eu/published/workflow?id=e035ac55551b2744, https://usegalaxy.eu/published/workflow?id=e14b81a8c0b1b7a4, https://usegalaxy.eu/published/workflow?id=e2d0d5340975c87f, https://usegalaxy.eu/published/workflow?id=eb5ab8bc82569eee, https://usegalaxy.eu/published/workflow?id=ec6b2c926fffab5f, https://usegalaxy.eu/published/workflow?id=edea08c943ff9c5e, https://usegalaxy.eu/published/workflow?id=edf7e2128f5aef8d, https://usegalaxy.eu/published/workflow?id=f62d7c0c7cc57eb6, https://usegalaxy.eu/published/workflow?id=f946efa49bd41a43, https://usegalaxy.eu/published/workflow?id=fc0b9efa7d2e61e6, https://usegalaxy.fr/published/workflow?id=41264142d3c00016, https://usegalaxy.fr/published/workflow?id=8b1678200a1d157a, https://usegalaxy.org.au/published/workflow?id=0edb9c8b767fa74b, https://usegalaxy.org.au/published/workflow?id=29ce205d98faf47e, https://usegalaxy.org.au/published/workflow?id=3d47e0de658b3304, https://usegalaxy.org.au/published/workflow?id=4047f9f242542716, https://usegalaxy.org.au/published/workflow?id=470eb26144325590, https://usegalaxy.org.au/published/workflow?id=5cf5334877cc1297, https://usegalaxy.org.au/published/workflow?id=5fb44f257e445f56, https://usegalaxy.org.au/published/workflow?id=762791e094457bf2, https://usegalaxy.org.au/published/workflow?id=7f37c5366bce5489, https://usegalaxy.org.au/published/workflow?id=8034bd0690b4cbe8, https://usegalaxy.org.au/published/workflow?id=83441e3de699d157, https://usegalaxy.org.au/published/workflow?id=897a1255cef5c310, https://usegalaxy.org.au/published/workflow?id=94c7fdcbbc7b428a, https://usegalaxy.org.au/published/workflow?id=97e55a900db3863b, https://usegalaxy.org.au/published/workflow?id=c049ae8f729b2d7e, https://usegalaxy.org.au/published/workflow?id=c92fead7c30c7497, https://usegalaxy.org.au/published/workflow?id=d2dcd3b54e5082a6, https://usegalaxy.org.au/published/workflow?id=d417e920ff97e4c1, https://usegalaxy.org.au/published/workflow?id=d720c98f7227b6d5, https://usegalaxy.org.au/published/workflow?id=dccc8fb49d61ac33, https://usegalaxy.org/published/workflow?id=1473cdcbd664d147, https://usegalaxy.org/published/workflow?id=1b80302437db5937, https://usegalaxy.org/published/workflow?id=529b410bd03b66aa, https://usegalaxy.org/published/workflow?id=5c259623a010fe77, https://usegalaxy.org/published/workflow?id=5d1cc6450f699345, https://usegalaxy.org/published/workflow?id=5e38c7b36e4918ad, https://usegalaxy.org/published/workflow?id=605160c81d098703, https://usegalaxy.org/published/workflow?id=7c9a55db0b0eb178, https://usegalaxy.org/published/workflow?id=7d005f30cd4853c4, https://usegalaxy.org/published/workflow?id=7fc8b2398b6f093f, https://usegalaxy.org/published/workflow?id=8ecc114eb9097855, https://usegalaxy.org/published/workflow?id=927b8f90ad9603a7, https://usegalaxy.org/published/workflow?id=a67afbea4b2eb26b, https://usegalaxy.org/published/workflow?id=b7fe3873ee5e3a02, https://usegalaxy.org/published/workflow?id=c8f9e048ddae7d03, https://usegalaxy.org/published/workflow?id=cace9f1359874352, https://usegalaxy.org/published/workflow?id=d2c408df40dc311b, https://usegalaxy.org/published/workflow?id=ddf7a594b9609d68, https://usegalaxy.org/published/workflow?id=e1dcdc125122f561, https://usegalaxy.org/published/workflow?id=e887adf3afc3253d, https://usegalaxy.org/published/workflow?id=ea206593698adbfd, https://usegalaxy.org/published/workflow?id=fc2b48600853f3ea, https://workflowhub.eu/workflows/100?version=1, https://workflowhub.eu/workflows/102?version=1, https://workflowhub.eu/workflows/1416?version=1, https://workflowhub.eu/workflows/1467?version=1, https://workflowhub.eu/workflows/1594?version=1, https://workflowhub.eu/workflows/1630?version=1, https://workflowhub.eu/workflows/1635?version=1, https://workflowhub.eu/workflows/1702?version=1, https://workflowhub.eu/workflows/1723?version=1, https://workflowhub.eu/workflows/1791?version=1, https://workflowhub.eu/workflows/2038?version=1, https://workflowhub.eu/workflows/37?version=1, https://workflowhub.eu/workflows/38?version=1, https://workflowhub.eu/workflows/39?version=1, https://workflowhub.eu/workflows/40?version=1, https://workflowhub.eu/workflows/645?version=16, https://workflowhub.eu/workflows/655?version=1	assembly/assembly-decontamination, data-science/online-resources-gene, ecology/ENA_Biodiv_submission, ecology/Obitools-metabarcoding, ecology/eDNA-taxonomic-analysis, genome-annotation/functional, proteomics/neoantigen-peptide-verification, proteomics/proteogenomics-novel-peptide-analysis, sequence-analysis/Manage_AB1_Sanger, sequence-analysis/ncbi-blast-against-the-madland, sequence-analysis/viral_primer_design
nfdi4earth_os4a_importer	nfdi4earth_os4a	A data source tool for downloading datasets via NFDI4Earth's OneStop4All search user interface.	2025-09-23	https://onestop4all.nfdi4earth.de/	1.2			To update	Ecology					ecology	https://git.rwth-aachen.de/nfdi4earth/onestop4all/onestop4all-implementation/-/tree/develop	https://github.com/galaxyecology/tools-ecology/tree/master/tools/nfdi4earth_os4a_importer					0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
oases	oasesoptimiserv	Short read assembler	2017-10-15	http://artbio.fr	1.4.0	oases	0.2.09	To update	Assembly, RNA					artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/oases	https://github.com/ARTbio/tools-artbio/tree/main/tools/oases					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
obisindicators	obisindicators, obis_data	Compute biodiveristy indicators for marine data from obis	2022-11-04	https://github.com/Marie59/obisindicators	0.0.2	r-base		To update	Ecology					ecology	https://github.com/galaxyecology/tools-ecology/tree/master/tools/obisindicators	https://github.com/galaxyecology/tools-ecology/tree/master/tools/obisindicators					1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	29	29	399	399	15	15	25	25	0	0	0	0	0	0	0	0	424	424	44	44	https://usegalaxy.eu/published/workflow?id=4f51080ffe7d57e0, https://usegalaxy.eu/published/workflow?id=9e05bd65faf58ab3, https://workflowhub.eu/workflows/1698?version=1, https://workflowhub.eu/workflows/662?version=1, https://workflowhub.eu/workflows/758?version=1	climate/earth_system, ecology/obisindicators
ocean	argo_getdata, copernicusmarine, divand_full_analysis	Access, process, and visualise oceanographic data for the Earth System	2023-11-17	https://github.com/Marie59/FE-ft-ESG/tree/main/ocean	0.1.15	copernicusmarine		To update	Ecology					ecology	https://github.com/galaxyecology/tools-ecology/tree/master/tools/ocean	https://github.com/galaxyecology/tools-ecology/tree/master/tools/ocean					0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	189	189	0	0	0	0	0	0	0	0	0	0	0	0	189	189	14	14	https://usegalaxy.eu/published/workflow?id=26fe6b0fb6ca2892, https://usegalaxy.eu/published/workflow?id=a80f9b926ba43892, https://usegalaxy.eu/published/workflow?id=fc33ea1679e5f1b7, https://workflowhub.eu/workflows/1436?version=1, https://workflowhub.eu/workflows/1445?version=1	climate/argo_pangeo, climate/earth_system, climate/ocean-variables
ocean_data_view_manager	tool_biogeochemical_calibration, tool_odv, tool_odv_history	The tool merges various datasets with a common vocabulary and creates a single generic ODV spreadsheet in an automatic way.	2025-03-18	https://github.com/Marie59/FE-ft-ESG/tree/main/ocean	2.1			To update	Ecology					ecology	https://github.com/galaxyecology/tools-ecology/tree/master/tools/ocean_data_view_manager	https://github.com/galaxyecology/tools-ecology/tree/master/tools/ocean_data_view_manager					0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	112	112	0	0	0	0	0	0	0	0	0	0	0	0	112	112	4	4	https://usegalaxy.eu/published/workflow?id=44827462c065bae3, https://usegalaxy.eu/published/workflow?id=d3d9d1f173fd7bfe, https://workflowhub.eu/workflows/1961?version=1	climate/ocean_qcv_analysis
ocean_neural_network	bgc_canyon_b	Robust Estimation of Open Ocean CO2 Variables and Nutrient Concentrations From T, S, and O2 Data Using Bayesian Neural Networks	2025-03-18	https://github.com/Marie59/FE-ft-ESG/tree/main/ocean	0.9.3	r-base		To update	Ecology					ecology	https://github.com/galaxyecology/tools-ecology/tree/master/tools/ocean_neural_network	https://github.com/galaxyecology/tools-ecology/tree/master/tools/ocean_neural_network					0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
ogcProcess_otb_bandmath	otb_band_math	Outputs a monoband image which is the result of a mathematical operation on several multi-band images.	2024-03-12	https://github.com/AquaINFRA/galaxy	1.0	r-base		To update	Ecology					ecology	https://github.com/galaxyecology/tools-ecology/tree/master/tools/OtbBandMath	https://github.com/galaxyecology/tools-ecology/tree/master/tools/ogcProcess_otb_bandmath					0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	100	100	0	0	0	0	0	0	0	0	0	0	0	0	100	100	8	8	https://usegalaxy.eu/published/workflow?id=b1fa4a3561988704, https://usegalaxy.eu/published/workflow?id=e8244d1c80ea0470	
ogcProcess_otb_meanShiftSmoothing	otb_mean_shift_smoothing	This application smooths an image using the MeanShift algorithm.	2024-03-12	https://github.com/AquaINFRA/galaxy	1.0	r-base		To update	Ecology					ecology	https://github.com/galaxyecology/tools-ecology/tree/master/tools/interpolation	https://github.com/galaxyecology/tools-ecology/tree/master/tools/ogcProcess_otb_meanShiftSmoothing					0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	57	57	0	0	0	0	0	0	0	0	0	0	0	0	57	57	4	4	https://usegalaxy.eu/published/workflow?id=e8244d1c80ea0470	
omero_clean_rois_tables	omero_clean_rois_tables	Remove all ROIs and all tables on OMERO associated to an omero object and recursively up and down	2023-06-23		20230623	fiji	20250206	To update	Imaging					lldelisle	https://github.com/lldelisle/tools-lldelisle/tree/master/tools/omero_clean_rois_tables	https://github.com/lldelisle/tools-lldelisle/tree/master/tools/omero_clean_rois_tables					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
omero_get_children_ids	omero_get_children_ids	Get omero id of children of an omero object id	2023-12-22		0.2.0	omero-py	5.11.1	To update	Imaging					lldelisle	https://github.com/lldelisle/tools-lldelisle/tree/master/tools/omero_get_children_ids	https://github.com/lldelisle/tools-lldelisle/tree/master/tools/omero_get_children_ids					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
omero_get_full_images	omero_get_full_images	Get full images from omero	2024-05-21		20240521	fiji	20250206	To update	Imaging					lldelisle	https://github.com/lldelisle/tools-lldelisle/tree/master/tools/omero_get_full_images	https://github.com/lldelisle/tools-lldelisle/tree/master/tools/omero_get_full_images					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
omero_hyperstack_to_fluo_measurements_on_gastruloid	omero_hyperstack_to_fluo_measurements_on_gastruloid	Analyse Hyperstack on OMERO server to measure fluorescence levels	2023-03-24		20230809	fiji	20250206	To update	Imaging					lldelisle	https://github.com/lldelisle/tools-lldelisle/tree/master/tools/omero_hyperstack_to_fluo_measurements_on_gastruloid	https://github.com/lldelisle/tools-lldelisle/tree/master/tools/omero_hyperstack_to_fluo_measurements_on_gastruloid					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
