Title	Year	Journal
Complete Genome Sequence of Xanthomonas Phage Pagan	2019	Microbiology Resource Announcements
Complete Genome Sequence of Escherichia coli Podophage Peacock	2019	Microbiology Resource Announcements
Complete Genome Sequence of Klebsiella pneumoniae Siphophage Skenny	2019	Microbiology Resource Announcements
Complete Genome Sequence of Escherichia coli Phage Pisces	2019	Microbiology Resource Announcements
Complete Genome Sequence of Salmonella enterica Siphophage Shelanagig	2019	Microbiology Resource Announcements
Complete Genome Sequence of Shelby, a Siphophage Infecting Carbapenemase-Producing Klebsiella pneumoniae	2019	Microbiology Resource Announcements
Complete Genome Sequence of Escherichia coli Myophage Mansfield	2019	Microbiology Resource Announcements
Complete Genome Sequence of Escherichia coli Myophage Mangalitsa	2019	Microbiology Resource Announcements
Complete Genome Sequence of Escherichia coli Siphophage Schulenberg	2019	Microbiology Resource Announcements
Whole genome sequencing of Escherichia coli isolated from contaminated meat samples collected from the Northern Region of Ghana revealed the presence of multidrug resistant genes.	2019	Journal of global antimicrobial resistance
Nucleosome Dynamics: a new tool for the dynamic analysis of nucleosome positioning	2019	Nucleic Acids Research
VAPPER: High-throughput variant antigen profiling in African trypanosomes of livestock	2019	GigaScience
Prognostic impact of intra-field heterogeneity in oral squamous cell carcinoma	2019	Virchows Archiv
Unbiased Map of Transcription Termination Sites in Haloferax volcanii reveals manifold termination patterns	2019	bioRxiv
RsaC sRNA modulates the oxidative stress response of Staphylococcus aureus during manganese starvation	2019	Nucleic Acids Research
Evolutionary trends of neuropeptide signaling in Beetles - a comparative analysis of Coleopteran transcriptomic and genomic data.	2019	Insect biochemistry and molecular biology
Fecal Transplant in Children With Clostridioides difficile Gives Sustained Reduction in Antimicrobial Resistance and Potential Pathogen Burden	2019	Open Forum Infectious Diseases
BioTest - Remote Platform for Hypothesis Testing and Analysis of Biomedical Data	2019	
Cellular and molecular mechanisms of photoreceptor tuning for prey capture in larval zebrafish	2019	bioRxiv
Astrocyte morphogenesis is dependent on BDNF signaling via astrocytic TrkB.T1	2019	eLife
The giant pouched rat (Cricetomys ansorgei) olfactory receptor repertoire	2019	PLoS ONE
A Robust and Universal Metaproteomics Workflow for Research Studies and Routine Diagnostics Within 24 h Using Phenol Extraction, FASP Digest, and the MetaProteomeAnalyzer	2019	Frontiers in Microbiology
MetaboShiny - interactive processing, analysis and identification of untargeted metabolomics data	2019	bioRxiv
Curse: building expression atlases and co-expression networks from public RNA-Seq data	2019	Bioinformatics
Evaluation of small ncRNAs as a possible epigenetic mechanism mediating the transition from biotrophy to necrotrophy in the life cycle of Phytophthora infestans	2019	
Allelic Imbalance of Recurrently Mutated Genes in Acute Myeloid Leukaemia	2019	Scientific Reports
The bio.tools registry of software tools and data resources for the life sciences	2019	Genome Biology
The quorum sensing transcription factor AphA directly regulates natural competence in Vibrio cholerae	2019	PLoS Genetics
The association between gut microbiota composition and BMI in Chinese male college students, as analysed by next-generation sequencing	2019	British Journal of Nutrition
Bis-naphthopyrone pigments protect filamentous ascomycetes from a wide range of predators	2019	Nature Communications
A general framework for quantitatively assessing ecological stochasticity	2019	Proceedings of the National Academy of Sciences
Genome-wide mapping of DNA-binding sites identifies stemness-related genes as directly repressed targets of SNAIL1 in colorectal cancer cells	2019	Oncogene
Hyperoxidation of mitochondrial peroxiredoxin limits H2O2‐induced cell death in yeast	2019	The EMBO Journal
First detection and characterization of a VanA-type Enterococcus faecalis clinical isolate from Bulgaria.	2019	Journal of global antimicrobial resistance
GATA3 controls mitochondrial biogenesis in primary human CD4+ T cells during DNA damage	2019	bioRxiv
Study of VIPER and TATE in kinetoplastids and the evolution of tyrosine recombinase retrotransposons	2019	Mobile DNA
HDAC7 regulates histone 3 lysine 27 acetylation and transcriptional activity at super-enhancer-associated genes in breast cancer stem cells	2019	Oncogene
Differentially Expressed MiRNAs and tRNA Genes Affect Host Homeostasis During Highly Pathogenic Porcine Reproductive and Respiratory Syndrome Virus Infections in Young Pigs	2019	Frontiers in Genetics
Draft Genome Sequence of Massilia sp. Strain ONC3, a Novel Bacterial Species of the Oxalobacteraceae Family Isolated from Garden Soil	2019	Microbiology Resource Announcements
Genome Sequence of Pseudomonas Phage UMP151, Isolated from the Female Bladder Microbiota	2019	Microbiology Resource Announcements
Draft Genome Sequence of Massilia sp. Strain MC02, Isolated from a Sandy Loam Maize Soil	2019	Microbiology Resource Announcements
Depletion of the MFAP1/SPP381 Splicing Factor Causes R-Loop-Independent Genome Instability	2019	Cell Reports
Draft Genome Sequence of a Chitinimonas Species from Hudson Valley Waterways That Expresses Violacein Pigment	2019	Microbiology Resource Announcements
Mutations of R882 in DNMT3A change flanking sequence preferences and cellular methylation patterns in AML	2019	bioRxiv
Draft Genome Sequence of Duganella sp. Strain DN04, Isolated from Cultivated Soil	2019	Microbiology Resource Announcements
Novel DNA Barcode Sequence Discovery from Transcriptome of Acheta domesticus: A Partial Mitochondrial DNA	2019	Materials Science Forum
Collection of Mitochondrial tRNA Sequences and Anticodon Identification for Acheta domesticus	2019	Materials Science Forum
A comparative metagenomic and spectroscopic analysis of soils from an international point of entry between the US and Mexico.	2019	Environment international
Metabolomic and Transcriptional Analyses Reveal Atmospheric Oxygen During Human Induced Pluripotent Stem Cell Generation Impairs Metabolic Reprogramming	2019	STEM CELLS
First Complete Genome Sequence of Currently Circulating Infectious Bronchitis Virus Strain DMV/1639 of the GI-17 Lineage	2019	Microbiology Resource Announcements
hnRNP‐K Targets Open Chromatin in Mouse Embryonic Stem Cells in Concert with Multiple Regulators	2019	STEM CELLS
Differential Inhibition of Target Gene Expression by Human microRNAs	2019	Cells
Improving Science Gateways usage reporting for XSEDE	2019	Practice and Experience in Advanced Research Computing 2019: Rise of the Machines (learning)
Implementing a Flexible, Fault Tolerant Job Management System for Science Gateways	2019	Practice and Experience in Advanced Research Computing 2019: Rise of the Machines (learning)
CHURP: A Lightweight CLI Framework to Enable Novice Users to Analyze Sequencing Datasets in Parallel	2019	Practice and Experience in Advanced Research Computing 2019: Rise of the Machines (learning)
An ‘eFP‐Seq Browser’ for visualizing and exploring RNA sequencing data	2019	The Plant Journal
The effects of spatial and temporal replicate sampling on eDNA metabarcoding	2019	PeerJ
Mammalian Annotation Database for improved annotation and functional classification of Omics datasets from less well-annotated organisms	2019	Database: The Journal of Biological Databases and Curation
Oncogenic Biogenesis of pri-miR-17∼92 Reveals Hierarchy and Competition among Polycistronic MicroRNAs.	2019	Molecular cell
EOMES interacts with RUNX3 and BRG1 to promote innate memory cell formation through epigenetic reprogramming	2019	Nature Communications
Crosstalk between chromatin structure, cohesin activity and transcription	2019	Epigenetics & Chromatin
PRC2-Associated Chromatin Contacts in the Developing Limb Reveal a Possible Mechanism for the Atypical Role of PRC2 in HoxA Gene Expression.	2019	Developmental cell
MG-RAST version 4 - lessons learned from a decade of low-budget ultra-high-throughput metagenome analysis	2019	Briefings in bioinformatics
XPRESSyourself: Enhancing, Standardizing, and Automating Ribosome Profiling Computational Analyses Yields Improved Insight into Data	2019	bioRxiv
CDKN2B upregulation prevents teratoma formation in multipotent fibromodulin-reprogrammed cells.	2019	The Journal of clinical investigation
Human gut microbiome changes during a 10 week Randomised Control Trial for micronutrient supplementation in children with attention deficit hyperactivity disorder	2019	Scientific Reports
JBrowse Connect: A server API to connect JBrowse instances and users	2019	PLoS Computational Biology
How Does eDNA Compare to Traditional Trapping? Detecting Mosquito Communities in South-African Freshwater Ponds	2019	Frontiers in Ecology and Evolution
The Drosophila nuclear receptors EcR and ERR jointly regulate the expression of genes involved in carbohydrate metabolism.	2019	Insect biochemistry and molecular biology
Gut microbiota contributes to the distinction between two traditional Chinese medicine syndromes of ulcerative colitis	2019	World Journal of Gastroenterology
Diversity of tryptophan halogenases in sponges of the genus Aplysina	2019	FEMS Microbiology Ecology
Cockayne syndrome group B deficiency reduces H3K9me3 chromatin remodeler SETDB1 and exacerbates cellular aging.	2019	Nucleic acids research
Quantifying the RNA cap epitranscriptome reveals novel caps in cellular and viral RNA	2019	Nucleic Acids Research
Gerenciamento de proveniência de dados de workflows de bioinformática em ambiente de nuvens federadas	2019	
The potential for polyphosphate metabolism in Archaea and anaerobic polyphosphate formation in Methanosarcina mazei	2019	Scientific Reports
Whole-Genome Sequencing Analysis of Nontyphoidal Salmonella enterica of Chicken Meat and Human Origin Under Surveillance in Sri Lanka	2019	Foodborne Pathogens and Disease
Draft Genome Sequences of Antimicrobial-Resistant Shigella Clinical Isolates from Pakistan	2019	Microbiology Resource Announcements
Complete Genome Sequence of the Novel Klebsiella pneumoniae Phage Marfa	2019	Microbiology Resource Announcements
Draft Genome Sequences of Six Bacteria Isolated from the Benham Bank, Philippine Rise, Philippines	2019	Microbiology Resource Announcements
Complete Genome Sequence of Serratia marcescens Myophage Moabite	2019	Microbiology Resource Announcements
Complete Genome Sequence of Staphylococcus aureus Siphophage Sebago	2019	Microbiology Resource Announcements
Complete Genome Sequence of Staphylococcus aureus Siphophage Lorac	2019	Microbiology Resource Announcements
Complete Genome Sequence of Serratia marcescens Podophage Parlo	2019	Microbiology Resource Announcements
Heterogeneous Hierarchical Workflow Composition	2019	Computing in Science & Engineering
Scalable Pathogen Pipeline Platform (SP^3): Enabling Unified Genomic Data Analysis with Elastic Cloud Computing	2019	2019 IEEE 12th International Conference on Cloud Computing (CLOUD)
The Emergence of Avian Orthoavulavirus 13 in Wild Migratory Waterfowl in China Revealed the Existence of Diversified Trailer Region Sequences and HN Gene Lengths within this Serotype	2019	Viruses
First Complete Genome Sequence of a Subgenotype Vd Newcastle Disease Virus Isolate	2019	Microbiology Resource Announcements
Metabolomics Analytics Workflow for Epidemiological Research: Perspectives from the Consortium of Metabolomics Studies (COMETS)	2019	Metabolites
Effects of long-term exposure to elevated temperature on Zea mays endosperm development during grain fill.	2019	The Plant journal : for cell and molecular biology
Epigenetic Compensation Promotes Liver Regeneration.	2019	Developmental cell
Workflow Environments for Advanced Cyberinfrastructure Platforms	2019	2019 IEEE 39th International Conference on Distributed Computing Systems (ICDCS)
Transcriptional profiling of spiny lobster metamorphosis reveals three new additions to the nuclear receptor superfamily	2019	BMC Genomics
Human NEIL3 Gene Expression Regulated by Epigenetic-Like Oxidative DNA Modification	2019	Journal of the American Chemical Society
Cyberinfrastructure to Improve Forest Health and Productivity: The Role of Tree Databases in Connecting Genomes, Phenomes, and the Environment	2019	Frontiers in Plant Science
TGAC Browser: An open-source genome browser for non-model organisms	2019	bioRxiv
Drosophila Regnase-1 RNase is required for mRNA and miRNA profile remodelling during larva-to-adult metamorphosis	2019	RNA Biology
Interplay of ERα binding and DNA methylation in the intron-2 determines the expression and estrogen regulation of cystatin A in breast cancer cells	2019	Molecular and Cellular Endocrinology
Complex Bacterial Consortia Reprogram the Colitogenic Activity of Enterococcus faecalis in a Gnotobiotic Mouse Model of Chronic, Immune-Mediated Colitis	2019	Frontiers in Immunology
Long non-coding RNA Gm15441 attenuates hepatic inflammasome activation in response to metabolic stress	2019	bioRxiv
Species-specific mechanisms of cytotoxicity toward immune cells determine the successful outcome of Vibrio infections	2019	Proceedings of the National Academy of Sciences
Aequorea victoria’s secrets	2019	bioRxiv
Development and characterization of 19 polymorphic microsatellite loci from the Red-cowled Cardinal (Paroaria dominicana, Passeriformes, Aves) using next-generation sequencing	2019	Molecular Biology Reports
Genetic analysis of a worldwide barley collection for resistance to net form of net blotch disease (Pyrenophora teres f. teres)	2019	Theoretical and Applied Genetics
The constrained architecture of mammalian Hox gene clusters	2019	Proceedings of the National Academy of Sciences of the United States of America
Container Orchestration on HPC Clusters	2019	
TWIST1 homo- and heterodimers orchestrate specificity control in embryonic stem cell lineage differentiation and craniofacial development	2019	bioRxiv
Improved phylogenomic sampling of free-living nematodes enhances resolution of higher-level nematode phylogeny	2019	BMC Evolutionary Biology
Natural variants in C. elegans atg-5 3’UTR uncover divergent effects of autophagy on polyglutamine aggregation in different tissues	2019	bioRxiv
Divergent age-dependent peripheral immune transcriptomic profile following traumatic brain injury	2019	Scientific Reports
A pan-cancer analysis of synonymous mutations	2019	Nature Communications
Epithelium intrinsic vitamin A signaling co-ordinates pathogen clearance in the gut via IL-18	2019	PLoS Pathogens
Hyperparameter optimization for image analysis: application to prostate tissue images and live cell data of virus-infected cells	2019	International Journal of Computer Assisted Radiology and Surgery
An integrated prediction model of recurrence in endometrial endometrioid cancers	2019	Cancer Management and Research
Factors other than hTau overexpression that contribute to tauopathy-like phenotype in rTg4510 mice	2019	Nature Communications
Complete genome sequence of a previously undescribed badnavirus occurring in Polyscias fruticosa L. (Ming aralia)	2019	Archives of Virology
Monocyte Polarization is Altered by Total-Body Irradiation in Male Rhesus Macaques: Implications for Delayed Effects of Acute Radiation Exposure	2019	Radiation Research
Mind the gap: resources required to receive, process and interpret research-returned whole genome data	2019	Human Genetics
Analysis of pig transcriptomes suggests a global regulation mechanism enabling temporary bursts of circular RNAs	2019	RNA Biology
Complete Genome Sequence of Serratia marcescens Phage MTx	2019	Microbiology Resource Announcements
In Vivo Comparative Study on Acute and Sub-acute Biological Effects Induced by Ultrafine Particles of Different Anthropogenic Sources in BALB/c Mice	2019	International Journal of Molecular Sciences
Aberrant NFATc1 signaling counteracts TGFβ-mediated growth arrest and apoptosis induction in pancreatic cancer progression	2019	Cell Death & Disease
Complete Genome Sequence of Agrobacterium tumefaciens Myophage Milano	2019	Microbiology Resource Announcements
Draft Genome Sequence of the Yeast Kodamaea ohmeri, a Symbiont of the Small Hive Beetle	2019	Microbiology Resource Announcements
Complete Genome Sequence of Escherichia coli Myophage Minorna	2019	Microbiology Resource Announcements
Mapping of quantitative trait loci (QTL) for resistance against Zymoseptoria tritici in the winter spelt wheat accession HTRI1410 (Triticum aestivum subsp. spelta)	2019	Euphytica
Energy metabolism couples hepatocyte integrin-linked kinase to liver glucoregulation and postabsorptive responses of mice in an age-dependent manner.	2019	American journal of physiology. Endocrinology and metabolism
New archaeal viruses discovered by metagenomic analysis of viral communities in enrichment cultures.	2019	Environmental microbiology
Alternative Translation Initiation Generates a Functionally Distinct Isoform of the Stress-Activated Protein Kinase MK2.	2019	Cell reports
Genome-wide identification, characterization and in-silico profiling of genes encoding FAD (fatty acid desaturase) proteins in chickpea (Cicer arietinum L.)	2019	Plant Gene
Plasmodium PIMMS43 is required for ookinete evasion of the mosquito complement-like response and sporogonic development in the oocyst	2019	bioRxiv
RNA methyltransferase BCDIN3D is crucial for female fertility and miRNA and mRNA profiles in Drosophila ovaries	2019	PLoS ONE
Human high-density lipoprotein microtranscriptome is unique and suggests an extended role in lipid metabolism.	2019	Epigenomics
CReasPy-cloning: a method for simultaneous cloning and engineering of megabase-sized genomes in yeast using the CRISPR-Cas9 system	2019	bioRxiv
BioUML: an integrated environment for systems biology and collaborative analysis of biomedical data	2019	Nucleic Acids Research
The transcriptome of Cryptosporidium oocysts and intracellular stages	2019	Scientific Reports
Chromosome organization by a conserved condensin-ParB system in the actinobacterium Corynebacterium glutamicum	2019	Nature Communications
Epigenetic regulation underlying Plasmodium berghei gene expression during its developmental transition from host to vector	2019	bioRxiv
The mobilome of Drosophila incompta, a flower-breeding species: comparison of transposable element landscapes among generalist and specialist flies	2019	Chromosome Research
Attenuation of a Pathogenic Mycoplasma Strain by Modification of the obg Gene by Using Synthetic Biology Approaches	2019	mSphere
A survey of software tools for microRNA discovery and characterization using RNA-seq	2019	Briefings in bioinformatics
Reproducible data management and analysis using R	2019	bioRxiv
Fit for purpose? A metascientific analysis of metabolomics data in public repositories	2019	
Bioinformatics Resource Manager: a systems biology web tool for microRNA and omics data integration	2019	BMC Bioinformatics
RNA promotes phase separation of glycolysis enzymes into yeast G bodies in hypoxia	2019	eLife
Abundant bacteria in the proximal and distal intestine of healthy Siberian sturgeons (Acipenser baerii)	2019	Aquaculture
Drosophila p53 directs nonapoptotic programs in postmitotic tissue	2019	Molecular Biology of the Cell
Custom selected reference genes outperform pre-defined reference genes in transcriptomic analysis	2019	BMC Genomics
Genome-wide identification of MST, SUT and SWEET family sugar transporters in root parasitic angiosperms and analysis of their expression during host parasitism	2019	BMC Plant Biology
The RNA workbench 2.0: next generation RNA data analysis	2019	Nucleic Acids Research
G-OnRamp: a Galaxy-based platform for collaborative annotation of eukaryotic genomes	2019	Bioinformatics
Épigénétique mitochondriale chez des espèces avec DUI	2019	
Polymorphic microsatellite loci and partial mitogenome for the Chestnut-bellied Seed-finch Sporophila angolensis (Aves, Passeriformes) using next generation sequencing	2019	Molecular Biology Reports
Control of Development, Secondary Metabolism and Light-Dependent Carotenoid Biosynthesis by the Velvet Complex of Neurospora crassa	2019	Genetics
Emulating the early phases of human tooth development in vitro	2019	Scientific Reports
Click-PD: A Quantitative Method for Base-Modified Aptamer Discovery	2019	bioRxiv
Draft Genome Sequence of Nitrosomonas sp. Strain APG5, a Betaproteobacterial Ammonia-Oxidizing Bacterium Isolated from Beach Sand	2019	Microbiology Resource Announcements
Reproducible Scientific Workflows for High Performance and Cloud Computing	2019	2019 19th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing (CCGRID)
Complete Genome Sequence of Serratia marcescens Siphophage Scapp	2019	Microbiology Resource Announcements
Best social and organizational practices of successful science gateways and cyberinfrastructure projects	2019	Future Gener. Comput. Syst.
Stem Cell Proliferation Is Kept in Check by the Chromatin Regulators Kismet/CHD7/CHD8 and Trr/MLL3/4	2019	Developmental Cell
The curious case of the Mesolithic Iberian dogs: An archaeogenetic study	2019	Journal of Archaeological Science
Acetate Promotes T Cell Effector Function during Glucose Restriction.	2019	Cell reports
Cyclin C Regulated Oxidative Stress Responsive Transcriptome in Mus musculus Embryonic Fibroblasts	2019	G3: Genes|Genomes|Genetics
Transcriptomic and epigenetic regulation of hair cell regeneration in the mouse utricle and its potentiation by Atoh1	2019	eLife
Simultaneous Ribosome Profiling of Human Host Cells Infected with Toxoplasma gondii	2019	mSphere
Microbial iron metabolism as revealed by gene expression profiles in contrasted Southern Ocean regimes	2019	Environmental Microbiology
Whole-genome sequence analysis of a Pan African set of samples reveals archaic gene flow from an extinct basal population of modern humans into sub-Saharan populations	2019	Genome Biology
Evaluating Chromatin Accessibility Differences Across Multiple Primate Species Using a Joint Modeling Approach	2019	Genome Biology and Evolution
Structural and functional differentiation of the light-harvesting protein Lhcb4 during land plant diversification.	2019	Physiologia plantarum
Toward A Reproducible, Scalable Framework for Processing Large Neuroimaging Datasets	2019	bioRxiv
Expanding the Capabilities of Genome Editing	2019	
baerhunter: An R package for the discovery and analysis of expressed non-coding regions in bacterial RNA-seq data	2019	bioRxiv
Insulin Receptor Associates with Promoters Genome-wide and Regulates Gene Expression	2019	Cell
Resveratrol prevents amyloid fibrillation of insulin by arresting it in a bioactive oligomeric form	2019	bioRxiv
Integrin Linked Kinase is Critical for Hepatic Cellular Organization, Metabolism, and Glucoregulation	2019	
Reference plasmid pHXB2_D is an HIV-1 molecular clone that exhibits identical LTRs and a single integration site indicative of an HIV provirus	2019	bioRxiv
Genomic Characterization of Arcobacter butzleri Isolated From Shellfish: Novel Insight Into Antibiotic Resistance and Virulence Determinants	2019	Frontiers in Microbiology
nf-core: Community curated bioinformatics pipelines	2019	bioRxiv
First report of Salmonella 1,4,[5],12:i:- in free-ranging striped dolphins (Stenella coeruleoalba), Italy	2019	Scientific Reports
Long intergenic non-coding RNAs regulate human lung fibroblast function: Implications for idiopathic pulmonary fibrosis	2019	Scientific Reports
Linking soil's volatilome to microbes and plant roots highlights the importance of microbes as emitters of belowground volatile signals.	2019	Environmental microbiology
Scalable data analysis in proteomics and metabolomics using BioContainers and workflows engines	2019	bioRxiv
The large genome size variation in the Hesperis clade was shaped by the prevalent proliferation of DNA repeats and rarer genome downsizing.	2019	Annals of botany
The histone chaperone CAF-1 cooperates with the DNA methyltransferases to maintain Cd4 silencing in cytotoxic T cells	2019	Genes & Development
PD-1 (PDCD1) promoter methylation in Merkel cell carcinoma: prognostic relevance and relationship with clinico-pathological parameters	2019	Modern Pathology
MuGVRE. A virtual research environment for 3D/4D genomics	2019	bioRxiv
A generally conserved response to hypoxia in iPSC-derived cardiomyocytes from humans and chimpanzees	2019	eLife
Intestinal peroxisomal fatty acid β-oxidation regulates neural serotonin signaling through a feedback mechanism	2019	PLoS Biology
Post-transcriptional adaptation of the aquatic plant Spirodela polyrhiza under stress and hormonal stimuli.	2019	The Plant journal : for cell and molecular biology
Influence of Urbanization on Epiphytic Bacterial Communities of the Platanus × hispanica Tree Leaves in a Biennial Study	2019	Frontiers in Microbiology
C19ORF66 Broadly Escapes Virus-Induced Endonuclease Cleavage and Restricts Kaposi’s Sarcoma-Associated Herpesvirus	2019	Journal of Virology
Recognition of S-RNases by an S locus F-box like protein and an S haplotype-specific F-box like protein in the Prunus-specific self-incompatibility system	2019	Plant Molecular Biology
Whole-Genome Sequencing of Nontyphoidal Salmonella enterica Isolates Obtained from Various Meat Types in Ghana	2019	Microbiology Resource Announcements
Characterization of a carbapenem- and colistin-resistant Enterobacter cloacae carrying Tn6901 in blaNDM-1 genomic context	2019	Infection and Drug Resistance
MGS-Fast: Metagenomic shotgun data fast annotation using microbial gene catalogs	2019	GigaScience
Digital expression explorer 2: a repository of uniformly processed RNA sequencing data	2019	GigaScience
Cellular Requirements for Sensing and Elimination of Incoming HSV-1 DNA and Capsids	2019	Journal of Interferon & Cytokine Research
Speciation despite gene flow in two owls (Aegolius ssp.): Evidence from 2,517 ultraconserved element loci	2019	The Auk
DEWE: A novel tool for executing differential expression RNA-Seq workflows in biomedical research	2019	Computers in biology and medicine
Arabidopsis ABF3 and ABF4 Transcription Factors Act with the NF-YC Complex to Regulate SOC1 Expression and Mediate Drought-Accelerated Flowering.	2019	Molecular plant
Differential abundance analyses of human microbiota in Parkinson’s disease	2019	
Pixel: a content management platform for quantitative omics data	2019	PeerJ
Revealing the interaction between intrauterine adhesion and vaginal microbiota using high-throughput sequencing	2019	Molecular Medicine Reports
UTAP: User-friendly Transcriptome Analysis Pipeline	2019	BMC Bioinformatics
CREDO: Highly confident disease-relevant A-to-I RNA-editing discovery in breast cancer	2019	Scientific Reports
Sterol regulatory element binding protein 1 couples mechanical cues and lipid metabolism	2019	Nature Communications
Epstein-Barr virus inactivates the transcriptome and disrupts the chromatin architecture of its host cell in the first phase of lytic reactivation	2019	Nucleic Acids Research
CGAT-core: a python framework for building scalable, reproducible computational biology workflows	2019	bioRxiv
Principles of plastid reductive evolution illuminated by nonphotosynthetic chrysophytes	2019	Proceedings of the National Academy of Sciences
Methods for analyzing next-generation sequencing data XIII.RNA-seq analysis (Part 1)	2019	Japanese Journal of Lactic Acid Bacteria
Live imaging of marked chromosome regions reveals their dynamic resolution and compaction in mitosis	2019	The Journal of Cell Biology
Inflammatory macrophage dependence on NAD+ salvage is a consequence of reactive oxygen species–mediated DNA damage	2019	Nature Immunology
Constrained Transcriptional Polarity in the Organization of Mammalian Hox Gene Clusters	2019	bioRxiv
Why-Diff: Exploiting Provenance to Understand Outcome Differences From Non-Identical Reproduced Workflows	2019	IEEE Access
Validation of a Bioinformatics Workflow for Routine Analysis of Whole-Genome Sequencing Data and Related Challenges for Pathogen Typing in a European National Reference Center: Neisseria meningitidis as a Proof-of-Concept	2019	Frontiers in Microbiology
Temporal variability of diazotroph community composition in the upwelling region off NW Iberia	2019	Scientific Reports
ACVR1 R206H cooperates with H3.1K27M in promoting diffuse intrinsic pontine glioma pathogenesis	2019	Nature Communications
Classroom as Genome: Using the Tools of Genomics and Bioinformatics to Illuminate Classroom Observation Data	2019	CBE Life Sciences Education
Intercellular communication is required for trap formation in the nematode-trapping fungus Duddingtonia flagrans	2019	PLoS Genetics
GIGYF1/2-Driven Cooperation between ZNF598 and TTP in Posttranscriptional Regulation of Inflammatory Signaling.	2019	Cell reports
Identifier Services: Modeling and Implementing Distributed Data Management in Cyberinfrastructure	2019	Data and Information Management
Autism spectrum disorder diagnosis in adults: phenotype and genotype findings from a clinically derived cohort	2019	The British Journal of Psychiatry
Molecular diet analysis finds an insectivorous desert bat community dominated by resource sharing despite diverse echolocation and foraging strategies	2019	Ecology and Evolution
Small RNA-seq: The RNA 5’-end adapter ligation problem and how to circumvent it	2019	Journal of Biological Methods
Sleeve gastrectomy rapidly enhances islet function independently of body weight.	2019	JCI insight
SLIM: a flexible web application for the reproducible processing of environmental DNA metabarcoding data	2019	BMC Bioinformatics
BIGGR: Bringing Gradoop to Applications	2019	Datenbank-Spektrum
Zscan10 suppresses osteoclast differentiation by regulating expression of Haptoglobin.	2019	Bone
A multifaceted small RNA modulates gene expression upon glucose limitation in Staphylococcus aureus	2019	The EMBO Journal
Pluripotency of Wolbachia against Arboviruses: the case of yellow fever	2019	Gates Open Research
Ipa1 Is an RNA Polymerase II Elongation Factor that Facilitates Termination by Maintaining Levels of the Poly(A) Site Endonuclease Ysh1	2019	Cell reports
SmvA is an important efflux pump for cationic biocides in Klebsiella pneumoniae and other Enterobacteriaceae	2019	Scientific Reports
Desarrollo y despliegue de un workflow para el análisis genómico de Campylobacter Jejuni	2019	
Cyclical adaptation of measles virus quasispecies to epithelial and lymphocytic cells: To V, or not to V	2019	PLoS Pathogens
Reconstitution of HIV-1 reservoir following high-dose chemotherapy/autologous stem cell transplantation for lymphoma	2019	AIDS
Script of Scripts: A pragmatic workflow system for daily computational research	2019	PLoS Computational Biology
EP300-HDAC1-SWI/SNF functional unit defines transcription of some DNA repair enzymes during differentiation of human macrophages.	2019	Biochimica et biophysica acta. Gene regulatory mechanisms
A single alcohol binge impacts on neutrophil function without changes in gut barrier function and gut microbiome composition in healthy volunteers	2019	PLoS ONE
Genome Resequencing of Laboratory Stocks of Burkholderia pseudomallei K96243	2019	Microbiology Resource Announcements
RNA sequencing differential gene expression analysis of isolated perfused bovine udders experimentally inoculated with Streptococcus agalactiae.	2019	Journal of dairy science
Intratumoral Heterogeneity in Recurrent Metastatic Squamous Cell Carcinoma of the Oral Cavity: New Perspectives Afforded by Multiregion DNA Sequencing and mtDNA Analysis.	2019	Journal of oral and maxillofacial surgery : official journal of the American Association of Oral and Maxillofacial Surgeons
Dysbiosis in early sepsis can be modulated by a multispecies probiotic: a randomised controlled pilot trial.	2019	Beneficial microbes
Loss of CRWN Nuclear Proteins Induces Cell Death and Salicylic Acid Defense Signaling1[OPEN]	2019	Plant Physiology
Machine Learning and Integrative Analysis of Biomedical Big Data	2019	Genes
Towards engineering the microalga Chlorella sorokiniana for the production of tailored high-value oils	2019	
Enhancing and Accelerating Social Science Via Automation: Challenges and Opportunities	2019	Harvard Data Science Review
Off-target based drug repurposing opportunities for tivantinib in acute myeloid leukemia	2019	Scientific Reports
Kodoja: A workflow for virus detection in plants using k-mer analysis of RNA-sequencing data.	2019	The Journal of general virology
Positively twisted: The complex evolutionary history of Reverse Gyrase suggests a non-hyperthermophilic Last Universal Common Ancestor	2019	bioRxiv
Chaperone-mediated ordered assembly of the SAGA transcription complex	2019	bioRxiv
Biological and Molecular Characterization of Chenopodium quinoa Mitovirus 1 Reveals a Distinct Small RNA Response Compared to Those of Cytoplasmic RNA Viruses	2019	Journal of Virology
Retapamulin-assisted ribosome profiling reveals the alternative bacterial proteome	2019	bioRxiv
RiboTag translatomic profiling of Drosophila oenocytes under aging and induced oxidative stress	2019	BMC Genomics
Investigating the role of Osiris genes in Drosophila sechellia larval resistance to a host plant toxin	2019	Ecology and Evolution
Epidermal epidemic: unravelling the pathogenesis of chytridiomycosis	2019	Journal of Experimental Biology
Accurate Estimation of Context-Dependent False Discovery Rates in Top-Down Proteomics*	2019	Molecular & Cellular Proteomics
Role of Distal Regulatory Elements in Cancer Progression and Therapy	2019	
BDNF/TrkB.T1 signaling is a novel mechanism for astrocyte morphological maturation	2019	bioRxiv
Progerin expression induces a significant downregulation of transcription from human repetitive sequences in iPSC-derived dopaminergic neurons	2019	GeroScience
