Galaxy wrapper id	Galaxy tool ids	Description	bio.tool id	bio.tool ids	biii	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Date of first commit of the suite	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper parsed folder	Galaxy wrapper version	Conda id	Conda version	EDAM operation (no superclasses)	EDAM topic (no superclasses)	Available on UseGalaxy.org (Main)	Available on UseGalaxy.org.au	Available on UseGalaxy.eu	Available on UseGalaxy.fr	Tools available on UseGalaxy.org (Main)	Tools available on UseGalaxy.org.au	Tools available on UseGalaxy.eu	Tools available on UseGalaxy.fr	Tools available on APOSTL	Tools available on ARGs-OAP	Tools available on CIRM-CFBP	Tools available on ChemFlow	Tools available on Coloc-stats	Tools available on CropGalaxy	Tools available on Dintor	Tools available on GASLINI	Tools available on Galaxy@AuBi	Tools available on Galaxy@Pasteur	Tools available on GalaxyTrakr	Tools available on Genomic Hyperbrowser	Tools available on GigaGalaxy	Tools available on HyPhy HIV NGS Tools	Tools available on IPK Galaxy Blast Suite	Tools available on ImmPort Galaxy	Tools available on InteractoMIX	Tools available on MISSISSIPPI	Tools available on Mandoiu Lab	Tools available on MiModD NacreousMap	Tools available on Oqtans	Tools available on Palfinder	Tools available on PepSimili	Tools available on PhagePromotor	Tools available on UseGalaxy.be	Tools available on UseGalaxy.cz	Tools available on UseGalaxy.no	Tools available on Viral Variant Visualizer (VVV)	No. of tool users (5 years) (usegalaxy.eu)	No. of tool users (all time) (usegalaxy.eu)	Tool usage (5 years) (usegalaxy.eu)	Tool usage (all time) (usegalaxy.eu)	No. of tool users (5 years) (usegalaxy.org)	No. of tool users (all time) (usegalaxy.org)	Tool usage (5 years) (usegalaxy.org)	Tool usage (all time) (usegalaxy.org)	No. of tool users (5 years) (usegalaxy.org.au)	No. of tool users (all time) (usegalaxy.org.au)	Tool usage (5 years) (usegalaxy.org.au)	Tool usage (all time) (usegalaxy.org.au)	No. of tool users (5 years) - all main servers	No. of tool users (all time) - all main servers	Tool usage (5 years) - all main servers	Tool usage (all time) - all main servers	Reviewed	Deprecated	To keep
pearson_correlation	Pearson_and_apos_Correlation1	Pearson and apos Correlation between any two numeric columns								To update		Statistics	pearson_correlation	2014-07-28	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/pearson_correlation	https://github.com/galaxyproject/tools-devteam/tree/main/tools/pearson_correlation	1.0.0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	2	False		
physiofit	physiofit	PhysioFit is a scientific tool designed to quantify cell growth parameters and uptake & production fluxes								Up-to-date	physiofit.readthedocs.io	Metabolomics	physiofit	2022-09-28	workflow4metabolomics	https://github.com/MetaSys-LISBP/PhysioFit	https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/physiofit	3.4.0	physiofit	3.4.0			0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
physiofit_manager	physiofit_data_manager	Handling of physiofit input files								Up-to-date	physiofit.readthedocs.io	Metabolomics	physiofit_manager	2022-11-03	workflow4metabolomics	https://github.com/MetaboHUB-MetaToul-FluxoMet/PhysioFit_Data_Manager	https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/physiofit_manager	1.0.1	physiofit_data_manager	1.0.1			0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
plot_from_lda	plot_for_lda_output1	"Draw ROC plot on ""Perform LDA"" output"								To update		Graphics, Statistics	plot_from_lda	2014-07-28	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/plot_from_lda	https://github.com/galaxyproject/tools-devteam/tree/main/tools/plot_from_lda	1.0.1	R				1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	65	77	19	25	153	886	38	343	142	155	8	10	360	1118	65	378	False		
plotheatmap	plotheatmap	This tool can be used to plot heatmap of gene expression data. The genes are chosen based on p-value, FDR, log FC and log CPM from edgeR output.								To update		Computational chemistry	plotheatmap	2017-07-04	earlhaminst	https://github.com/TGAC/earlham-galaxytools/tree/master/tools/plotheatmap	https://github.com/TGAC/earlham-galaxytools/tree/master/tools/plotheatmap	1.0	bioconductor-preprocesscore	1.64.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
poisson2test	poisson2test	Poisson two-sample test								To update	https://bitbucket.org/natefoo/taxonomy	Statistics, Metagenomics	poisson2test	2014-01-27	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/taxonomy/poisson2test	https://github.com/galaxyproject/tools-devteam/tree/main/tool_collections/taxonomy/poisson2test	1.0.0	taxonomy	0.10.0			0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	112	120	16	16	4	562	1	140	320	347	7	8	436	1029	24	164	False		
principal_component_analysis	pca1	Principal Component Analysis								To update		Statistics	principal_component_analysis	2014-05-19	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/principal_component_analysis	https://github.com/galaxyproject/tools-devteam/tree/main/tools/principal_component_analysis	1.0.2	rpy				1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	9788	10032	207	244	3072	8054	607	1488	0	0	0	0	12860	18086	814	1732	False		
probecoverage	probecoverage	computes and plots read coverage of genomic regions by sequencing datasets								To update	http://artbio.fr	Sequence Analysis, Genomic Interval Operations, Graphics, Statistics	probecoverage	2017-09-22	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/probecoverage	https://github.com/ARTbio/tools-artbio/tree/main/tools/probecoverage	0.22.0	pysam	0.22.1			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
pyteomics	mztab2tsv	Tools using the pyteomics library	pyteomics	pyteomics		Pyteomics	Framework for proteomics data analysis, supporting mzML, MGF, pepXML and more.	Protein identification	Proteomics, Proteomics experiment	To update	https://pyteomics.readthedocs.io/en/latest/	Proteomics, Metabolomics	pyteomics	2021-01-15	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/pyteomics	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/pyteomics	4.4.1	pyteomics	4.7.5	Protein identification	Proteomics, Proteomics experiment	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	92	92	4	4	0	0	0	0	0	0	0	0	92	92	4	4	False		
qcxms	qcxms_getres, qcxms_neutral_run, qcxms_production_run	QCxMS is a quantum chemical (QC) based program that enables users to calculate mass spectra (MS) using Born-Oppenheimer Molecular Dynamics (MD).								To update	https://github.com/grimme-lab/QCxMS	Computational chemistry, Molecular Dynamics	QCxMS	2023-10-21	recetox	https://github.com/RECETOX/galaxytools/tree/master/tools/qcxms	https://github.com/RECETOX/galaxytools/tree/master/tools/qcxms	5.2.1					0	3	3	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11246	11246	13	13	0	0	0	0	0	0	0	0	11246	11246	13	13	False		
ramclustr	ramclustr, ramclustr_define_experiment		ramclustr	ramclustr		RAMClustR	A feature clustering algorithm for non-targeted mass spectrometric metabolomics data.	Imputation, Standardisation and normalisation, Clustering, Correlation	Metabolomics	To update	https://rdrr.io/cran/RAMClustR/	Metabolomics		2023-05-31	recetox	https://github.com/RECETOX/galaxytools/tree/master/tools/ramclustr	https://github.com/RECETOX/galaxytools/tree/master/tools/ramclustr	1.3.0	r-ramclustr	1.3.1	Imputation, Standardisation and normalisation, Clustering, Correlation	Metabolomics	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	58	58	22	22	29	29	14	14	344	344	4	4	431	431	40	40	False		
rcx-tk	rcx-tk	Tools to process metadata or alkane files.								To update	https://github.com/RECETOX/rcx-tk	Metabolomics	rcx_tk	2024-08-01	recetox	https://github.com/RECETOX/galaxytools/tree/master/tools/rcx-tk/	https://github.com/RECETOX/galaxytools/tree/master/tools/rcx-tk	0.1.0+galaxy0	rcx-tk	0.1.0			0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
rdock	rdock	Docking ligands to proteins and nucleic acids								To update	http://rdock.sourceforge.net/	Computational chemistry	rdock	2016-12-14	earlhaminst	https://github.com/TGAC/earlham-galaxytools/tree/master/tools/rdock/	https://github.com/TGAC/earlham-galaxytools/tree/master/tools/rdock	1.0	rDock	2013.1			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
recetox_aplcms	recetox_aplcms_align_features, recetox_aplcms_compute_clusters, recetox_aplcms_compute_template, recetox_aplcms_correct_time, recetox_aplcms_generate_feature_table, recetox_aplcms_merge_known_table, recetox_aplcms_recover_weaker_signals, recetox_aplcms_remove_noise	Peak detection tool for HRMS profile data.	recetox-aplcms	recetox-aplcms		recetox-aplcms	recetox-aplcms is a tool for peak detection in mass spectrometry data. The tool performs (1) noise removal, (2) peak detection, (3) retention time drift correction, (4) peak alignment and (5) weaker signal recovery as well as (6) suspect screening.	Chromatographic alignment, Quantification, Peak detection, Feature extraction, Alignment	Metabolomics	Up-to-date	https://github.com/RECETOX/recetox-aplcms	Metabolomics	recetox-aplcms	2023-05-18	recetox	https://github.com/RECETOX/galaxytools/tree/master/tools/recetox_aplcms	https://github.com/RECETOX/galaxytools/tree/master/tools/recetox_aplcms	0.13.3	r-recetox-aplcms	0.13.3	Chromatographic alignment, Quantification, Peak detection, Feature extraction, Alignment	Metabolomics	0	8	8	8	0	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	862	862	12	12	0	0	0	0	48	48	1	1	910	910	13	13	False		
recetox_msfinder	recetox_msfinder		recetox-msfinder	recetox-msfinder		recetox-msfinder	This is a modified copy of MS-FINDER with source code modifications to make the tool accessible in Galaxy.MS-FINDER - software for structure elucidation of unknown spectra with hydrogen rearrangement (HR) rulesThe program supports molecular formula prediction, metabolie class prediction, and structure elucidation for EI-MS and MS/MS spectra, and the assembly is licensed under the CC-BY 4.0.	Annotation	Metabolomics	To update	https://github.com/RECETOX/recetox-msfinder	Metabolomics		2022-12-02	recetox	https://github.com/RECETOX/galaxytools/tree/master/tools/recetox_msfinder	https://github.com/RECETOX/galaxytools/tree/master/tools/recetox_msfinder	v3.5.2			Annotation	Metabolomics	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	47	4	4	0	0	0	0	0	0	0	0	47	47	4	4	False		
recetox_xmsannotator	recetox_xmsannotator_advanced		recetox-xmsannotator	recetox-xmsannotator		recetox-xMSannotator	Annotation tool for untargeted LCMS1 data. Uses a database and adduct list for compound annotation and intensity networks, isotopic patterns and pathways for annotation scoring.	Expression profile pathway mapping, Structure comparison, Isotopic distributions calculation, Annotation		Up-to-date	https://github.com/RECETOX/recetox-xMSannotator	Metabolomics		2021-07-21	recetox	https://github.com/RECETOX/galaxytools/tree/master/tools/recetox-xmsannotator	https://github.com/RECETOX/galaxytools/tree/master/tools/recetox_xmsannotator	0.10.0	r-recetox-xmsannotator	0.10.0	Expression profile pathway mapping, Structure comparison, Isotopic distributions calculation, Annotation		0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	93	93	2	2	93	93	2	2	False		
rem_complex	rem_complex	Removes molecular coordination complexes.								To update	https://github.com/RECETOX/galaxytools	Metabolomics	rem_complex	2023-11-21	recetox	https://github.com/RECETOX/galaxytools/tree/master/tools/rem_complex	https://github.com/RECETOX/galaxytools/tree/master/tools/rem_complex	1.0.0	pandas				0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	18	2	2	0	0	0	0	0	0	0	0	18	18	2	2	False		
rename_annotated_feature	rename_annotated_feature	Update column names in an abundance table using a annotation table with spectral matching results								To update	https://github.com/RECETOX/galaxytools/	Metabolomics	rename_annotated_feature	2024-05-13	recetox	https://github.com/RECETOX/galaxytools/tree/master/tools/rename_annotated_feature	https://github.com/RECETOX/galaxytools/tree/master/tools/rename_annotated_feature	1.0.0	pandas				0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
retip	retip_apply, retip_descriptors, retip_filter_rt, retip_train		retip	retip		Retip	Retention Time Prediction for Compound Annotation in Untargeted Metabolomics.Retip is an R package for predicting Retention Time (RT) for small molecules in a high pressure liquid chromatography (HPLC) Mass Spectrometry analysis.Retip - Retention Time prediction for Metabolomics.Retip: Retention Time Prediction for Compound Annotation in Untargeted Metabolomics Paolo Bonini, Tobias Kind, Hiroshi Tsugawa, Dinesh Kumar Barupal, and Oliver Fiehn Analytical Chemistry 2020 92 (11), 7515-7522 DOI: 10.1021/acs.analchem.9b05765.	Retention time prediction, Spectrum calculation, Deisotoping, Formatting, Deposition	Metabolomics, Proteomics experiment, Machine learning, Cheminformatics, Chemistry	To update	https://github.com/PaoloBnn/Retip	Metabolomics		2020-09-07	recetox	https://github.com/RECETOX/galaxytools/tree/master/tools/retip	https://github.com/RECETOX/galaxytools/tree/master/tools/retip	0.5.4			Retention time prediction, Spectrum calculation, Deisotoping, Formatting, Deposition	Metabolomics, Proteomics experiment, Machine learning, Cheminformatics, Chemistry	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
rgcca	rgcca	multi-block analysis								To update	https://github.com/rgcca-factory/RGCCA	Statistics	rgcca	2020-09-02	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/rgcca	https://github.com/galaxyproject/tools-iuc/tree/main/tools/rgcca	3.0.2	rgccacmd	3.0.3			1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	44	44	6	6	77	77	35	35	0	0	0	0	121	121	41	41	False		
riassigner	riassigner, riassigner_from_comment		riassigner	riassigner		RIAssigner	RIAssigner is a python tool for retention index (RI) computation for GC-MS data.	Standardisation and normalisation	Metabolomics, Compound libraries and screening, Data submission, annotation and curation	Up-to-date	https://github.com/RECETOX/RIAssigner	Metabolomics		2021-08-19	recetox	https://github.com/RECETOX/galaxytools/tree/master/tools/riassigner	https://github.com/RECETOX/galaxytools/tree/master/tools/riassigner	0.4.1	riassigner	0.4.1	Standardisation and normalisation	Metabolomics, Compound libraries and screening, Data submission, annotation and curation	1	2	2	1	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	46	46	19	19	15	15	4	4	1	1	1	1	62	62	24	24	False		
rmassbank	rmassbank	RMassBank is an R package for processing tandem MS files and building of MassBank records.								To update	https://github.com/MassBank/RMassBank	Metabolomics	rmassbank	2021-02-25	recetox	https://github.com/RECETOX/galaxytools/tree/master/tools/rmassbank	https://github.com/RECETOX/galaxytools/tree/master/tools/rmassbank	3.0.0	python				0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	48	48	1	1	48	48	1	1	False		
ruvseq	ruvseq	Remove Unwanted Variation from RNA-Seq Data	ruvseq	ruvseq		RUVSeq	This package implements the remove unwanted variation (RUV) methods for the normalization of RNA-Seq read counts between samples.	Differential gene expression analysis	Gene expression, RNA-seq	To update	https://www.bioconductor.org/packages/release/bioc/html/DESeq2.html	Transcriptomics, RNA, Statistics	ruvseq	2018-08-30	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/ruvseq	https://github.com/galaxyproject/tools-iuc/tree/main/tools/ruvseq	1.26.0	bioconductor-ruvseq	1.36.0	Differential gene expression analysis	Gene expression	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1286	1364	178	193	2220	2220	299	299	0	0	0	0	3506	3584	477	492	False		
sc3	sc3_calc_biology, sc3_calc_consens, sc3_calc_dists, sc3_calc_transfs, sc3_estimate_k, sc3_kmeans, sc3_prepare	De-composed SC3 functionality tools, based on https://github.com/ebi-gene-expression-group/bioconductor-sc3-scripts and SC3 1.8.0.								To update		Transcriptomics, RNA, Statistics, Sequence Analysis	suite_sc3	2018-11-05	ebi-gxa	https://github.com/ebi-gene-expression-group/container-galaxy-sc-tertiary/	https://github.com/ebi-gene-expression-group/container-galaxy-sc-tertiary/tree/main/tools/tertiary-analysis/sc3	1.8.0	sc3-scripts	0.0.6			0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	10	10	0	0	0	0	0	0	0	0	13	13	10	10	False		
scater	scater_calculate_cpm, scater_calculate_qc_metrics, scater_filter, scater_is_outlier, scater_normalize, scater_read_10x_results	De-composed Scater functionality tools, based on https://github.com/ebi-gene-expression-group/bioconductor-scater-scripts and Scater 1.8.4.								To update		Transcriptomics, RNA, Statistics, Sequence Analysis	suite_scater	2018-10-11	ebi-gxa	https://github.com/ebi-gene-expression-group/container-galaxy-sc-tertiary/	https://github.com/ebi-gene-expression-group/container-galaxy-sc-tertiary/tree/main/tools/tertiary-analysis/scater	1.10.0	scater-scripts	0.0.5			1	2	6	0	1	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	381	388	99	100	0	0	0	0	297	297	9	9	678	685	108	109	False		
scatterplot	scatterplot_rpy	Scatterplot of two numeric columns								To update		Graphics, Statistics	scatterplot	2014-07-28	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tools/scatterplot	https://github.com/galaxyproject/tools-devteam/tree/main/tools/scatterplot	1.0.3	numpy				1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1234	1752	179	261	680	9223	231	1927	0	49	0	18	1914	11024	410	2206	False		
scmap	scmap_get_std_output, scmap_index_cell, scmap_index_cluster, scmap_preprocess_sce, scmap_scmap_cell, scmap_scmap_cluster, scmap_select_features	De-composed scmap functionality tools, based on https://github.com/ebi-gene-expression-group/scmap-cli and scmap 1.6.0.								To update		Transcriptomics, RNA, Statistics, Sequence Analysis	suite_scmap	2019-08-30	ebi-gxa	https://github.com/ebi-gene-expression-group/container-galaxy-sc-tertiary/	https://github.com/ebi-gene-expression-group/container-galaxy-sc-tertiary/tree/main/tools/tertiary-analysis/scmap	1.6.4	scmap-cli	0.1.0			0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	97	97	41	41	0	0	0	0	0	0	0	0	97	97	41	41	False		
scpred	scpred_get_feature_space, scpred_get_std_output, scpred_predict_labels, scpred_train_model	De-composed scPred functionality tools, see https://github.com/ebi-gene-expression-group/scpred-cli and r-scPred 1.0								To update		Transcriptomics, RNA, Statistics, Sequence Analysis	suite_scpred	2020-04-07	ebi-gxa	https://github.com/ebi-gene-expression-group/container-galaxy-sc-tertiary/	https://github.com/ebi-gene-expression-group/container-galaxy-sc-tertiary/tree/main/tools/tertiary-analysis/scpred	1.0.2	scpred-cli	0.1.0			0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	25	5	5	0	0	0	0	0	0	0	0	25	25	5	5	False		
seurat	seurat_convert, seurat_dim_plot, seurat_export_cellbrowser, seurat_filter_cells, seurat_find_clusters, seurat_find_markers, seurat_find_neighbours, seurat_find_variable_genes, seurat_hover_locator, seurat_integration, seurat_map_query, seurat_normalise_data, seurat_plot, seurat_read10x, seurat_run_pca, seurat_run_tsne, seurat_run_umap, seurat_scale_data, seurat_select_integration_features	De-composed Seurat functionality tools, based on https://github.com/ebi-gene-expression-group/r-seurat-scripts and Seurat 2.3.1								To update	https://github.com/ebi-gene-expression-group/container-galaxy-sc-tertiary/	Transcriptomics, RNA, Statistics, Sequence Analysis	suite_seurat	2018-07-09	ebi-gxa		https://github.com/ebi-gene-expression-group/container-galaxy-sc-tertiary/tree/main/tools/tertiary-analysis/seurat	4.0.0	seurat-scripts	4.4.0			14	14	14	11	14	14	14	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	2296	2328	673	676	141	141	39	39	0	0	0	0	2437	2469	712	715	False		
sklearn	sklearn_mlxtend_association_rules, sklearn_clf_metrics, sklearn_discriminant_classifier, sklearn_ensemble, sklearn_estimator_attributes, sklearn_feature_selection, sklearn_fitted_model_eval, sklearn_generalized_linear, keras_batch_models, keras_model_builder, keras_model_config, keras_train_and_eval, sklearn_label_encoder, sklearn_lightgbm, ml_visualization_ex, model_prediction, sklearn_model_validation, sklearn_nn_classifier, sklearn_numeric_clustering, sklearn_pairwise_metrics, sklearn_pca, sklearn_build_pipeline, sklearn_data_preprocess, sklearn_regression_metrics, sklearn_sample_generator, sklearn_searchcv, sklearn_model_fit, scipy_sparse, stacking_ensemble_models, sklearn_svm_classifier, sklearn_to_categorical, sklearn_train_test_eval, sklearn_train_test_split	Machine Learning tool suite from Scikit-learn								To update	http://scikit-learn.org	Machine Learning, Statistics	sklearn	2021-04-12	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/sklearn	https://github.com/bgruening/galaxytools/tree/master/tools/sklearn	1.0.11.0					30	14	31	16	30	14	31	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	31	27	0	82169	116810	2402	2666	18101	18101	2375	2375	17549	17549	321	321	117819	152460	5098	5362	False		
skyline2isocor	skyline2isocor	Converting skyline output to IsoCor input								Up-to-date	https://github.com/MetaboHUB-MetaToul-FluxoMet/Skyline2IsoCor	Metabolomics	skyline2isocor	2024-02-07	workflow4metabolomics	https://github.com/MetaboHUB-MetaToul-FluxoMet/tools_w4m	https://github.com/workflow4metabolomics/tools-metabolomics/tree/master/tools/skyline2isocor	1.0.0	skyline2isocor	1.0.0			0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
sleuth	sleuth	Sleuth is a program for differential analysis of RNA-Seq data.	sleuth	sleuth		sleuth	A statistical model and software application for RNA-seq differential expression analysis.	Expression data visualisation, Differential gene expression analysis, Gene expression profiling, Statistical calculation	RNA-seq, Gene expression, Statistics and probability	Up-to-date	https://github.com/pachterlab/sleuth	Transcriptomics, RNA, Statistics	sleuth	2023-05-31	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/sleuth	https://github.com/galaxyproject/tools-iuc/tree/main/tools/sleuth	0.30.1	r-sleuth	0.30.1	Expression data visualisation, Differential gene expression analysis, Gene expression profiling, Statistical calculation	Gene expression, Statistics and probability	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	141	141	26	26	0	0	0	0	0	0	0	0	141	141	26	26	False		
smina	smina	smina is a fork of Autodock Vina (http://vina.scripps.edu/) that focuses on improving scoring and minimization								To update	https://sourceforge.net/projects/smina/	Computational chemistry	smina	2017-07-07	earlhaminst	https://github.com/TGAC/earlham-galaxytools/tree/master/tools/smina/	https://github.com/TGAC/earlham-galaxytools/tree/master/tools/smina	1.0	smina	2017.11.9			1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	499	499	16	16	44	44	10	10	0	0	0	0	543	543	26	26	False		
snpfreq	hgv_snpFreq	snpFreq significant SNPs in case-control data								To update		Variant Analysis, Statistics	snpfreq	2014-07-28	devteam	https://github.com/galaxyproject/tools-devteam/tree/master/tool_collections/hgv/snpfreq	https://github.com/galaxyproject/tools-devteam/tree/main/tool_collections/hgv/snpfreq	1.0.1	R				1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	35	44	10	12	307	649	68	181	227	260	16	23	569	953	94	216	False		
spec2vec	spec2vec_similarity, spec2vec_training	Mass spectra similarity scoring using a trained Spec2Vec model.	spec2vec	spec2vec		Spec2Vec	Improved mass spectral similarity scoring through learning of structural relationships.Spec2vec is a novel spectral similarity score inspired by a natural language processing algorithm -- Word2Vec. Where Word2Vec learns relationships between words in sentences, spec2vec does so for mass fragments and neutral losses in MS/MS spectra. The spectral similarity score is based on spectral embeddings learnt from the fragmental relationships within a large set of spectral data.Analysis and benchmarking of mass spectra similarity measures using gnps data set.	Spectrum calculation, Spectral library search, Database search, Natural product identification	Proteomics experiment, Metabolomics, Natural language processing, Proteomics	Up-to-date	https://github.com/iomega/spec2vec	Metabolomics	spec2vec	2022-12-07	recetox	https://github.com/RECETOX/galaxytools/tree/master/tools/spec2vec	https://github.com/RECETOX/galaxytools/tree/master/tools/spec2vec	0.8.0	spec2vec	0.8.0	Spectrum calculation, Spectral library search, Database search, Natural product identification	Proteomics experiment, Metabolomics, Natural language processing, Proteomics	0	2	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	False		
statistics	bg_statistical_hypothesis_testing	Tool for computing statistical tests.								To update	https://github.com/bgruening/galaxytools/tree/master/tools/statistics	Statistics	bg_statistical_hypothesis_testing	2015-02-28	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/statistics	https://github.com/bgruening/galaxytools/tree/master/tools/statistics	0.3	numpy				0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	169	346	46	61	0	0	0	0	0	0	0	0	169	346	46	61	False		
