Galaxy wrapper id	Total tool usage (usegalaxy.eu)	No. of tool users (2022-2023) (usegalaxy.eu)	Galaxy tool ids	Description	bio.tool id	bio.tool ids	biii	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper parsed folder	Galaxy wrapper version	Conda id	Conda version	https://usegalaxy.org	https://usegalaxy.org.au	https://usegalaxy.eu	https://usegalaxy.fr
miclip			mi_clip	Identification of binding sites in CLIP-Seq data.								To update	https://cran.r-project.org/src/contrib/Archive/MiClip/	Sequence Analysis	miclip	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/miclip	https://github.com/bgruening/galaxytools/tree/master/tools/miclip	1.2.0	Rscript		(0/1)	(0/1)	(0/1)	(0/1)
minced	895.0	53.0	minced	MinCED - Mining CRISPRs in Environmental Datasets								To update	http://bioweb2.pasteur.fr/docs/modules/minced/0.1.5/_README	Sequence Analysis	minced	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/minced	https://github.com/bgruening/galaxytools/tree/master/tools/minced	0.2.0	minced	0.4.2	(0/1)	(0/1)	(1/1)	(0/1)
minipolish	185.0	21.0	minipolish	Polishing miniasm assemblies	minipolish	minipolish		minipolish	A tool that bridges the output of miniasm (long-read assembly) and racon (assembly polishing) together to polish a draft assembly. It also provides read depth information in contigs.	Localised reassembly, Read depth analysis	Sequence assembly, Sequencing	Up-to-date	https://github.com/rrwick/Minipolish	Sequence Analysis	minipolish	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/minipolish	https://github.com/bgruening/galaxytools/tree/master/tools/minipolish	0.1.3	minipolish	0.1.3	(0/1)	(0/1)	(1/1)	(0/1)
mitohifi	613.0	56.0	mitohifi	Assembly mitogenomes from Pacbio HiFi read.								To update	https://github.com/marcelauliano/MitoHiFi/tree/mitohifi_v2	Assembly	mitohifi	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/mitohifi	https://github.com/bgruening/galaxytools/tree/master/tools/mitohifi	3			(1/1)	(1/1)	(1/1)	(0/1)
molecule2gspan			bg_mol2gspan	converter								To update	https://github.com/bgruening/galaxytools/tree/master/tools/molecule2gspan	Convert Formats	molecule_to_gspan	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/molecule2gspan	https://github.com/bgruening/galaxytools/tree/master/tools/molecule2gspan	0.2	openbabel	2.3.90dev7d621d9	(0/1)	(0/1)	(0/1)	(0/1)
music_deconvolution	530.0	67.0	music_construct_eset, music_inspect_eset, music_manipulate_eset, music_compare, music_deconvolution	Multi-subject Single Cell deconvolution (MuSiC)								Up-to-date	https://github.com/xuranw/MuSiC	Transcriptomics	music	bgruening	https://github.com/galaxyproject/tools-iuc/tree/master/tools/music/	https://github.com/bgruening/galaxytools/tree/master/tools/music_deconvolution	0.1.1	music-deconvolution	0.1.1	(5/5)	(5/5)	(4/5)	(0/5)
nanopolish			nanopolish_eventalign, nanopolish_methylation, nanopolish_polya, nanopolish_variants	Nanopolish software package for signal-level analysis of Oxford Nanopore sequencing data.								Up-to-date	https://github.com/jts/nanopolish		nanopolish	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/nanopolish	https://github.com/bgruening/galaxytools/tree/master/tools/nanopolish	0.14.0	nanopolish	0.14.0	(0/4)	(4/4)	(4/4)	(4/4)
netboxr	11.0	5.0	netboxr	netboxr enables automated discovery of biological process modules by network analysis								To update		Systems Biology	netboxr	bgruening		https://github.com/bgruening/galaxytools/tree/master/tools/netboxr	1.6.0	bioconductor-netboxr	1.9.0	(0/1)	(0/1)	(1/1)	(0/1)
nextdenovo	268.0	84.0	nextdenovo	String graph-based de novo assembler for long reads	nextdenovo	nextdenovo		NextDenovo	"NextDenovo is a string graph-based de novo assembler for long reads (CLR, HiFi and ONT). It uses a ""correct-then-assemble"" strategy similar to canu (no correction step for PacBio Hifi reads), but requires significantly less computing resources and storages."	De-novo assembly, Genome assembly	Sequencing, Sequence assembly	To update	https://github.com/Nextomics/NextDenovo	Assembly	nextdenovo	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/nextdenovo	https://github.com/bgruening/galaxytools/tree/master/tools/nextdenovo	2.5.0	nextdenovo	2.5.2	(0/1)	(0/1)	(1/1)	(0/1)
nucleosome_prediction	861.0	2.0	Nucleosome	Prediction of Nucleosomes Positions on the Genome	nucleosome_prediction	nucleosome_prediction		nucleosome_prediction	Prediction of Nucleosomes Positions on the Genome	Prediction and recognition, Nucleosome position prediction, Sequence analysis	Structural genomics, Nucleic acid sites, features and motifs	Up-to-date	https://genie.weizmann.ac.il/software/nucleo_exe.html	Sequence Analysis	nucleosome_prediction	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/nucleosome_prediction	https://github.com/bgruening/galaxytools/tree/master/tools/nucleosome_prediction	3.0	nucleosome_prediction	3.0	(0/1)	(0/1)	(1/1)	(0/1)
numeric_clustering	486.0		numeric_clustering	Clustering tool for numberic values								To update	http://scikit-learn.org/stable/index.html	Statistics	numeric_clustering	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/numeric_clustering	https://github.com/bgruening/galaxytools/tree/master/tools/numeric_clustering	0.9	anaconda		(0/1)	(0/1)	(0/1)	(1/1)
openms			AccurateMassSearch, AdditiveSeries, BaselineFilter, CVInspector, CompNovo, CompNovoCID, ConsensusID, ConsensusMapNormalizer, ConvertTSVToTraML, ConvertTraMLToTSV, DTAExtractor, DeMeanderize, Decharger, DecoyDatabase, Digestor, DigestorMotif, EICExtractor, ERPairFinder, ExternalCalibration, FFEval, FalseDiscoveryRate, FeatureFinderCentroided, FeatureFinderIdentification, FeatureFinderIsotopeWavelet, FeatureFinderMRM, FeatureFinderMetabo, FeatureFinderMultiplex, FeatureFinderSuperHirn, FeatureLinkerLabeled, FeatureLinkerUnlabeled, FeatureLinkerUnlabeledQT, FidoAdapter, FileConverter, FileFilter, FileInfo, FileMerger, FuzzyDiff, HighResPrecursorMassCorrector, IDConflictResolver, IDDecoyProbability, IDExtractor, IDFileConverter, IDFilter, IDMapper, IDMassAccuracy, IDMerger, IDPosteriorErrorProbability, IDRTCalibration, IDRipper, IDScoreSwitcher, IDSplitter, ITRAQAnalyzer, InclusionExclusionListCreator, InspectAdapter, InternalCalibration, IsobaricAnalyzer, LabeledEval, LowMemPeakPickerHiRes, LowMemPeakPickerHiRes_RandomAccess, LuciphorAdapter, MRMMapper, MRMPairFinder, MRMTransitionGroupPicker, MSGFPlusAdapter, MSSimulator, MapAlignmentEvaluation, MapNormalizer, MapRTTransformer, MapStatistics, MascotAdapter, MascotAdapterOnline, MassCalculator, MassTraceExtractor, MetaProSIP, MetaboliteSpectralMatcher, MultiplexResolver, MzMLSplitter, MzTabExporter, NoiseFilterGaussian, NoiseFilterSGolay, OpenSwathAnalyzer, OpenSwathAssayGenerator, OpenSwathChromatogramExtractor, OpenSwathConfidenceScoring, OpenSwathDIAPreScoring, OpenSwathDecoyGenerator, OpenSwathFeatureXMLToTSV, OpenSwathFileSplitter, OpenSwathMzMLFileCacher, OpenSwathRTNormalizer, OpenSwathRewriteToFeatureXML, OpenSwathWorkflow, PTModel, PTPredict, PeakPickerHiRes, PeakPickerIterative, PeakPickerWavelet, PepNovoAdapter, PeptideIndexer, PhosphoScoring, PrecursorIonSelector, PrecursorMassCorrector, ProteinInference, ProteinQuantifier, ProteinResolver, QCCalculator, QCEmbedder, QCExporter, QCExtractor, QCImporter, QCMerger, QCShrinker, RNPxl, RNPxlXICFilter, RTEvaluation, RTModel, RTPredict, SemanticValidator, SequenceCoverageCalculator, SimpleSearchEngine, SpecLibCreator, SpectraFilterBernNorm, SpectraFilterMarkerMower, SpectraFilterNLargest, SpectraFilterNormalizer, SpectraFilterParentPeakMower, SpectraFilterScaler, SpectraFilterSqrtMower, SpectraFilterThresholdMower, SpectraFilterWindowMower, SpectraMerger, SvmTheoreticalSpectrumGeneratorTrainer, TICCalculator, TMTAnalyzer, TOFCalibration, TextExporter, TopPerc, TransformationEvaluation, XMLValidator, XTandemAdapter	OpenMS in version 2.1.								To update		Proteomics	openms	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/openms	https://github.com/bgruening/galaxytools/tree/master/tools/openms	2.1.0	openms	3.1.0	(7/140)	(34/140)	(135/140)	(0/140)
pandas_rolling_window	269.0	7.0	pandas_rolling_window	Rolling window calculations								To update	https://pandas.pydata.org/pandas-docs/stable/reference/api/pandas.DataFrame.rolling.html	Statistics	pandas_rolling_window	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/pandas_rolling_window	https://github.com/bgruening/galaxytools/tree/master/tools/pandas_rolling_window	0.1	numpy		(1/1)	(0/1)	(1/1)	(0/1)
peakachu	3109.0	78.0	peakachu	PEAKachu is a peak-caller for CLIP- and RIP-Seq data								To update		Sequence Analysis, RNA	peakachu	rnateam	https://github.com/tbischler/PEAKachu	https://github.com/bgruening/galaxytools/tree/master/tools/peakachu	0.2.0+galaxy1	peakachu	0.2.0	(0/1)	(0/1)	(1/1)	(0/1)
perf			stats_perf_tool	suitable for boolean classification problems								To update	http://osmot.cs.cornell.edu/kddcup/software.html		stats_perf_tool	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/perf	https://github.com/bgruening/galaxytools/tree/master/tools/perf	5.11.0	perf		(0/1)	(0/1)	(0/1)	(0/1)
pfamscan	165.0	19.0	pfamscan	Search a FASTA sequence against a library of Pfam HMM.	pfamscan	pfamscan		PfamScan	This tool is used to search a FASTA sequence against a library of Pfam HMM.	Protein sequence analysis	Sequence analysis	Up-to-date	http://ftp.ebi.ac.uk/pub/databases/Pfam/Tools/	Sequence Analysis	pfamscan	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/pfamscan	https://github.com/bgruening/galaxytools/tree/master/tools/pfamscan	1.6	pfam_scan	1.6	(1/1)	(1/1)	(1/1)	(1/1)
pg_tools			pg_dump, pg_import, pg_query	tool suite for dealing with Postgresql databases from Galaxy's history								To update	https://www.postgresql.org	Data Export, Data Source	pgtools	bgruening	https://github.com/bgruening/galaxytools/tools/pgtools	https://github.com/bgruening/galaxytools/tree/master/tools/pg_tools		postgresql		(0/3)	(0/3)	(0/3)	(0/3)
pharmcat	82.0	14.0	pharmcat	Pharmacogenomics Clinical Annotation Tool								To update	https://pharmcat.org/	Variant Analysis	pharmcat	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/pharmcat	https://github.com/bgruening/galaxytools/tree/master/tools/pharmcat				(1/1)	(0/1)	(1/1)	(0/1)
piranha	1809.0	39.0	piranha	Piranha is a peak-caller for CLIP- and RIP-Seq data								To update		Sequence Analysis, RNA	piranha	rnateam	https://github.com/galaxyproject/tools-iuc/tree/master/tools/piranha	https://github.com/bgruening/galaxytools/tree/master/tools/piranha	1.2.1.0	piranha	1.2.1	(0/1)	(0/1)	(1/1)	(0/1)
platypus			bg_platypus	efficient and accurate variant-detection in high-throughput sequencing data								To update	http://www.well.ox.ac.uk/platypus	Sequence Analysis	platypus	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/platypus	https://github.com/bgruening/galaxytools/tree/master/tools/platypus	0.0.11	platypus		(0/1)	(0/1)	(0/1)	(0/1)
plotly_ml_performance_plots	1323.0	71.0	plotly_ml_performance_plots	performance plots for machine learning problems								To update	http://scikit-learn.org/stable/modules/classes.html#module-sklearn.metrics	Visualization	plotly_ml_performance_plots	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/plotly_ml_performance_plots	https://github.com/bgruening/galaxytools/tree/master/tools/plotly_ml_performance_plots	0.2	pandas		(1/1)	(1/1)	(1/1)	(0/1)
plotly_parallel_coordinates_plot	652.0	37.0	plotly_parallel_coordinates_plot	parallel coordinates plot produced with plotly								To update	https://plot.ly/python/parallel-coordinates-plot/	Visualization	plotly_parallel_coordinates_plot	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/plotly_parallel_coordinates_plot	https://github.com/bgruening/galaxytools/tree/master/tools/plotly_parallel_coordinates_plot	0.2	python		(1/1)	(1/1)	(1/1)	(0/1)
plotly_regression_performance_plots	843.0	79.0	plotly_regression_performance_plots	performance plots for regression problems								To update	http://scikit-learn.org/stable/supervised_learning.html#supervised-learning	Visualization	plotly_regression_performance_plots	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/plotly_regression_performance_plots	https://github.com/bgruening/galaxytools/tree/master/tools/plotly_regression_performance_plots	0.1	python		(1/1)	(1/1)	(1/1)	(0/1)
protease_prediction	149.0	4.0	eden_protease_prediction	This tool can learn the cleavage specificity of a given class of proteases.								To update	https://github.com/fabriziocosta/eden	Sequence Analysis, Proteomics	protease_prediction	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/protease_prediction	https://github.com/bgruening/galaxytools/tree/master/tools/protease_prediction	0.9	eden	2.0	(0/1)	(0/1)	(1/1)	(0/1)
protein_properties	256.0	15.0	bg_protein_properties	Calculation of various properties from given protein sequences								To update		Sequence Analysis	protein_properties	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/protein_properties	https://github.com/bgruening/galaxytools/tree/master/tools/protein_properties	0.2.0	biopython	1.70	(0/1)	(0/1)	(1/1)	(0/1)
improviser			proteomics_improviser	Visualisation of PepXML files								To update	http://www.improviser.uni-freiburg.de/	Proteomics	proteomics_improviser	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/proteomics/improviser	https://github.com/bgruening/galaxytools/tree/master/tools/proteomics/improviser	1.1.0.1			(0/1)	(0/1)	(0/1)	(0/1)
racon	21353.0	309.0	racon	Consensus module for raw de novo DNA assembly of long uncorrected reads.	Racon	Racon		Racon	Consensus module for raw de novo DNA assembly of long uncorrected readsRacon is intended as a standalone consensus module to correct raw contigs generated by rapid assembly methods which do not include a consensus step. The goal of Racon is to generate genomic consensus which is of similar or better quality compared to the output generated by assembly methods which employ both error correction and consensus steps, while providing a speedup of several times compared to those methods. It supports data produced by both Pacific Biosciences and Oxford Nanopore Technologies.	Genome assembly, Mapping assembly	Whole genome sequencing, Sequence assembly	Up-to-date	https://github.com/isovic/racon	Sequence Analysis	racon	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/racon	https://github.com/bgruening/galaxytools/tree/master/tools/racon	1.5.0	racon	1.5.0	(1/1)	(1/1)	(1/1)	(1/1)
repeat_masker	3750.0	248.0	repeatmasker_wrapper	RepeatMasker is a program that screens DNA sequences for interspersed repeats and low complexity DNA sequences.								To update	http://www.repeatmasker.org/	Sequence Analysis	repeat_masker	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/repeat_masker	https://github.com/bgruening/galaxytools/tree/master/tools/repeat_masker	0.1.2	RepeatMasker	4.1.5	(1/1)	(1/1)	(1/1)	(1/1)
replaceColumn			replace_column_with_key_value_file	A tool to replace all column entries of a file given by values of a key-value file.								To update		Text Manipulation	replace_column_by_key_value_file	bgruening	https://github.com/bgruening/galaxytools/tree/replaceColumn/tools/replaceColumn	https://github.com/bgruening/galaxytools/tree/master/tools/replaceColumn	0.2			(1/1)	(1/1)	(1/1)	(1/1)
rest_tool			pubchem_rest_tool	This tool fetches data from pubchem via the PubChem REST API.								To update	https://pubchem.ncbi.nlm.nih.gov/pug_rest/PUG_REST.html	Data Source	pubchem_rest_tool	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/rest_tool	https://github.com/bgruening/galaxytools/tree/master/tools/rest_tool	0.1.0			(0/1)	(0/1)	(0/1)	(0/1)
antarna	52.0	2.0	antarna	antaRNA uses ant colony optimization to solve the inverse folding problem in RNA research .								To update		RNA	antarna	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/antarna/	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/antarna	1.1	antarna	2.0.1.2	(0/1)	(0/1)	(1/1)	(0/1)
aresite2	65.0	4.0	AREsite2_REST	AREsite2 REST Interface								To update	http://rna.tbi.univie.ac.at/AREsite	RNA, Data Source, Sequence Analysis	aresite2	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/aresite2	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/aresite2	0.1.2	python		(0/1)	(0/1)	(1/1)	(0/1)
blockclust	1478.0	15.0	blockclust	BlockClust detects transcripts with similar processing patterns.								Up-to-date	https://github.com/bgruening/galaxytools/tree/master/workflows/blockclust	RNA	blockclust	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/blockclust	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/blockclust	1.1.1	blockclust	1.1.1	(1/1)	(1/1)	(1/1)	(0/1)
cmsearch_deoverlap	102.0	1.0	cmsearch_deoverlap	removes lower scoring overlaps from cmsearch results.	cmsearch-deoverlap	cmsearch-deoverlap		cmsearch-deoverlap	Removes lower scoring overlaps from cmsearch results.	Comparison, Alignment	Biology, Medicine	To update	https://github.com/EBI-Metagenomics/pipeline-v5/blob/master/tools/RNA_prediction/cmsearch-deoverlap/cmsearch-deoverlap.pl	RNA	cmsearch_deoverlap	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/cmsearch_deoverlap	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/cmsearch_deoverlap	0.08+galaxy2	perl		(0/1)	(0/1)	(1/1)	(0/1)
cmv	70.0	1.0	cmcv, cmv, hmmcv, hmmv	cmv is a collection of tools for the visualisation of Hidden Markov Models and RNA-family models.								Up-to-date	https://github.com/eggzilla/cmv	RNA	cmv	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/cmv	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/cmv	1.0.8	cmv	1.0.8	(0/4)	(0/4)	(2/4)	(0/4)
cofold	342.0	8.0	cofold	Cofold predicts RNA secondary structures that takes co-transcriptional folding into account.								To update	http://www.e-rna.org/cofold/	RNA	cofold	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/cofold	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/cofold	2.0.4.0	cofold	2.0.4	(0/1)	(0/1)	(1/1)	(0/1)
compalignp	220.0		compalignp	Compute fractional identity between trusted alignment and test alignment								Up-to-date		RNA, Sequence Analysis	compalignp	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/compalignp/	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/compalignp	1.0	compalignp	1.0	(0/1)	(0/1)	(1/1)	(0/1)
coprarna			coprarna	Target prediction for prokaryotic trans-acting small RNAs								To update	https://github.com/PatrickRWright/CopraRNA	RNA, Sequence Analysis	coprarna	rnateam	https://github.com/PatrickRWright/CopraRNA	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/coprarna	2.1.1	coprarna	2.1.4	(0/1)	(0/1)	(0/1)	(0/1)
dewseq	72.0	11.0	dewseq	DEWSeq is a sliding window based peak caller for eCLIP/iCLIP data								To update	https://github.com/EMBL-Hentze-group/DEWSeq_analysis_helpers	Sequence Analysis, RNA, CLIP-seq	dewseq	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/dewseq	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/dewseq	0.1.0+galaxy0	python		(0/1)	(0/1)	(1/1)	(0/1)
dorina	1086.0	1.0	dorina_search	data source for RNA interactions in post-transcriptional regulation								To update		RNA, Data Source	dorina	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/dorina/	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/dorina	1.0			(0/1)	(0/1)	(1/1)	(0/1)
dot2ct			rnastructure_dot2ct	Dot-Bracket to Connect Table (CT)								To update		Sequence Analysis, RNA	dot2ct	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/dot2ct	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/dot2ct	5.7.a	rnastructure	6.4	(0/1)	(0/1)	(0/1)	(0/1)
dotknot	83.0	1.0	dotknot	DotKnot is a heuristic method for pseudoknot prediction in a given RNA sequence								To update	http://dotknot.csse.uwa.edu.au/	RNA, Proteomics	dotknot	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/rna/dotknot	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/dotknot	1.3.1	vienna_rna		(0/1)	(0/1)	(1/1)	(0/1)
exparna			exparna	ExpaRNA is a fast, motif-based comparison and alignment tool for RNA molecules.								Up-to-date	http://rna.informatik.uni-freiburg.de/ExpaRNA/Input.jsp	RNA	exparna	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/exparna	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/exparna	1.0.1	exparna	1.0.1	(0/1)	(0/1)	(0/1)	(0/1)
graphprot			graphprot_predict_profile	GraphProt models binding preferences of RNA-binding proteins.								To update	https://github.com/dmaticzka/GraphProt	Sequence Analysis, RNA, CLIP-seq	graphprot	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/graphprot	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/graphprot	1.1.7+galaxy1	graphprot	1.1.7	(0/1)	(0/1)	(1/1)	(0/1)
htseq-clip			htseq_clip	htseq-clip is a toolset for the analysis of eCLIP/iCLIP datasets								To update	https://github.com/EMBL-Hentze-group/htseq-clip	Sequence Analysis, RNA, CLIP-seq	htseq_clip	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/htseq-clip	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/htseq-clip	0.1.0+galaxy0	htseq-clip	2.19.0b0	(0/1)	(0/1)	(1/1)	(0/1)
infernal	100230.0	67.0	infernal_cmalign, infernal_cmbuild, infernal_cmpress, infernal_cmscan, infernal_cmsearch, infernal_cmstat	"Infernal (""INFERence of RNA ALignment"") is for searching DNA sequence databases for RNA structure and sequence similarities."	infernal	infernal		Infernal	"Infernal (""INFERence of RNA ALignment"") is for searching DNA sequence databases for RNA structure and sequence similarities. It is an implementation of a special case of profile stochastic context-free grammars called covariance models (CMs). A CM is like a sequence profile, but it scores a combination of sequence consensus and RNA secondary structure consensus, so in many cases, it is more capable of identifying RNA homologs that conserve their secondary structure more than their primary sequence."	Nucleic acid feature detection	Sequence sites, features and motifs, Structural genomics	To update	http://infernal.janelia.org/	RNA	infernal	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/infernal	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/infernal	1.1.4	infernal	1.1.5	(0/6)	(6/6)	(6/6)	(0/6)
inforna				INFO-RNA is a service for the design of RNA sequences that fold into a given pseudo-knot free RNA secondary structure.								To update	http://rna.informatik.uni-freiburg.de/INFORNA/Input.jsp	RNA	inforna	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/inforna	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/inforna				(0/1)	(0/1)	(0/1)	(0/1)
intarna	7569.0	23.0	intarna	Efficient RNA-RNA interaction prediction incorporating accessibility and seeding of interaction sites.								Up-to-date	https://github.com/BackofenLab/IntaRNA	RNA	intarna	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/intarna	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/intarna	3.4.0	intarna	3.4.0	(0/1)	(0/1)	(1/1)	(0/1)
kinwalker	70.0	3.0		Kinwalker splits the folding process into a series of events where each event can either be a folding event or a transcription event.								To update	http://www.bioinf.uni-leipzig.de/Software/Kinwalker/	RNA	kinwalker	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/kinwalker	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/kinwalker				(0/1)	(0/1)	(0/1)	(0/1)
locarna			locarna_exparnap, locarna_multiple, locarna_pairwise, locarna_pairwise_p, locarna_reliability_profile	LocARNA - A suite for multiple alignment and folding of RNAs								To update	http://www.bioinf.uni-freiburg.de/Software/LocARNA/	RNA	locarna	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/locarna	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/locarna	1.9.2.3	locarna	2.0.0	(0/5)	(0/5)	(1/5)	(0/5)
mea	85.0	3.0	mea	Maximum expected accuracy prediction								To update	http://www.bioinf.uni-leipzig.de/Software/mea	RNA	mea	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/mea	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/mea	0.6.4.1	mea	0.6.4	(0/1)	(0/1)	(1/1)	(0/1)
mqc	76.0	5.0	mqc	Ribosome profiling mapping quality control tool								To update	https://github.com/Biobix/mQC	Sequence Analysis	mqc	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/mqc/	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/mqc	1.9	mqc	1.10	(0/1)	(0/1)	(1/1)	(0/1)
nastiseq	40.0		nastiseq	A method to identify cis-NATs using ssRNA-seq								Up-to-date	https://ohlerlab.mdc-berlin.de/software/NASTIseq_104/	RNA	nastiseq	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/nastiseq	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/nastiseq	1.0	r-nastiseq	1.0	(0/1)	(0/1)	(1/1)	(0/1)
paralyzer	299.0	7.0	paralyzer	A method to generate a high resolution map of interaction sites between RNA-binding proteins and their targets.								Up-to-date	https://ohlerlab.mdc-berlin.de/software/PARalyzer_85/	RNA	paralyzer	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/paralyzer	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/paralyzer	1.5	paralyzer	1.5	(0/1)	(0/1)	(1/1)	(0/1)
pipmir	275.0	21.0	pipmir	A method to identify novel plant miRNA.								To update	https://ohlerlab.mdc-berlin.de/software/Pipeline_for_the_Identification_of_Plant_miRNAs_84/	RNA	pipmir	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/pipmir	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/pipmir	0.1.0	pipmir	1.1	(0/1)	(0/1)	(1/1)	(0/1)
rRNA			meta_rna	Identification of ribosomal RNA genes in metagenomic fragments.								To update	http://weizhong-lab.ucsd.edu/meta_rna/	RNA	rrna	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rRNA	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/rRNA	0.1	hmmsearch3.0		(0/1)	(0/1)	(0/1)	(0/1)
rbpbench	36.0		rbpbench	Evaluate CLIP-seq and other genomic region data using a comprehensive collection of RBP binding motifs	rbpbench	rbpbench		RBPBench	Evaluate CLIP-seq and other genomic region data using a comprehensive collection of RBP binding motifs		RNA, Protein interactions, RNA immunoprecipitation, Bioinformatics, Sequence analysis	Up-to-date	https://github.com/michauhl/RBPBench	Sequence Analysis, RNA, CLIP-seq	rbpbench	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/rbpbench	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/rbpbench	0.8.1	rbpbench	0.8.1	(0/1)	(0/1)	(1/1)	(0/1)
rcas	1226.0	38.0	rcas	RCAS (RNA Centric Annotation System) for functional analysis of transcriptome-wide regions detected by high-throughput experiments								To update	https://github.com/BIMSBbioinfo/RCAS	RNA	rcas	rnateam	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/rcas/	https://github.com/bgruening/galaxytools/tree/master/tools/rna_tools/rcas	1.5.4	bioconductor-rcas	1.28.2	(0/1)	(0/1)	(1/1)	(0/1)
