Galaxy wrapper id	https://usegalaxy.eu usage	Galaxy tool ids	Description	bio.tool id	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper version	Conda id	Conda version	https://usegalaxy.org	https://usegalaxy.org.au	https://usegalaxy.eu
sleuth	8	sleuth	Sleuth is a program for differential analysis of RNA-Seq data.	sleuth	sleuth	A statistical model and software application for RNA-seq differential expression analysis.	Expression data visualisation, Differential gene expression analysis, Gene expression profiling, Statistical calculation	RNA-seq, Gene expression, Statistics and probability	Up-to-date	https://github.com/pachterlab/sleuth	Transcriptomics, RNA, Statistics	sleuth	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/sleuth	0.30.1	r-sleuth	0.30.1	(0/1)	(0/1)	(1/1)
smudgeplot	22	smudgeplot	Inference of ploidy and heterozygosity structure using whole genome sequencing	smudgeplots	Smudgeplots	Reference-free profiling of polyploid genomes | Inference of ploidy and heterozygosity structure using whole genome sequencing data | Smudgeplots are computed from raw or even better from trimmed reads and show the haplotype structure using heterozygous kmer pairs. For example: | This tool extracts heterozygous kmer pairs from kmer dump files and performs gymnastics with them. We are able to disentangle genome structure by comparing the sum of kmer pair coverages (CovA + CovB) to their relative coverage (CovA / (CovA + CovB)). Such an approach also allows us to analyze obscure genomes with duplications, various ploidy levels, etc | GenomeScope 2.0 and Smudgeplots: Reference-free profiling of polyploid genomes Timothy Rhyker Ranallo-Benavidez, Kamil S. Jaron, Michael C. Schatz bioRxiv 747568; doi: https://doi.org/10.1101/747568	Sequence trimming, Genotyping, k-mer counting	Sequence assembly, Genetic variation, Mathematics	Up-to-date	https://github.com/KamilSJaron/smudgeplot	Assembly	smudgeplot	galaxy-australia	https://github.com/galaxyproject/tools-iuc	0.2.5	smudgeplot	0.2.5	(1/1)	(1/1)	(1/1)
sniffles	58	sniffles	Galaxy wrapper for sniffles	sniffles	Sniffles	An algorithm for structural variation detection from third generation sequencing alignment.	Sequence analysis, Structural variation detection	DNA structural variation, Sequencing	To update	https://github.com/fritzsedlazeck/Sniffles	Sequence Analysis	sniffles	iuc	https://github.com/galaxyproject/tools-iuc	1.0.12	sniffles	2.2	(1/1)	(1/1)	(1/1)
snipit	22	snipit	Summarise snps relative to a reference sequence						To update	https://github.com/aineniamh/snipit	Variant Analysis, Sequence Analysis	snipit	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/snipit	1.0.7	snipit	1.2	(0/1)	(0/1)	(1/1)
snippy	1035	snippy_core, snippy, snippy_clean_full_aln	Contains the snippy tool for characterising microbial snps	snippy	snippy	Rapid haploid variant calling and core SNP phylogeny generation.	Phylogenetic tree visualisation, Phylogenetic tree generation, Variant calling	Genomics, Model organisms, DNA polymorphism, Phylogenetics	To update	https://github.com/tseemann/snippy	Sequence Analysis	snippy	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/snippy		snippy	4.6.0	(3/3)	(3/3)	(3/3)
snpfreqplot	156	snpfreqplot	Generates a heatmap of allele frequencies grouped by variant type for SARS-CoV-2 data						To update	https://github.com/galaxyproject/tools-iuc/tree/master/tools/snpfreqplot/	Variant Analysis	snpfreqplot	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/snpfreqplot/	1.0	r-base		(1/1)	(1/1)	(1/1)
socru	13	socru	Order and orientation of complete bacterial genomes						To update	https://github.com/quadram-institute-bioscience/socru	Sequence Analysis	socru	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/socru	2.1.7	socru	2.2.4	(1/1)	(0/1)	(1/1)
sonneityping	1	sonneityping	Scripts for parsing Mykrobe predict results for Shigella sonnei.						Up-to-date	https://github.com/katholt/sonneityping	Sequence Analysis	sonneityping	iuc	https://github.com/katholt/sonneityping	20210201	sonneityping	20210201	(0/1)	(0/1)	(1/1)
spades	2309	spades_biosyntheticspades, spades_coronaspades, spades_metaplasmidspades, metaspades, spades_metaviralspades, spades_plasmidspades, rnaspades, spades_rnaviralspades, spades	SPAdes is an assembly toolkit containing various assembly pipelines. It implements the following 4 stages: assembly graph construction, k-bimer adjustment, construction of paired assembly graph and contig construction.						Up-to-date	https://github.com/ablab/spades	Assembly, RNA, Metagenomics	spades	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/spades	3.15.5	spades	3.15.5	(9/9)	(9/9)	(9/9)
spaln	34	list_spaln_tables, spaln	Spaln (space-efficient spliced alignment) maps and aligns a set of cDNA or protein sequences onto a whole genomic sequence.						To update	http://www.genome.ist.i.kyoto-u.ac.jp/~aln_user/spaln/	Sequence Analysis, Genome annotation	spaln	iuc	https://github.com/ogotoh/spaln	2.4.9	python		(2/2)	(0/2)	(2/2)
spotyping	12	spotyping	SpoTyping allows fast and accurate in silico Mycobacterium spoligotyping from sequence reads	spotyping	SpoTyping	Fast and accurate in silico Mycobacterium spoligotyping from sequence reads.	Variant pattern analysis	Microbiology, Sequencing, Sequence composition, complexity and repeats, Genetic variation	Up-to-date	https://github.com/xiaeryu/SpoTyping-v2.0	Sequence Analysis	spotyping	iuc	https://github.com/xiaeryu/SpoTyping-v2.0/tree/master/SpoTyping-v2.0-commandLine	2.1	spotyping	2.1	(0/1)	(0/1)	(1/1)
spyboat	1	spyboat	Wavelet analysis for 3d-image stacks						To update	http://github.com/tensionhead/spyboat	Imaging, Graphics	spyboat	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/packages/spyboat	0.1.2	spyboat		(0/1)	(0/1)	(1/1)
srst2	22	srst2	SRST2 Short Read Sequence Typing for Bacterial Pathogens						To update	http://katholt.github.io/srst2/	Metagenomics	srst2	iuc	https://github.com/katholt/srst2	0.2.0	samtools	1.19	(0/1)	(0/1)	(1/1)
star_fusion	35	star_fusion	STAR Fusion detects fusion genes in RNA-Seq data after running RNA-STAR						To update		Sequence Analysis, Transcriptomics	star_fusion	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/star_fusion	0.5.4-3+galaxy1	star-fusion	1.12.0	(1/1)	(1/1)	(1/1)
stringtie	1427	stringtie, stringtie_merge	StringTie is a fast and highly efficient assembler of RNA-Seq alignments into potential transcripts.	stringtie	StringTie	Fast and highly efficient assembler of RNA-Seq alignments into potential transcripts. It uses a novel network flow algorithm as well as an optional de novo assembly step to assemble and quantitate full-length transcripts representing multiple splice variants for each gene locus.	Transcriptome assembly, RNA-Seq analysis	Transcriptomics, RNA-seq	Up-to-date	http://ccb.jhu.edu/software/stringtie/	Transcriptomics	stringtie	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/stringtie	2.2.1	stringtie	2.2.1	(2/2)	(2/2)	(2/2)
structure	59	structure	for using multi-locus genotype data to investigate population structure.	structure	Structure	The program structureis a free software package for using multi-locus genotype data to investigate population structure. Its uses include inferring the presence of distinct populations, assigning individuals to populations, studying hybrid zones, identifying migrants and admixed individuals, and estimating population allele frequencies in situations where many individuals are migrants or admixed.	Genetic variation analysis	Population genetics	Up-to-date		Phylogenetics, Variant Analysis	structure	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/structure	2.3.4	structure	2.3.4	(0/1)	(0/1)	(1/1)
syndiva	2	syndiva	SynDivA was developed to analyze the diversity of synthetic libraries of a Fibronectin domain.						To update		Proteomics	syndiva	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/SynDivA	1.0	clustalo	1.2.4	(0/1)	(0/1)	(1/1)
table_compute	741	table_compute	Perform general-purpose table operations						To update		Text Manipulation	table_compute	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/table_compute	1.2.4	pandas		(1/1)	(1/1)	(1/1)
tabular_to_fastq	200	tabular_to_fastq	Tabular to FASTQ converter						Up-to-date	https://github.com/galaxyproject/sequence_utils	Fastq Manipulation	tabular_to_fastq	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/galaxy_sequence_utils/tabular_to_fastq	1.1.5	galaxy_sequence_utils	1.1.5	(1/1)	(1/1)	(1/1)
tag_pileup_frequency	7	tag_pileup_frequency	Contains a tool that generates a frequency pileup of the 5' ends of aligned reads in a BAM filerelative to reference points in a BED file.						To update	https://github.com/seqcode/cegr-tools/tree/master/src/org/seqcode/cegrtools/tagpileup	Statistics, SAM, Genomic Interval Operations	tag_pileup_frequency	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/tag_pileup_frequency	1.0.2	openjdk		(1/1)	(0/1)	(1/1)
taxonomy_krona_chart	1801	taxonomy_krona_chart	Krona pie chart from taxonomic profile	krona	Krona	Krona creates interactive HTML5 charts of hierarchical data (such as taxonomic abundance in a metagenome).	Visualisation	Metagenomics	To update	http://sourceforge.net/projects/krona/	Assembly	taxonomy_krona_chart	crs4	https://github.com/galaxyproject/tools-iuc/tree/master/tools/taxonomy_krona_chart	2.7.1+galaxy0	krona	2.8.1	(1/1)	(1/1)	(1/1)
tb_variant_filter	209	tb_variant_filter	M. tuberculosis H37Rv VCF filter						Up-to-date	https://github.com/COMBAT-TB/tb_variant_filter	Variant Analysis	tb_variant_filter	iuc	https://github.com/COMBAT-TB/tb_variant_filter	0.4.0	tb_variant_filter	0.4.0	(1/1)	(1/1)	(1/1)
tbl2gff3	229	tbl2gff3	Table to GFF3						To update	https://github.com/galaxyproject/tools-iuc/tree/master/tools/tbl2gff3	Convert Formats, Sequence Analysis	tbl2gff3	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/tbl2gff3	1.2	bcbiogff	0.6.6	(0/1)	(1/1)	(1/1)
tbvcfreport	167	tbvcfreport	Generate HTML report from SnpEff M.tuberculosis VCF(s)						Up-to-date	https://github.com/COMBAT-TB/tbvcfreport	Variant Analysis	tbvcfreport	iuc	https://github.com/galaxyproject/tools-iuc/blob/master/tools/tbvcfreport	0.1.10	tbvcfreport	0.1.10	(1/1)	(1/1)	(1/1)
te_finder	7	te_finder	Transposable element insertions finder	tefinder	TEfinder	A Bioinformatics Pipeline for Detecting New Transposable Element Insertion Events in Next-Generation Sequencing Data.A bioinformatics tool for detecting novel transposable element insertions.TEfinder uses discordant reads to detect novel transposable element insertion events in paired-end sample sequencing data.	Genome indexing, Variant calling, PCR primer design	Sequencing, Mobile genetic elements, Workflows, Evolutionary biology, Genetic variation	To update	https://github.com/VistaSohrab/TEfinder	Sequence Analysis	te_finder	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/te_finder/	1.0.1	samtools	1.19	(0/1)	(0/1)	(1/1)
tetyper	8	tetyper	Type a specific transposable element (TE) of interest from paired-end sequencing data.						Up-to-date	https://github.com/aesheppard/TETyper	Sequence Analysis	tetyper	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/tetyper	1.1	tetyper	1.1	(1/1)	(0/1)	(1/1)
tn93	7	tn93_readreduce, tn93, tn93_cluster, tn93_filter	Compute distances between sequences						To update	https://github.com/veg/tn93/	Sequence Analysis	tn93	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/tn93/	1.0.6	tn93	1.0.13	(4/4)	(0/4)	(4/4)
transdecoder	348	transdecoder	TransDecoder finds coding regions within transcripts	TransDecoder	TransDecoder	TransDecoder identifies candidate coding regions within transcript sequences, such as those generated by de novo RNA-Seq transcript assembly using Trinity, or constructed based on RNA-Seq alignments to the genome using Tophat and Cufflinks.	Coding region prediction, de Novo sequencing, De-novo assembly	Genomics, Gene transcripts, RNA-Seq, Gene expression, Sequence assembly, Whole genome sequencing	To update	https://transdecoder.github.io/	Transcriptomics, RNA	transdecoder	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/transdecoder	5.5.0	transdecoder	5.7.1	(1/1)	(1/1)	(1/1)
transtermhp	5	transtermhp	Finds rho-independent transcription terminators in bacterial genomes						To update		Sequence Analysis	transtermhp	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/transtermhp		transtermhp	2.09	(1/1)	(0/1)	(1/1)
trimmomatic	5862	trimmomatic	A flexible read trimming tool for Illumina NGS data						Up-to-date	http://www.usadellab.org/cms/?page=trimmomatic	Fastq Manipulation	trimmomatic	pjbriggs	https://github.com/galaxyproject/tools-iuc/tree/main/packages/trimmomatic	0.39	trimmomatic	0.39	(1/1)	(1/1)	(1/1)
trinity	678	trinity_abundance_estimates_to_matrix, trinity_align_and_estimate_abundance, trinity_analyze_diff_expr, trinity_contig_exn50_statistic, trinity_define_clusters_by_cutting_tree, describe_samples, trinity_filter_low_expr_transcripts, trinity_gene_to_trans_map, trinity_run_de_analysis, trinity_samples_qccheck, trinity_super_transcripts, trinity, trinity_stats	Trinity represents a method for the efficient and robust de novo reconstruction of transcriptomes from RNA-seq datahttps://github.com/trinityrnaseq/trinityrnaseq	trinity	Trinity	Trinity is a transcriptome assembler which relies on three different tools, inchworm an assembler, chrysalis which pools contigs and butterfly which amongst others compacts a graph resulting from butterfly with reads.	Transcriptome assembly	Transcriptomics, Gene expression, Gene transcripts	Up-to-date	https://github.com/trinityrnaseq/trinityrnaseq	Transcriptomics, RNA		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/trinity	2.15.1	trinity	2.15.1	(8/13)	(11/13)	(13/13)
trinotate	151	trinotate	Trinotate is a comprehensive annotation suite designed for automatic functional annotation of de novo transcriptomes.	trinotate	Trinotate	Comprehensive annotation suite designed for automatic functional annotation of transcriptomes, particularly de novo assembled transcriptomes, from model or non-model organisms.	Gene functional annotation	Gene expression, Transcriptomics	To update	https://trinotate.github.io/	Transcriptomics, RNA	trinotate	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/trinotate	3.2.2	trinotate	4.0.2	(1/1)	(1/1)	(1/1)
tsne	10	tsne	T-Distributed Stochastic Neighbor Embedding using a Barnes-Hut Implementation						To update	https://cran.r-project.org/web/packages/Rtsne/	Text Manipulation	tsne	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/tsne	0.0.2	r-rtsne	0.13	(1/1)	(0/1)	(1/1)
tximport	88	tximport	Wrapper for the Bioconductor package tximport	tximport	tximport	An R/Bioconductor package that imports transcript-level abundance, estimated counts and transcript lengths, and summarizes into matrices for use with downstream gene-level analysis packages.	Pathway or network analysis, Formatting, RNA-Seq analysis	Transcriptomics, Gene transcripts, Workflows	To update	http://bioconductor.org/packages/tximport/	Transcriptomics	tximport	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/tximport	1.22.0	bioconductor-tximport	1.30.0	(1/1)	(0/1)	(1/1)
unicycler	1558	unicycler	Unicycler is a hybrid assembly pipeline for bacterial genomes.	unicycler	Unicycler	A tool for assembling bacterial genomes from a combination of short (2nd generation) and long (3rd generation) sequencing reads.	Genome assembly, Aggregation	Microbiology, Genomics, Sequencing, Sequence assembly	Up-to-date	https://github.com/rrwick/Unicycler	Assembly	unicycler	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/unicycler	0.5.0	unicycler	0.5.0	(1/1)	(1/1)	(1/1)
usher	5	usher_matutils, usher	UShER toolkit wrappers						To update	https://github.com/yatisht/usher	Phylogenetics	usher	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/usher	0.2.1	usher	0.6.3	(0/2)	(0/2)	(2/2)
valet	20	valet	A pipeline for detecting mis-assemblies in metagenomic assemblies.						To update	https://github.com/marbl/VALET	Metagenomics	valet	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/valet		valet	1.0	(1/1)	(0/1)	(1/1)
vapor	94	vapor	Classify Influenza samples from raw short read sequence data	vapor	VAPOR	VAPOR is a tool for classification of Influenza samples from raw short read sequence data for downstream bioinformatics analysis. VAPOR is provided with a fasta file of full-length sequences (> 20,000) for a given segment, a set of reads, and attempts to retrieve a reference that is closest to the sample strain.	Data retrieval, De-novo assembly, Read mapping	Whole genome sequencing, Mapping, Sequence assembly	Up-to-date	https://github.com/connor-lab/vapor	Sequence Analysis	vapor	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/vapor	1.0.2	vapor	1.0.2	(1/1)	(0/1)	(1/1)
varscan	246	varscan_copynumber, varscan_mpileup, varscan_somatic	VarScan is a variant caller for high-throughput sequencing data						To update	https://dkoboldt.github.io/varscan/	Variant Analysis	varscan	iuc	https://github.com/galaxyproject/iuc/tree/master/tools/varscan	2.4.3	varscan	2.4.6	(3/3)	(1/3)	(3/3)
vcf2maf	29	vcf2maf	vcf2maf: Convert VCF into MAF						Up-to-date		Convert Formats	vcf2maf	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/vcf2maf	1.6.21	vcf2maf	1.6.21	(0/1)	(1/1)	(1/1)
vcf2tsv	352	vcf2tsv	Converts VCF files into tab-delimited format						To update	https://github.com/ekg/vcflib	Variant Analysis, Convert Formats	vcf2tsv	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/vcflib/vcf2tsv		vcflib	1.0.9	(1/1)	(1/1)	(1/1)
vcfaddinfo	8	vcfaddinfo	Adds info fields from the second dataset which are not present in the first dataset.						To update	https://github.com/ekg/vcflib	Variant Analysis	vcfaddinfo	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/vcflib/vcfaddinfo		vcflib	1.0.9	(1/1)	(1/1)	(1/1)
vcfallelicprimitives	286	vcfallelicprimitives	Splits alleleic primitives (gaps or mismatches) into multiple VCF lines						To update	https://github.com/ekg/vcflib	Variant Analysis	vcfallelicprimitives	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/vcflib/vcfallelicprimitives		vcflib	1.0.9	(1/1)	(1/1)	(1/1)
vcfanno	87	vcfanno	Annotate VCF files	vcfanno	vcfanno	Fast, flexible annotation of genetic variants.	SNP annotation	Genetic variation, Data submission, annotation and curation	To update	https://github.com/brentp/vcfanno	Variant Analysis	vcfanno	iuc	https://github.com/galaxyproject/tools-iuc/vcfanno/	0.3.3	vcfanno	0.3.5	(0/1)	(0/1)	(1/1)
vcfannotate	77	vcfannotate	Intersect VCF records with BED annotations						To update	https://github.com/ekg/vcflib	Variant Analysis	vcfannotate	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/vcflib/vcfannotate		vcflib	1.0.9	(1/1)	(1/1)	(1/1)
vcfannotategenotypes	28	vcfannotategenotypes	Annotate genotypes in a VCF dataset using genotypes from another VCF dataset.						To update	https://github.com/ekg/vcflib	Variant Analysis	vcfannotategenotypes	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/vcflib/vcfannotategenotypes		vcflib	1.0.9	(1/1)	(1/1)	(1/1)
vcfbedintersect	80	vcfbedintersect	Intersect VCF and BED datasets						To update	https://github.com/ekg/vcflib	Variant Analysis	vcfbedintersect	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/vcflib/vcfbedintersect		vcflib	1.0.9	(1/1)	(1/1)	(1/1)
vcfbreakcreatemulti	13	vcfbreakcreatemulti	Break multiple alleles into multiple records, or combine overallpoing alleles into a single record						To update	https://github.com/ekg/vcflib	Variant Analysis	vcfbreakcreatemulti	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/vcflib/vcfbreakcreatemulti		vcflib	1.0.9	(1/1)	(1/1)	(1/1)
vcfcheck	39	vcfcheck	Verify that the reference allele matches the reference genome						To update	https://github.com/ekg/vcflib	Variant Analysis	vcfcheck	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/vcflib/vcfcheck		vcflib	1.0.9	(1/1)	(1/1)	(1/1)
vcfcombine	99	vcfcombine	Combine multiple VCF datasets						To update	https://github.com/ekg/vcflib	Variant Analysis	vcfcombine	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/vcflib/vcfcombine		vcflib	1.0.9	(1/1)	(1/1)	(1/1)
vcfcommonsamples	14	vcfcommonsamples	Output records belonging to samples commong between two datasets.						To update	https://github.com/ekg/vcflib	Variant Analysis	vcfcommonsamples	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/vcflib/vcfcommonsamples		vcflib	1.0.9	(1/1)	(1/1)	(1/1)
vcfdistance	40	vcfdistance	Calculate distance to the nearest variant.						To update	https://github.com/ekg/vcflib	Variant Analysis	vcfdistance	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/vcflib/vcfdistance		vcflib	1.0.9	(1/1)	(1/1)	(1/1)
vcffixup	71	vcffixup	Count the allele frequencies across alleles present in each record in the VCF file.						To update	https://github.com/ekg/vcflib	Variant Analysis	vcffixup	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/vcflib/vcffixup		vcflib	1.0.9	(1/1)	(1/1)	(1/1)
vcfgeno2haplo	36	vcfgeno2haplo	Convert genotype-based phased alleles into haplotype alleles						To update	https://github.com/ekg/vcflib	Variant Analysis	vcfgeno2haplo	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/vcflib/vcfgeno2haplo		vcflib	1.0.9	(1/1)	(1/1)	(1/1)
vcfgenotypes	48	vcfgenotypes	Convert numerical representation of genotypes to allelic.						To update	https://github.com/ekg/vcflib	Variant Analysis	vcfgenotypes	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/vcflib/vcfgenotypes		vcflib	1.0.9	(1/1)	(1/1)	(1/1)
vcfhethom	90	vcfhethom	Count the number of heterozygotes and alleles, compute het/hom ratio.						To update	https://github.com/ekg/vcflib	Variant Analysis	vcfhethom	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/vcflib/vcfhethom		vcflib	1.0.9	(1/1)	(1/1)	(1/1)
vcfleftalign	10	vcfleftalign	Left-align indels and complex variants in VCF dataset						To update	https://github.com/ekg/vcflib	Variant Analysis	vcfleftalign	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/vcflib/vcfleftalign		vcflib	1.0.9	(1/1)	(1/1)	(1/1)
vcfprimers	12	vcfprimers	Extract flanking sequences for each VCF record						To update	https://github.com/ekg/vcflib	Variant Analysis	vcfprimers	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/vcflib/vcfprimers		vcflib	1.0.9	(1/1)	(1/1)	(1/1)
vcfrandomsample	5	vcfrandomsample	Randomly sample sites from VCF dataset						To update	https://github.com/ekg/vcflib	Variant Analysis	vcfrandomsample	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/vcflib/vcfrandomsample		vcflib	1.0.9	(1/1)	(1/1)	(1/1)
vcfselectsamples	29	vcfselectsamples	Select samples from a VCF file						To update	https://github.com/ekg/vcflib	Variant Analysis	vcfselectsamples	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/vcflib/vcfselectsamples		vcflib	1.0.9	(1/1)	(1/1)	(1/1)
vcfsort	63	vcfsort	Sort VCF dataset by coordinate						To update	https://github.com/ekg/vcflib	Variant Analysis	vcfsort	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/vcflib/vcfsort		vcflib	1.0.9	(1/1)	(1/1)	(1/1)
vcfvcfintersect	265	vcfvcfintersect	Intersect two VCF datasets						To update	https://github.com/ekg/vcflib	Variant Analysis	vcfvcfintersect	devteam	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/vcflib/vcfvcfintersect		vcflib	1.0.9	(1/1)	(1/1)	(1/1)
verkko	9	verkko	Telomere-to-telomere assembly pipeline						To update	https://github.com/marbl/verkko	Assembly	verkko	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/verkko	1.3.1	verkko	1.4.1	(0/1)	(0/1)	(1/1)
virhunter	40	virhunter	Deep Learning method for novel virus detection in sequencing data	virhunter	VirHunter	VirHunter is a deep learning method that uses Convolutional Neural Networks (CNNs) and a Random Forest Classifier to identify viruses in sequencing datasets. More precisely, VirHunter classifies previously assembled contigs as viral, host, and bacterial (contamination).	Sequence classification	Virology	To update	https://github.com/cbib/virhunter	Machine Learning	virhunter	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/VirHunter	1.0.0	numpy		(0/1)	(0/1)	(1/1)
volcanoplot	1749	volcanoplot	Tool to create a Volcano Plot						To update		Visualization, Transcriptomics, Statistics	volcanoplot	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/volcanoplot	0.0.5	r-ggplot2	2.2.1	(1/1)	(1/1)	(1/1)
winnowmap	27	winnowmap	A long-read mapping tool optimized for mapping ONT and PacBio reads to repetitive reference sequences.						Up-to-date	https://github.com/marbl/Winnowmap	Next Gen Mappers	winnowmap	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/winnowmap	2.03	winnowmap	2.03	(0/1)	(0/1)	(1/1)
xpath	3	xpath	XPath XML querying tool						To update	http://search.cpan.org/dist/XML-XPath/	Text Manipulation	xpath	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/xpath		perl-xml-xpath	1.47	(0/1)	(0/1)	(1/1)
yahs	64	yahs	Yet Another Hi-C scaffolding tool						Up-to-date	https://github.com/c-zhou/yahs	Assembly	yahs	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/yahs	1.2a.2	yahs	1.2a.2	(1/1)	(1/1)	(1/1)
zerone	2	zerone	ChIP-seq discretization and quality control						Up-to-date	https://github.com/nanakiksc/zerone	ChIP-seq	zerone	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/zerone	1.0	zerone	1.0	(0/1)	(0/1)	(1/1)
bed_to_protein_map	49	bed_to_protein_map	Converts a BED file to a tabular list of exon locations						To update		Proteomics	bed_to_protein_map	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/bed_to_protein_map	0.2.0	python		(1/1)	(1/1)	(1/1)
bigwig_to_bedgraph	200	bigwig_to_bedgraph	Converts a bigWig file to bedGraph format						To update	http://artbio.fr	Convert Formats	bigwig_to_bedgraph	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/bigwig_to_bedgraph	377+galaxy1	ucsc-bigwigtobedgraph	448	(0/1)	(0/1)	(1/1)
blast2go	101	blast2go	Maps BLAST results to GO annotation terms						To update	https://github.com/peterjc/galaxy_blast/tree/master/tools/blast2go	Ontology Manipulation, Sequence Analysis	blast2go	peterjc	https://github.com/peterjc/galaxy_blast/tree/master/tools/blast2go	0.0.11	b2g4pipe		(0/1)	(0/1)	(0/1)
blastxml_to_top_descr	159	blastxml_to_top_descr	Make table of top BLAST match descriptions						To update	https://github.com/peterjc/galaxy_blast/tree/master/tools/blastxml_to_top_descr	Convert Formats, Sequence Analysis, Text Manipulation	blastxml_to_top_descr	peterjc	https://github.com/peterjc/galaxy_blast/tree/master/tools/blastxml_to_top_descr	0.1.2	python		(0/1)	(0/1)	(1/1)
c3s	5	c3s	Copernicus Climate Change Service (C3S)						To update	https://cds.climate.copernicus.eu/cdsapp#!/search?type=dataset	Climate Analysis	c3s	climate	https://github.com/NordicESMhub/galaxy-tools/tree/master/tools/c3s	0.1.0	python		(1/1)	(1/1)	(1/1)
cads	1	cads	Copernicus Atmosphere Data Store (ADS)						To update	https://ads.atmosphere.copernicus.eu/#!/home	Climate Analysis	cads	climate	https://github.com/NordicESMhub/galaxy-tools/tree/master/tools/cads	0.1.0	python		(0/1)	(0/1)	(1/1)
cap3	101	cap3	cap3 wrapper						To update	http://artbio.fr	Assembly	cap3	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/cap3	2.0.1	cap3	10.2011	(0/1)	(1/1)	(1/1)
cesm	1	cesm	Community Earth System Model (CESM)						Up-to-date	https://www.cesm.ucar.edu/	Climate Analysis	cesm	climate	https://github.com/ESCOMP/CESM	2.1.3	cesm	2.1.3	(0/1)	(0/1)	(1/1)
