Galaxy wrapper id	Galaxy tool ids	Description	bio.tool id	bio.tool ids	biii	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper parsed folder	Galaxy wrapper version	Conda id	Conda version	EDAM operation (no superclasses)	EDAM topic (no superclasses)	Available on UseGalaxy.org (Main)	Available on UseGalaxy.org.au	Available on UseGalaxy.eu	Available on UseGalaxy.fr	Tools available on UseGalaxy.org (Main)	Tools available on UseGalaxy.org.au	Tools available on UseGalaxy.eu	Tools available on UseGalaxy.fr	Tools available on ANASTASIA	Tools available on APOSTL	Tools available on ARGs-OAP	Tools available on BF2I-MAP	Tools available on BioBix	Tools available on CIRM-CFBP	Tools available on Center for Phage Technology (CPT)	Tools available on ChemFlow	Tools available on Coloc-stats	Tools available on CorGAT	Tools available on CropGalaxy	Tools available on Dintor	Tools available on FreeBioinfo	Tools available on GASLINI	Tools available on Galaxy@AuBi	Tools available on Galaxy@Pasteur	Tools available on GalaxyTrakr	Tools available on Genomic Hyperbrowser	Tools available on GigaGalaxy	Tools available on HyPhy HIV NGS Tools	Tools available on IPK Galaxy Blast Suite	Tools available on ImmPort Galaxy	Tools available on InteractoMIX	Tools available on MISSISSIPPI	Tools available on Mandoiu Lab	Tools available on MiModD NacreousMap	Tools available on Oqtans	Tools available on Palfinder	Tools available on PepSimili	Tools available on PhagePromotor	Tools available on Protologger	Tools available on UseGalaxy.be	Tools available on UseGalaxy.cz	Tools available on UseGalaxy.no	No. of tool users (2022-2023) (usegalaxy.eu)	Total tool usage (usegalaxy.eu)
ruvseq	ruvseq	Remove Unwanted Variation from RNA-Seq Data	ruvseq	ruvseq		RUVSeq	This package implements the remove unwanted variation (RUV) methods for the normalization of RNA-Seq read counts between samples.	Differential gene expression analysis	Gene expression, RNA-seq	To update	https://www.bioconductor.org/packages/release/bioc/html/DESeq2.html	Transcriptomics, RNA, Statistics	ruvseq	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/ruvseq	https://github.com/galaxyproject/tools-iuc/tree/main/tools/ruvseq	1.26.0	bioconductor-ruvseq	1.36.0	Differential gene expression analysis	Gene expression	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	76	1236
salsa2	salsa	A tool to scaffold long read assemblies with Hi-C	SALSA	SALSA		SALSA	> VERY_LOW CONFIDENCE! | > CORRECT NAME OF TOOL COULD ALSO BE 'chromosome-scale', 'reference-quality', 'Hi-C', 'scaffolder' | Integrating Hi-C links with assembly graphs for chromosome-scale assembly | SALSA: A tool to scaffold long read assemblies with Hi-C data | SALSA: A tool to scaffold long read assemblies with Hi-C | This code is used to scaffold your assemblies using Hi-C data. This version implements some improvements in the original SALSA algorithm. If you want to use the old version, it can be found in the old_salsa branch	Genome assembly, De-novo assembly, Scaffolding	Sequence assembly, DNA binding sites, Mapping	Up-to-date	https://github.com/marbl/SALSA	Assembly	salsa	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/salsa2	https://github.com/galaxyproject/tools-iuc/tree/main/tools/salsa2	2.3	salsa2	2.3	Genome assembly, De-novo assembly, Scaffolding	Sequence assembly, DNA binding sites, Mapping	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	84	454
samblaster	samblaster	samblaster marks duplicates and can output split and discordant alignments from SAM/BAM files	samblaster	samblaster		SAMBLASTER	A tool to mark duplicates and extract discordant and split reads from SAM files.	Split read mapping	DNA, Sequencing, Mapping	To update	https://github.com/GregoryFaust/samblaster	SAM, Fastq Manipulation, Variant Analysis	samblaster	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/samblaster	https://github.com/galaxyproject/tools-iuc/tree/main/tools/samblaster	0.1.24	samblaster	0.1.26	Split read mapping	DNA, Sequencing, Mapping	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
samtools										To update	https://github.com/samtools/samtools	SAM		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tool_collections/samtools	https://github.com/galaxyproject/tools-iuc/tree/main/tool_collections/samtools	1.15.1	samtools	1.20			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sansa	sansa_annotate	Sansa is a tool for structural variant annotation.								Up-to-date	https://github.com/dellytools/sansa	Variant Analysis	sansa	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/sansa	https://github.com/galaxyproject/tools-iuc/tree/main/tools/sansa	0.2.1	sansa	0.2.1			0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	123
sarscov2formatter	sarscov2formatter	sarscov2formatter custom script								Up-to-date	https://github.com/nickeener/sarscov2formatter	Sequence Analysis	sarscov2formatter	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/sarscov2formatter	https://github.com/galaxyproject/tools-iuc/tree/main/tools/sarscov2formatter	1.0	sarscov2formatter	1.0			1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	173
sarscov2summary	sarscov2summary	sarscov2summary custom script								To update	https://github.com/nickeener/sarscov2summary	Sequence Analysis	sarscov2summary	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/sarscov2summary	https://github.com/galaxyproject/tools-iuc/tree/main/tools/sarscov2summary	0.1	sarscov2summary	0.5			1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	140
sbml2sbol	sbml2sbol	Convert SBML to SBOL format								To update	https://github.com/neilswainston/SbmlToSbol	Synthetic Biology	sbml2sbol	iuc		https://github.com/galaxyproject/tools-iuc/tree/main/tools/sbml2sbol	0.1.13	sbml2sbol				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
scanpy	scanpy_cluster_reduce_dimension, scanpy_filter, scanpy_inspect, scanpy_normalize, scanpy_plot, scanpy_remove_confounders	Scanpy – Single-Cell Analysis in Python	scanpy	scanpy		SCANPY	Scalable toolkit for analyzing single-cell gene expression data. It includes preprocessing, visualization, clustering, pseudotime and trajectory inference and differential expression testing. The Python-based implementation efficiently deals with datasets of more than one million cells.	Differential gene expression analysis	Gene expression, Cell biology, Genetics	To update	https://scanpy.readthedocs.io	Transcriptomics, Sequence Analysis	scanpy	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/scanpy/	https://github.com/galaxyproject/tools-iuc/tree/main/tools/scanpy	1.9.6	scanpy	1.7.2	Differential gene expression analysis	Gene expression, Cell biology, Genetics	6	6	6	0	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	766	51978
scater	scater_create_qcmetric_ready_sce, scater_filter, scater_plot_dist_scatter, scater_plot_pca, scater_plot_tsne	Scater (Single-Cell Analysis Toolkit for gene Expression data in R) is acollection of tools for doing various analyses of single-cell RNA-seq geneexpression data, with a focus on quality control and visualization.	scater	scater		scater	Pre-processing, quality control, normalization and visualization of single-cell RNA-seq data.	Read pre-processing, Sequencing quality control, Sequence visualisation	RNA-seq, Quality affairs, Molecular genetics	To update	http://bioconductor.org/packages/scater/	Transcriptomics, RNA, Visualization		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/scater	https://github.com/galaxyproject/tools-iuc/tree/main/tools/scater	1.22.0	bioconductor-scater	1.30.1	Read pre-processing, Sequence visualisation	Quality affairs, Molecular genetics	0	5	5	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	77	1365
sceasy	sceasy_convert	Converter between difference single-cell formats								Up-to-date	https://github.com/cellgeni/sceasy/	Transcriptomics	sceasy_convert	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/sceasy/	https://github.com/galaxyproject/tools-iuc/tree/main/tools/sceasy	0.0.7	r-sceasy	0.0.7			1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	90	721
schicexplorer	schicexplorer_schicadjustmatrix, schicexplorer_schiccluster, schicexplorer_schicclustercompartments, schicexplorer_schicclusterminhash, schicexplorer_schicclustersvl, schicexplorer_schicconsensusmatrices, schicexplorer_schiccorrectmatrices, schicexplorer_schiccreatebulkmatrix, schicexplorer_schicdemultiplex, schicexplorer_schicinfo, schicexplorer_schicmergematrixbins, schicexplorer_schicmergetoscool, schicexplorer_schicnormalize, schicexplorer_schicplotclusterprofiles, schicexplorer_schicplotconsensusmatrices, schicexplorer_schicqualitycontrol	scHiCExplorer: Set of programs to process, analyze and visualize scHi-C data.								To update	https://github.com/joachimwolff/schicexplorer	Sequence Analysis, Transcriptomics, Visualization	schicexplorer	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/schicexplorer	https://github.com/galaxyproject/tools-iuc/tree/main/tools/schicexplorer	4	schicexplorer	7			0	0	16	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	23	779
scikit-bio	scikit_bio_diversity_beta_diversity	scikit-bio: an open-source, BSD-licensed, python package providing data structures, algorithms, and educational resources for bioinformatics								Up-to-date	http://scikit-bio.org/	Sequence Analysis	scikit_bio	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/scikit_bio	https://github.com/galaxyproject/tools-iuc/tree/main/tools/scikit-bio	0.4.2	scikit-bio	0.4.2			1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
scoary	scoary	Scoary calculates the assocations between all genes in the accessory genome and the traits.	scoary	scoary		Scoary	Pan-genome wide association studies and  is designed to take the gene_presence_absence.csv file from Roary as well as a traits file created by the user and calculate the assocations between all genes in the accessory genome (all genes that are present in i genomes where 1 < i < N) and the traits. It reports a list of genes sorted by strength of association per trait.	Analysis	Genotype and phenotype, Model organisms, GWAS study, Functional genomics	Up-to-date	https://github.com/AdmiralenOla/Scoary	Metagenomics	scoary	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/scoary	https://github.com/galaxyproject/tools-iuc/tree/main/tools/scoary	1.6.16	scoary	1.6.16	Analysis	Genotype and phenotype, Model organisms, GWAS study, Functional genomics	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	61	676
scpipe	scpipe	A flexible preprocessing pipeline for single-cell RNA-sequencing data	scpipe	scpipe		scPipe	A preprocessing pipeline for single cell RNA-seq data that starts from the fastq files and produces a gene count matrix with associated quality control information. It can process fastq data generated by CEL-seq, MARS-seq, Drop-seq, Chromium 10x and SMART-seq protocols.	Genome annotation, Validation, Alignment, Visualisation	Gene expression, RNA-Seq, Sequencing	To update	http://bioconductor.org/packages/release/bioc/html/scPipe.html	Transcriptomics, RNA, Statistics	scpipe	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/scpipe	https://github.com/galaxyproject/tools-iuc/tree/main/tools/scpipe	1.0.0+galaxy2	bioconductor-scpipe	2.2.0	Genome annotation, Validation, Alignment, Visualisation	Gene expression, RNA-Seq	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	11	628
seacr	seacr	SEACR is intended to call peaks and enriched regions from sparse CUT&RUN or chromatin profiling data in which background is dominated by zeroes.								Up-to-date	https://github.com/FredHutch/SEACR	Epigenetics, ChIP-seq	seacr	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/seacr	https://github.com/galaxyproject/tools-iuc/tree/main/tools/seacr	1.3	seacr	1.3			1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	50	3647
selenzy_wrapper	selenzy_wrapper	Performs enzyme selection from a reaction query.								Up-to-date	https://github.com/brsynth/selenzy-wrapper	Synthetic Biology	selenzy_wrapper	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/selenzy_wrapper	https://github.com/galaxyproject/tools-iuc/tree/main/tools/selenzy_wrapper	0.3.0	selenzy_wrapper	0.3.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
semibin	semibin_bin, semibin_concatenate_fasta, semibin_generate_cannot_links, semibin_generate_sequence_features, semibin, semibin_train	SemiBin: Semi-supervised Metagenomic Binning Using Siamese Neural Networks	semibin	semibin		SemiBin	Command tool for metagenomic binning with semi-supervised deep learning using information from reference genomes.	Sequence assembly, Read binning	Metagenomics, Machine learning, Microbial ecology, Sequence assembly	To update	https://semibin.readthedocs.io/en/latest/	Metagenomics	semibin	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/semibin	https://github.com/galaxyproject/tools-iuc/tree/main/tools/semibin	2.0.2	semibin	2.1.0	Sequence assembly, Read binning	Metagenomics, Machine learning, Microbial ecology, Sequence assembly	0	0	6	1	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	39	542
seq2hla	seq2hla	Precision HLA typing and expression from RNAseq data	seq2hla	seq2hla		Seq2HLA	seq2HLA is a computational tool to determine Human Leukocyte Antigen (HLA) directly from existing and future short RNA-Seq reads. It takes standard RNA-Seq sequence reads in fastq format as input, uses a bowtie index comprising known HLA alleles and outputs the most likely HLA class I and class II types, a p-value for each call, and the expression of each class.	Read mapping, Genetic variation analysis	Transcriptomics, Mapping	Up-to-date	https://github.com/TRON-Bioinformatics/seq2HLA	Sequence Analysis	seq2hla	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/seq2hla	https://github.com/galaxyproject/tools-iuc/tree/main/tools/seq2hla	2.3	seq2hla	2.3	Read mapping, Genetic variation analysis	Transcriptomics, Mapping	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	16	288
seqcomplexity	seqcomplexity	Sequence complexity for raw reads								Up-to-date	https://github.com/stevenweaver/seqcomplexity	Sequence Analysis		iuc	https://github.com/stephenshank/tools-iuc/tree/seqcomplexity/tools/seqcomplexity/	https://github.com/galaxyproject/tools-iuc/tree/main/tools/seqcomplexity	0.1.2	seqcomplexity	0.1.2			1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	68
seqkit	seqkit_fx2tab, seqkit_locate, seqkit_sort, seqkit_stats, seqkit_translate	A cross-platform and ultrafast toolkit for FASTA/Q file manipulation	seqkit	seqkit		seqkit	FASTA and FASTQ are basic and ubiquitous formats for storing nucleotide and protein sequences. Common manipulations of FASTA/Q file include converting, searching, filtering, deduplication, splitting, shuffling, and sampling. Existing tools only implement some of these manipulations, and not particularly efficiently, and some are only available for certain operating systems. Furthermore, the complicated installation process of required packages and running environments can render these programs less user friendly. SeqKit demonstrates competitive performance in execution time and memory usage compared to similar tools. The efficiency and usability of SeqKit enable researchers to rapidly accomplish common FASTA/Q file manipulations.	DNA transcription, Sequence trimming, DNA translation, Sequence conversion	Database management, Sequence analysis	Up-to-date	https://bioinf.shenwei.me/seqkit/	Sequence Analysis	seqkit	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/seqkit	https://github.com/galaxyproject/tools-iuc/tree/main/tools/seqkit	2.8.2	seqkit	2.8.2	DNA transcription, Sequence trimming, DNA translation	Database management, Sequence analysis	0	2	3	2	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	129	1964
seqprep	seqprep	Tool for merging paired-end Illumina reads and trimming adapters.	seqprep	seqprep		SeqPrep	Strips adapters and optionally merges overlapping paired-end (or paired-end contamination in mate-pair libraries) illumina style reads.	Nucleic acid design	Genomics, Sequence assembly, Sequencing, Probes and primers	Up-to-date	https://github.com/jstjohn/SeqPrep	Fastq Manipulation, Sequence Analysis	seqprep	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/seqprep	https://github.com/galaxyproject/tools-iuc/tree/main/tools/seqprep	1.3.2	seqprep	1.3.2	Nucleic acid design	Genomics, Sequence assembly, Sequencing, Probes and primers	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seqsero2	seqsero2	Salmonella serotype prediction from genome sequencing data	seqsero2	seqsero2		SeqSero2	"rapid and improved Salmonella serotype determination using whole genome sequencing data | SeqSero-Salmonella Serotyping by Whole Genome Sequencing | Salmonella Serotyping by Whole Genome Sequencing | Online version: http://www.denglab.info/SeqSero2 | Salmonella serotype prediction from genome sequencing data | Citation: SeqSero, Zhang et al. 2015; SeqSero2, Zhang et al. 2019 | Salmonella serotype derterminants databases | Upon executing the command, a directory named 'SeqSero_result_Time_your_run' will be created. Your result will be stored in 'SeqSero_result.txt' in that directory. And the assembled alleles can also be found in the directory if using ""-m a"" (allele mode)"	Genome indexing, Antimicrobial resistance prediction, Genome alignment	Whole genome sequencing, Sequence assembly, Genomics	Up-to-date	https://github.com/denglab/SeqSero2	Sequence Analysis	seqsero2	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/seqsero2	https://github.com/galaxyproject/tools-iuc/tree/main/tools/seqsero2	1.3.1	seqsero2	1.3.1	Genome indexing, Antimicrobial resistance prediction, Genome alignment	Whole genome sequencing, Sequence assembly, Genomics	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
seqtk	seqtk_comp, seqtk_cutN, seqtk_dropse, seqtk_fqchk, seqtk_hety, seqtk_listhet, seqtk_mergefa, seqtk_mergepe, seqtk_mutfa, seqtk_randbase, seqtk_sample, seqtk_seq, seqtk_subseq, seqtk_telo, seqtk_trimfq	Toolkit for processing sequences in FASTA/Q formats	seqtk	seqtk		seqtk	A tool for processing sequences in the FASTA or FASTQ format. It parses both FASTA and FASTQ files which can also be optionally compressed by gzip.	Data handling, Sequence file editing	Data management	Up-to-date	https://github.com/lh3/seqtk	Sequence Analysis	seqtk	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/seqtk	https://github.com/galaxyproject/tools-iuc/tree/main/tools/seqtk	1.4	seqtk	1.4	Data handling, Sequence file editing		15	15	15	15	15	15	15	15	0	0	0	0	0	0	14	0	0	0	0	0	0	0	14	0	14	0	0	14	0	0	0	15	0	0	0	0	0	0	0	0	14	14	753	59668
seqwish	seqwish	Alignment to variation graph inducer								To update	https://github.com/ekg/seqwish	Sequence Analysis, Variant Analysis		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/seqwish/	https://github.com/galaxyproject/tools-iuc/tree/main/tools/seqwish	0.7.5	seqwish	0.7.10			0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	271
seurat	seurat	A toolkit for quality control, analysis, and exploration of single cell RNA sequencing data								To update	https://github.com/satijalab/seurat	Transcriptomics, RNA, Statistics	seurat	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/seurat	https://github.com/galaxyproject/tools-iuc/tree/main/tools/seurat	4.3.0.1	r-seurat	3.0.2			1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	66	1543
shasta	shasta	Fast de novo assembly of long read sequencing data								To update	https://github.com/chanzuckerberg/shasta	Assembly, Nanopore	shasta	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/shasta	https://github.com/galaxyproject/tools-iuc/tree/main/tools/shasta	0.6.0	shasta	0.12.0			0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	154	763
shorah	shorah_amplicon	Reconstruct haplotypes using ShoRAH in amplicon mode	shorah	shorah		ShoRAH	Inference of a population from a set of short reads. The package contains programs that support mapping of reads to a reference genome, correcting sequencing errors by locally clustering reads in small windows of the alignment, reconstructing a minimal set of global haplotypes that explain the reads, and estimating the frequencies of the inferred haplotypes.	Haplotype mapping, Variant calling	Metagenomics, Sequencing, Genetics	To update	https://github.com/cbg-ethz/shorah/blob/master/README.md	Sequence Analysis	shorah_amplicon	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/shorah	https://github.com/galaxyproject/tools-iuc/tree/main/tools/shorah	1.1.3	shorah	1.99.2	Haplotype mapping, Variant calling	Metagenomics, Sequencing, Genetics	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
shovill	shovill	Faster de novo assembly pipeline based around Spades	shovill	shovill		shovill	Shovill is a pipeline for assembly of bacterial isolate genomes from Illumina paired-end reads.  Shovill uses SPAdes at its core, but alters the steps before and after the primary assembly step to get similar results in less time. Shovill also supports other assemblers like SKESA, Velvet and Megahit, so you can take advantage of the pre- and post-processing the Shovill provides with those too.	Genome assembly	Genomics, Microbiology, Sequence assembly	Up-to-date	https://github.com/tseemann/shovill	Assembly	shovill	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/shovill	https://github.com/galaxyproject/tools-iuc/tree/main/tools/shovill	1.1.0	shovill	1.1.0	Genome assembly	Genomics, Microbiology, Sequence assembly	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1008	41600
sickle	sickle	A windowed adaptive trimming tool for FASTQ files using quality	sickle	sickle		sickle	A  tool that uses sliding windows along with quality and length thresholds to determine when quality is sufficiently low to trim the 3'-end of reads and also determines when the quality is sufficiently high enough to trim the 5'-end of reads.	Sequence trimming	Data quality management	To update	https://github.com/najoshi/sickle	Fastq Manipulation, Sequence Analysis	sickle	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/sickle	https://github.com/galaxyproject/tools-iuc/tree/main/tools/sickle	1.33.2	sickle-trim	1.33	Sequence trimming	Data quality management	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	269	14982
simtext	abstracts_by_pmids, pmids_to_pubtator_matrix, pubmed_by_queries, text_to_wordmatrix	A text mining framework for interactive analysis and visualization of similarities among biomedical entities.								To update	https://github.com/dlal-group/simtext	Text Manipulation	simtext	iuc	https://github.com/galaxyproject/tools-iuc/tools/simtext	https://github.com/galaxyproject/tools-iuc/tree/main/tools/simtext	0.0.2	r-argparse	1.0.1			0	2	4	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	34	142
sina	sina	SINA reference based multiple sequence alignment	sina	sina		SINA	Aligns and optionally taxonomically classifies your rRNA gene sequences.Reference based multiple sequence alignment	Sequence alignment analysis, Multiple sequence alignment, Taxonomic classification, Structure-based sequence alignment	Sequencing, RNA, Nucleic acid structure analysis, Taxonomy, Sequence analysis, Taxonomy	Up-to-date	https://sina.readthedocs.io/en/latest/	Sequence Analysis	sina	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/sina	https://github.com/galaxyproject/tools-iuc/tree/main/tools/sina	1.7.2	sina	1.7.2	Sequence alignment analysis, Multiple sequence alignment, Taxonomic classification, Structure-based sequence alignment	Sequencing, RNA, Nucleic acid structure analysis, Taxonomy, Sequence analysis, Taxonomy	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	42	1128
sinto	sinto_barcode, sinto_fragments	Sinto single-cell analysis tools								To update	https://github.com/timoast/sinto	Sequence Analysis		iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/sinto	https://github.com/galaxyproject/tools-iuc/tree/main/tools/sinto	0.9.0	sinto	0.10.1			2	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	17	91
slamdunk	alleyoop, slamdunk	Slamdunk maps and quantifies SLAMseq reads								Up-to-date	http://t-neumann.github.io/slamdunk	RNA, Transcriptomics, Sequence Analysis, Next Gen Mappers	slamdunk	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/slamdunk	https://github.com/galaxyproject/tools-iuc/tree/main/tools/slamdunk	0.4.3	slamdunk	0.4.3			2	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	361
sleuth	sleuth	Sleuth is a program for differential analysis of RNA-Seq data.	sleuth	sleuth		sleuth	A statistical model and software application for RNA-seq differential expression analysis.	Expression data visualisation, Differential gene expression analysis, Gene expression profiling, Statistical calculation	RNA-seq, Gene expression, Statistics and probability	Up-to-date	https://github.com/pachterlab/sleuth	Transcriptomics, RNA, Statistics	sleuth	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/sleuth	https://github.com/galaxyproject/tools-iuc/tree/main/tools/sleuth	0.30.1	r-sleuth	0.30.1	Expression data visualisation, Differential gene expression analysis, Gene expression profiling, Statistical calculation	Gene expression, Statistics and probability	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	64
