Galaxy wrapper id	Galaxy tool ids	Description	bio.tool id	bio.tool ids	biii	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Date of first commit of the suite	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper parsed folder	Galaxy wrapper version	Conda id	Conda version	EDAM operation (no superclasses)	EDAM topic (no superclasses)	Available on UseGalaxy.org (Main)	Available on UseGalaxy.org.au	Available on UseGalaxy.eu	Available on UseGalaxy.fr	Tools available on UseGalaxy.org (Main)	Tools available on UseGalaxy.org.au	Tools available on UseGalaxy.eu	Tools available on UseGalaxy.fr	Tools available on APOSTL	Tools available on ARGs-OAP	Tools available on CIRM-CFBP	Tools available on ChemFlow	Tools available on Coloc-stats	Tools available on CropGalaxy	Tools available on Dintor	Tools available on GASLINI	Tools available on Galaxy@AuBi	Tools available on Galaxy@Pasteur	Tools available on GalaxyTrakr	Tools available on Genomic Hyperbrowser	Tools available on GigaGalaxy	Tools available on HyPhy HIV NGS Tools	Tools available on IPK Galaxy Blast Suite	Tools available on ImmPort Galaxy	Tools available on InteractoMIX	Tools available on MISSISSIPPI	Tools available on Mandoiu Lab	Tools available on MiModD NacreousMap	Tools available on Oqtans	Tools available on Palfinder	Tools available on PepSimili	Tools available on PhagePromotor	Tools available on UseGalaxy.be	Tools available on UseGalaxy.cz	Tools available on UseGalaxy.no	Tools available on Viral Variant Visualizer (VVV)	No. of tool users (5 years) (usegalaxy.eu)	No. of tool users (all time) (usegalaxy.eu)	Tool usage (5 years) (usegalaxy.eu)	Tool usage (all time) (usegalaxy.eu)	No. of tool users (5 years) (usegalaxy.org)	No. of tool users (all time) (usegalaxy.org)	Tool usage (5 years) (usegalaxy.org)	Tool usage (all time) (usegalaxy.org)	No. of tool users (5 years) (usegalaxy.org.au)	No. of tool users (all time) (usegalaxy.org.au)	Tool usage (5 years) (usegalaxy.org.au)	Tool usage (all time) (usegalaxy.org.au)	No. of tool users (5 years) - all main servers	No. of tool users (all time) - all main servers	Tool usage (5 years) - all main servers	Tool usage (all time) - all main servers	Reviewed	Deprecated	To keep
megahit	megahit	An ultra-fast single-node solution for large and complex metagenomics assembly via succinct de Bruijn graph.	megahit	megahit		MEGAHIT	Single node assembler for large and complex metagenomics NGS reads, such as soil. It makes use of succinct de Bruijn graph to achieve low memory usage, whereas its goal is not to make memory usage as low as possible.	Genome assembly	Metagenomics, Sequencing, Ecology, Sequence assembly	Up-to-date	https://github.com/voutcn/megahit	Sequence Analysis, Assembly, Metagenomics	megahit	2017-09-22	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/megahit	https://github.com/galaxyproject/tools-iuc/tree/main/tools/megahit	1.2.9	megahit	1.2.9	Genome assembly	Metagenomics, Sequencing, Sequence assembly	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	12692	13292	1349	1400	16645	16645	2140	2140	6214	6214	431	431	35551	36151	3920	3971	False		
megahit_contig2fastg	megahit_contig2fastg	A subprogram within the Megahit toolkit for converting contigs to assembly graphs (fastg)	megahit	megahit		MEGAHIT	Single node assembler for large and complex metagenomics NGS reads, such as soil. It makes use of succinct de Bruijn graph to achieve low memory usage, whereas its goal is not to make memory usage as low as possible.	Genome assembly	Metagenomics, Sequencing, Ecology, Sequence assembly	To update	https://github.com/voutcn/megahit/blob/master/tools/toolkit.cpp	Sequence Analysis, Assembly, Metagenomics	megahit_contig2fastg	2018-11-09	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/megahit_contig2fastg	https://github.com/galaxyproject/tools-iuc/tree/main/tools/megahit_contig2fastg	1.1.3	megahit	1.2.9	Genome assembly	Metagenomics, Sequencing, Sequence assembly	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	513	557	152	155	74	74	35	35	10	10	4	4	597	641	191	194	False		
merqury	merqury, merquryplot	Merqury is a tool for evaluating genomes assemblies based of k-mer operations.	merqury	merqury		Merqury	Reference-free quality, completeness, and phasing assessment for genome assemblies.Evaluate genome assemblies with k-mers and more.Often, genome assembly projects have illumina whole genome sequencing reads available for the assembled individual.Merqury provides a set of tools for this purpose.	Genome assembly, k-mer counting, Scaffolding, Phasing, De-novo assembly	Sequence assembly, Whole genome sequencing, Plant biology	Up-to-date	https://github.com/marbl/merqury	Assembly	merqury	2021-04-18	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/merqury	https://github.com/galaxyproject/tools-iuc/tree/main/tools/merqury	1.3	merqury	1.3	Genome assembly, k-mer counting, Scaffolding, Phasing, De-novo assembly	Sequence assembly, Whole genome sequencing, Plant biology	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3150	3150	477	477	730	730	196	196	1183	1183	151	151	5063	5063	824	824	False		
meryl	meryl_arithmetic_kmers, meryl_count_kmers, meryl_filter_kmers, meryl_groups_kmers, meryl_histogram_kmers, meryl_print, meryl_trio_mode	Meryl a k-mer counter.	meryl	meryl		Meryl	Meryl is a tool for counting and working with sets of k-mers that was originally developed for use in the Celera Assembler and has since been migrated and maintained as part of Canu.	k-mer counting	Whole genome sequencing, Genomics, Sequence analysis, Sequencing	Up-to-date	https://github.com/marbl/meryl	Assembly	meryl	2021-04-05	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/meryl	https://github.com/galaxyproject/tools-iuc/tree/main/tools/meryl	1.3	merqury	1.3	k-mer counting	Whole genome sequencing, Genomics, Sequence analysis	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
mgnify_seqprep	mgnify_seqprep	A modifiied vesion of SeqPrep. Made for use with the MGnify pipelines.	seqprep	seqprep		SeqPrep	Strips adapters and optionally merges overlapping paired-end (or paired-end contamination in mate-pair libraries) illumina style reads.	Nucleic acid design	Genomics, Sequence assembly, Sequencing, Probes and primers	To update	https://github.com/jstjohn/SeqPrep	Fastq Manipulation, Sequence Analysis	mgnify_seqprep	2024-05-14	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/mgnify_seqprep	https://github.com/bgruening/galaxytools/tree/master/tools/mgnify_seqprep	1.2			Nucleic acid design	Genomics, Sequence assembly, Sequencing, Probes and primers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	573	573	3	3	0	0	0	0	0	0	0	0	573	573	3	3	False		
minia	minia	Short-read assembler based on a de Bruijn graph	minia	minia		Minia	Short-read assembler based on a de Bruijn graph, capable of assembling a human genome on a desktop computer in a day.	Genome assembly	Sequence assembly	Up-to-date	https://gatb.inria.fr/software/minia/	Assembly	minia	2020-04-08	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/minia	https://github.com/galaxyproject/tools-iuc/tree/main/tools/minia	3.2.6	minia	3.2.6	Genome assembly	Sequence assembly	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	7116	7116	256	256	0	0	0	0	278	278	60	60	7394	7394	316	316	False		
miniasm	miniasm	Miniasm - Ultrafast de novo assembly for long noisy reads (though having no consensus step)	miniasm	miniasm		miniasm	Miniasm is a very fast OLC-based de novo assembler for noisy long reads. It takes all-vs-all read self-mappings (typically by minimap) as input and outputs an assembly graph in the GFA format.	De-novo assembly	Genomics, Sequence assembly	To update	https://github.com/lh3/miniasm	Assembly	miniasm	2019-06-18	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/miniasm	https://github.com/galaxyproject/tools-iuc/tree/main/tools/miniasm	0.3_r179	miniasm	0.3	De-novo assembly	Genomics, Sequence assembly	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	13357	13479	554	562	8416	8416	448	448	898	898	85	85	22671	22793	1087	1095	False		
mitobim	mitobim	assemble mitochondrial genomes								Up-to-date	https://github.com/chrishah/MITObim	Assembly	mitobim	2020-12-29	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/mitobim	https://github.com/galaxyproject/tools-iuc/tree/main/tools/mitobim	1.9.1	mitobim	1.9.1			0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1117	1117	116	116	0	0	0	0	295	295	25	25	1412	1412	141	141	False		
mitohifi	mitohifi	Assembly mitogenomes from Pacbio HiFi read.								To update	https://github.com/marcelauliano/MitoHiFi/tree/mitohifi_v2	Assembly	mitohifi	2021-05-29	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/mitohifi	https://github.com/bgruening/galaxytools/tree/master/tools/mitohifi	3					1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1020	1020	176	176	414	414	73	73	277	277	20	20	1711	1711	269	269	False		
msaboot	msaboot	A multiple sequences alignment bootstrapping tool.								Up-to-date	https://github.com/phac-nml/msaboot	Fasta Manipulation	msaboot	2018-02-12	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/msaboot	https://github.com/galaxyproject/tools-iuc/tree/main/tools/msaboot	0.1.2	msaboot	0.1.2			1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	864	929	91	101	1100	1100	175	175	0	0	0	0	1964	2029	266	276	False		
multiqc	multiqc	MultiQC aggregates results from bioinformatics analyses across many samples into a single report	multiqc	multiqc		MultiQC	MultiQC aggregates results from multiple bioinformatics analyses across many samples into a single report. It searches a given directory for analysis logs and compiles a HTML report. It's a general use tool, perfect for summarising the output from numerous bioinformatics tools.	Validation, Sequencing quality control	Sequencing, Bioinformatics, Sequence analysis, Genomics	To update	http://multiqc.info/	Fastq Manipulation, Statistics, Visualization	multiqc	2020-04-28	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/multiqc	https://github.com/galaxyproject/tools-iuc/tree/main/tools/multiqc	1.24.1	multiqc	1.25.1	Sequencing quality control	Sequencing, Bioinformatics, Sequence analysis, Genomics	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	182221	192389	19343	20494	163961	182413	26449	29758	40663	41855	5974	6157	386845	416657	51766	56409	False		
necat	necat	Error correction and de-novo assembly for ONT Nanopore reads	necat	necat		NECAT	NECAT is an error correction and de-novo assembly tool for Nanopore long noisy reads.	De-novo assembly	Sequence assembly	Up-to-date	https://github.com/xiaochuanle/NECAT	Assembly	necat	2021-11-29	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/necat	https://github.com/galaxyproject/tools-iuc/tree/main/tools/necat	0.0.1_update20200803	necat	0.0.1_update20200803	De-novo assembly	Sequence assembly	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	790	790	160	160	0	0	0	0	0	0	0	0	790	790	160	160	False		
nextdenovo	nextdenovo	String graph-based de novo assembler for long reads	nextdenovo	nextdenovo		NextDenovo	"NextDenovo is a string graph-based de novo assembler for long reads (CLR, HiFi and ONT). It uses a ""correct-then-assemble"" strategy similar to canu (no correction step for PacBio Hifi reads), but requires significantly less computing resources and storages."	De-novo assembly, Genome assembly	Sequencing, Sequence assembly	To update	https://github.com/Nextomics/NextDenovo	Assembly	nextdenovo	2023-02-09	bgruening	https://github.com/bgruening/galaxytools/tree/master/tools/nextdenovo	https://github.com/bgruening/galaxytools/tree/master/tools/nextdenovo	2.5.0	nextdenovo	2.5.2	De-novo assembly, Genome assembly	Sequencing, Sequence assembly	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	391	391	158	158	0	0	0	0	0	0	0	0	391	391	158	158	False		
nlstradamus	nlstradamus	Find nuclear localization signals (NLSs) in protein sequences								To update	http://www.moseslab.csb.utoronto.ca/NLStradamus	Fasta Manipulation, Sequence Analysis	nlstradamus	2013-09-10	peterjc	https://github.com/peterjc/pico_galaxy/tree/master/tools/nlstradamus	https://github.com/peterjc/pico_galaxy/tree/master/tools/nlstradamus	0.0.11	NLStradamus	1.8			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
novoplasty	novoplasty	NOVOPlasty is a de novo assembler and heteroplasmy/variance caller for short circular genomes.								To update	https://github.com/ndierckx/NOVOPlasty	Assembly	novoplasty	2020-05-18	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/novoplasty	https://github.com/galaxyproject/tools-iuc/tree/main/tools/novoplasty	4.3.1	novoplasty	4.3.5			0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	7780	7780	337	337	1	1	1	1	2323	2323	99	99	10104	10104	437	437	False		
oases	oasesoptimiserv	Short read assembler								To update	http://artbio.fr	Assembly, RNA	oases	2017-10-15	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/oases	https://github.com/ARTbio/tools-artbio/tree/main/tools/oases	1.4.0	oases	0.2.09			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
ont_fast5_api	ont_fast5_api_compress_fast5, ont_fast5_api_fast5_subset, ont_fast5_api_multi_to_single_fast5, ont_fast5_api_single_to_multi_fast5	ont_fast5_api is a simple interface to HDF5 files of the Oxford Nanopore FAST5 file format.								To update	https://github.com/nanoporetech/ont_fast5_api/	Nanopore	ont_fast5_api	2020-06-08	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/ont_fast5_api	https://github.com/galaxyproject/tools-iuc/tree/main/tools/ont_fast5_api	3.1.3	ont-fast5-api	4.1.3			0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	0	3051	3051	87	87	0	0	0	0	0	0	0	0	3051	3051	87	87	False		
pbtk	bam2fastx	Convert PacBio Bam File to fasta or fastq file								Up-to-date	https://github.com/PacificBiosciences/pbtk	Convert Formats, Fasta Manipulation, Fastq Manipulation	bam2fastx	2024-03-11	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pbtk	https://github.com/galaxyproject/tools-iuc/tree/main/tools/pbtk	3.1.1	pbtk	3.1.1			1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	58	22	22	109	109	19	19	0	0	0	0	167	167	41	41	False		
pear	iuc_pear	PEAR evaluates all possible paired-end read overlaps	pear	pear		PEAR	Paired-end read merger. PEAR evaluates all possible paired-end read overlaps without requiring the target fragment size as input. In addition, it implements a statistical test for minimizing false-positive results.	Sequence merging	Sequence assembly	Up-to-date	https://cme.h-its.org/exelixis/web/software/pear/	Fastq Manipulation	pear	2015-02-11	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pear	https://github.com/galaxyproject/tools-iuc/tree/main/tools/pear	0.9.6	pear	0.9.6	Sequence merging	Sequence assembly	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	6269	6866	260	292	5530	20068	467	1664	5647	8471	198	300	17446	35405	925	2256	False		
plasmidspades	plasmidspades	Genome assembler for assemblying plasmid								To update		Assembly	plasmidspades	2016-06-06	nml		https://github.com/phac-nml/galaxy_tools/tree/master/tools/plasmidspades	1.1	spades	4.0.0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
porechop	porechop	Porechop - Finding and removing adapters from Oxford Nanopore reads								To update	https://github.com/rrwick/Porechop	Fasta Manipulation, Fastq Manipulation	porechop	2018-09-13	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/porechop	https://github.com/galaxyproject/tools-iuc/tree/main/tools/porechop		porechop	0.2.4			1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	262015	262852	2627	2711	83623	83623	1918	1918	52558	52558	1037	1037	398196	399033	5582	5666	False		
poretools	poretools_events, poretools_extract, poretools_hist, poretools_nucdist, poretools_occupancy, poretools_qualdist, poretools_qualpos, poretools_squiggle, poretools_stats, poretools_tabular, poretools_times, poretools_winner, poretools_yield_plot	A flexible toolkit for exploring datasets generated by nanopore sequencing devices from MinION for the purposes of quality control and downstream analysis.	poretools	poretools		Poretools	Flexible toolkit for exploring datasets generated by nanopore sequencing devices from MinION for the purposes of quality control and downstream analysis.	Nucleic acid sequence analysis	DNA, Sequencing	Up-to-date	https://poretools.readthedocs.io/en/latest/	Fasta Manipulation, Fastq Manipulation		2017-12-17	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/poretools	https://github.com/galaxyproject/tools-iuc/tree/main/tools/poretools	0.6.1a1	poretools	0.6.1a1	Nucleic acid sequence analysis	DNA, Sequencing	13	13	13	0	13	13	13	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	13	0	19942	20587	1055	1245	33619	40808	2183	2594	9261	9261	365	365	62822	70656	3603	4204	False		
prinseq	prinseq	PRINSEQ is a tool for easy and rapid quality control and data processing of metagenomic and metatranscriptomic datasets	prinseq	prinseq		PRINSEQ	PRINSEQ is a sequence processing tool that can be used to filter, reformat and trim genomic and metagenomic sequence data. It generates summary statistics of the input in graphical and tabular formats that can be used for quality control steps. PRINSEQ is available as both standalone and web-based versions.	Read pre-processing, Sequence trimming, Sequence contamination filtering	Transcriptomics, Metagenomics, Genomics	To update	http://prinseq.sourceforge.net/manual.html	Fastq Manipulation, Metagenomics	prinseq	2016-05-30	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/prinseq/	https://github.com/galaxyproject/tools-iuc/tree/main/tools/prinseq	@TOOL_VERSION+galaxy2	prinseq	0.20.4	Read pre-processing, Sequence trimming, Sequence contamination filtering	Transcriptomics, Metagenomics	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	10152	10626	253	281	10581	10581	1240	1240	0	0	0	0	20733	21207	1493	1521	False		
promer	promer4_substitutions	Aligns two sets of contigs and reports amino acid substitutions between them								To update	https://github.com/phac-nml/promer	Assembly	promer	2019-12-14	nml	https://github.com/phac-nml/promer	https://github.com/phac-nml/galaxy_tools/tree/master/tools/promer	1.2	python				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
purge_dups	purge_dups	Purge haplotigs and overlaps in an assembly based on read depth	purge_dups	purge_dups		purge_dups	Identifying and removing haplotypic duplication in primary genome assemblies | haplotypic duplication identification tool | scripts/pd_config.py: script to generate a configuration file used by run_purge_dups.py | purge haplotigs and overlaps in an assembly based on read depth | Given a primary assembly pri_asm and an alternative assembly hap_asm (optional, if you have one), follow the steps shown below to build your own purge_dups pipeline, steps with same number can be run simultaneously. Among all the steps, although step 4 is optional, we highly recommend our users to do so, because assemblers may produce overrepresented seqeuences. In such a case, The final step 4 can be applied to remove those seqeuences	Genome assembly, Read binning, Scaffolding	Sequence assembly	Up-to-date	https://github.com/dfguan/purge_dups	Assembly	purge_dups	2021-02-03	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/purge_dups	https://github.com/galaxyproject/tools-iuc/tree/main/tools/purge_dups	1.2.6	purge_dups	1.2.6	Genome assembly, Read binning, Scaffolding	Sequence assembly	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17782	17782	287	287	853	853	65	65	2224	2224	65	65	20859	20859	417	417	False		
pycoqc	pycoqc	QC metrics for ONT Basecalling	pycoqc	pycoqc		pycoQC	PycoQC computes metrics and generates interactive QC plots for Oxford Nanopore technologies sequencing data.	Sequencing quality control, Statistical calculation	Sequence analysis, Data quality management, Sequencing	Up-to-date	https://github.com/tleonardi/pycoQC	Nanopore	pycoqc	2021-03-02	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/pycoqc	https://github.com/galaxyproject/tools-iuc/tree/main/tools/pycoqc	2.5.2	pycoqc	2.5.2	Sequencing quality control, Statistical calculation	Sequence analysis, Data quality management, Sequencing	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	22742	22742	557	557	2159	2159	716	716	776	776	448	448	25677	25677	1721	1721	False		
qfilt	qfilt	Filter sequencing data								To update	https://github.com/veg/qfilt	Fastq Manipulation	qfilt	2018-06-06	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/qfilt	https://github.com/galaxyproject/tools-iuc/tree/main/tools/qfilt	1.0.0+galaxy1	qfilt	0.0.1			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
quast	quast	Quast (Quality ASsessment Tool) evaluates genome assemblies.	quast	quast		QUAST	QUAST stands for QUality ASsessment Tool.  It evaluates a quality of genome assemblies by computing various metrics and providing nice reports.	Visualisation, Sequence assembly validation	Sequence assembly	Up-to-date	http://quast.bioinf.spbau.ru/	Assembly	quast	2018-02-10	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/quast	https://github.com/galaxyproject/tools-iuc/tree/main/tools/quast	5.2.0	quast	5.2.0	Visualisation, Sequence assembly validation	Sequence assembly	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	67737	69738	7787	7971	51925	56602	9692	10646	32003	34145	3890	4127	151665	160485	21369	22744	False		
quickmerge	quickmerge	Merge long-read and hybrid assemblies to increase contiguity	quickmerge	quickmerge		quickmerge	Quickmerge is a program that uses complementary information from genomes assembled with long reads in order to improve contiguity, and works with assemblies derived from both Pacific Biosciences or Oxford Nanopore. Quickmerge will even work with hybrid assemblies made by combining long reads and Illumina short reads.	Genome assembly, Scaffolding, De-novo assembly, Genotyping	Structural variation, Sequence assembly, DNA polymorphism, Whole genome sequencing, Genotype and phenotype	Up-to-date	https://github.com/mahulchak/quickmerge	Assembly	quickmerge	2022-07-08	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/quickmerge	https://github.com/galaxyproject/tools-iuc/tree/main/tools/quickmerge	0.3	quickmerge	0.3	Genome assembly, Scaffolding, De-novo assembly, Genotyping	Structural variation, Sequence assembly, DNA polymorphism, Whole genome sequencing, Genotype and phenotype	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False		
ragtag	ragtag	Reference-guided scaffolding of draft genomes tool.	ragtag	ragtag		ragtag	RagTag is a collection of software tools for scaffolding and improving modern genome assemblies.	Genome assembly	Sequence assembly	Up-to-date	https://github.com/malonge/RagTag	Assembly	ragtag	2021-11-10	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/ragtag	https://github.com/galaxyproject/tools-iuc/tree/main/tools/ragtag	2.1.0	ragtag	2.1.0	Genome assembly	Sequence assembly	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4844	4844	480	480	0	0	0	0	7	7	3	3	4851	4851	483	483	False		
raven	raven	Raven is a de novo genome assembler for long uncorrected reads.								Up-to-date	https://github.com/lbcb-sci/raven	Assembly		2020-11-04	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/raven	https://github.com/galaxyproject/tools-iuc/tree/main/tools/raven	1.8.3	raven-assembler	1.8.3			0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9477	9477	438	438	0	0	0	0	10585	10585	182	182	20062	20062	620	620	False		
rcorrector	rcorrector	Rcorrector (RNA-seq error CORRECTOR) is a kmer-based error correction method for RNA-seq data.	rcorrector	rcorrector		Rcorrector	This is a kmer-based error correction method for RNA-seq data. It can also be applied to other types of sequencing data where the read coverage is non-uniform, such as single-cell sequencing.	Sequencing error detection	RNA, RNA-Seq, Sequencing	To update	https://github.com/mourisl/Rcorrector	Fastq Manipulation	rcorrector	2018-05-02	iuc	https://github.com/galaxyproject/tools-iuc/tree/master/tools/rcorrector	https://github.com/galaxyproject/tools-iuc/tree/main/tools/rcorrector	1.0.3+galaxy1	rcorrector	1.0.7	Sequencing error detection	RNA, RNA-Seq	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	655	655	57	57	0	0	0	0	0	0	0	0	655	655	57	57	False		
rnaquast	rna_quast	rnaQuast (RNA Quality Assessment Tool) evaluates genome assemblies.	rnaQUAST	rnaQUAST		rnaQUAST	Quality assessment tool for de novo transcriptome assemblies.	De-novo assembly, Transcriptome assembly, Sequence assembly validation	Sequence assembly, Transcriptomics, RNA-seq	Up-to-date	https://github.com/ablab/rnaquast	Assembly, RNA	rnaquast	2023-06-03	iuc	https://git.ufz.de/lehmanju/rnaquast	https://github.com/galaxyproject/tools-iuc/tree/main/tools/rnaquast	2.3.0	rnaquast	2.3.0	De-novo assembly, Transcriptome assembly, Sequence assembly validation	Sequence assembly, Transcriptomics	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1522	1522	254	254	372	372	75	75	5	5	1	1	1899	1899	330	330	False		
